"State","Year","Period","DG_Consumption"
"PA",2016,"M12",53952.2
"PA",2017,"M01",54067.1416666667
"PA",2017,"M02",54182.0833333333
"PA",2017,"M03",54297.025
"PA",2017,"M04",54411.9666666667
"PA",2017,"M05",54526.9083333333
"PA",2017,"M06",54641.85
"PA",2017,"M07",54756.7916666667
"PA",2017,"M08",54871.7333333333
"PA",2017,"M09",54986.675
"PA",2017,"M10",55101.6166666667
"PA",2017,"M11",55216.5583333333
"PA",2017,"M12",55331.5
"PA",2018,"M01",55622.0666666667
"PA",2018,"M02",55912.6333333333
"PA",2018,"M03",56203.2
"PA",2018,"M04",56493.7666666667
"PA",2018,"M05",56784.3333333333
"PA",2018,"M06",57074.9
"PA",2018,"M07",57365.4666666667
"PA",2018,"M08",57656.0333333333
"PA",2018,"M09",57946.6
"PA",2018,"M10",58237.1666666667
"PA",2018,"M11",58527.7333333333
"PA",2018,"M12",58818.3
"PA",2019,"M01",58937.8
"PA",2019,"M02",59057.3
"PA",2019,"M03",59176.8
"PA",2019,"M04",59296.3
"PA",2019,"M05",59415.8
"PA",2019,"M06",59535.3
"PA",2019,"M07",59654.8
"PA",2019,"M08",59774.3
"PA",2019,"M09",59893.8
"PA",2019,"M10",60013.3
"PA",2019,"M11",60132.8
"PA",2019,"M12",60252.3
"PA",2020,"M01",60550.8833333333
"PA",2020,"M02",60849.4666666667
"PA",2020,"M03",61148.05
"PA",2020,"M04",61446.6333333333
"PA",2020,"M05",61745.2166666667
"PA",2020,"M06",62043.8
"PA",2020,"M07",62342.3833333333
"PA",2020,"M08",62640.9666666667
"PA",2020,"M09",62939.55
"PA",2020,"M10",63238.1333333333
"PA",2020,"M11",63536.7166666667
"PA",2020,"M12",63835.3
"PA",2021,"M01",64900.2166666667
"PA",2021,"M02",65965.1333333333
"PA",2021,"M03",67030.05
"PA",2021,"M04",68094.9666666667
"PA",2021,"M05",69159.8833333333
"PA",2021,"M06",70224.8
"PA",2021,"M07",71289.7166666667
"PA",2021,"M08",72354.6333333333
"PA",2021,"M09",73419.55
"PA",2021,"M10",74484.4666666667
"PA",2021,"M11",75549.3833333333
"PA",2021,"M12",76614.3
"PA",2022,"M01",76991.1916666667
"PA",2022,"M02",77368.0833333333
"PA",2022,"M03",77744.975
"PA",2022,"M04",78121.8666666667
"PA",2022,"M05",78498.7583333333
"PA",2022,"M06",78875.65
"PA",2022,"M07",79252.5416666667
"PA",2022,"M08",79629.4333333333
"PA",2022,"M09",80006.325
"PA",2022,"M10",80383.2166666667
"PA",2022,"M11",80760.1083333333
"PA",2022,"M12",81137
"RI",2012,"M01",3344.49166666667
"RI",2012,"M02",3349.58333333333
"RI",2012,"M03",3354.675
"RI",2012,"M04",3359.76666666667
"RI",2012,"M05",3364.85833333333
"RI",2012,"M06",3369.95
"RI",2012,"M07",3375.04166666667
"RI",2012,"M08",3380.13333333333
"RI",2012,"M09",3385.225
"RI",2012,"M10",3390.31666666667
"RI",2012,"M11",3395.40833333333
"RI",2012,"M12",3400.5
"RI",2013,"M01",3409.45833333333
"RI",2013,"M02",3418.41666666667
"RI",2013,"M03",3427.375
"RI",2013,"M04",3436.33333333333
"RI",2013,"M05",3445.29166666667
"RI",2013,"M06",3454.25
"RI",2013,"M07",3463.20833333333
"RI",2013,"M08",3472.16666666667
"RI",2013,"M09",3481.125
"RI",2013,"M10",3490.08333333333
"RI",2013,"M11",3499.04166666667
"RI",2013,"M12",3508
"RI",2014,"M01",3523.28333333333
"RI",2014,"M02",3538.56666666667
"RI",2014,"M03",3553.85
"RI",2014,"M04",3569.13333333333
"RI",2014,"M05",3584.41666666667
"RI",2014,"M06",3599.7
"RI",2014,"M07",3614.98333333333
"RI",2014,"M08",3630.26666666667
"RI",2014,"M09",3645.55
"RI",2014,"M10",3660.83333333333
"RI",2014,"M11",3676.11666666667
"RI",2014,"M12",3691.4
"RI",2015,"M01",3706.3
"RI",2015,"M02",3721.2
"RI",2015,"M03",3736.1
"RI",2015,"M04",3751
"RI",2015,"M05",3765.9
"RI",2015,"M06",3780.8
"RI",2015,"M07",3795.7
"RI",2015,"M08",3810.6
"RI",2015,"M09",3825.5
"RI",2015,"M10",3840.4
"RI",2015,"M11",3855.3
"RI",2015,"M12",3870.2
"RI",2016,"M01",3875.85833333333
"RI",2016,"M02",3881.51666666667
"RI",2016,"M03",3887.175
"RI",2016,"M04",3892.83333333333
"RI",2016,"M05",3898.49166666667
"RI",2016,"M06",3904.15
"RI",2016,"M07",3909.80833333333
"RI",2016,"M08",3915.46666666667
"RI",2016,"M09",3921.125
"RI",2016,"M10",3926.78333333333
"RI",2016,"M11",3932.44166666667
"RI",2016,"M12",3938.1
"RI",2017,"M01",3950.125
"RI",2017,"M02",3962.15
"RI",2017,"M03",3974.175
"RI",2017,"M04",3986.2
"RI",2017,"M05",3998.225
"RI",2017,"M06",4010.25
"RI",2017,"M07",4022.275
"RI",2017,"M08",4034.3
"RI",2017,"M09",4046.325
"RI",2017,"M10",4058.35
"RI",2017,"M11",4070.375
"RI",2017,"M12",4082.4
"RI",2018,"M01",4095.93333333333
"RI",2018,"M02",4109.46666666667
"RI",2018,"M03",4123
"RI",2018,"M04",4136.53333333333
"RI",2018,"M05",4150.06666666667
"RI",2018,"M06",4163.6
"RI",2018,"M07",4177.13333333333
"RI",2018,"M08",4190.66666666667
"RI",2018,"M09",4204.2
"RI",2018,"M10",4217.73333333333
"RI",2018,"M11",4231.26666666667
"RI",2018,"M12",4244.8
"RI",2019,"M01",4251.575
"RI",2019,"M02",4258.35
"RI",2019,"M03",4265.125
"RI",2019,"M04",4271.9
"RI",2019,"M05",4278.675
"RI",2019,"M06",4285.45
"RI",2019,"M07",4292.225
"RI",2019,"M08",4299
"RI",2019,"M09",4305.775
"RI",2019,"M10",4312.55
"RI",2019,"M11",4319.325
"RI",2019,"M12",4326.1
"RI",2020,"M01",4337.95
"RI",2020,"M02",4349.8
"RI",2020,"M03",4361.65
"RI",2020,"M04",4373.5
"RI",2020,"M05",4385.35
"RI",2020,"M06",4397.2
"RI",2020,"M07",4409.05
"RI",2020,"M08",4420.9
"RI",2020,"M09",4432.75
"RI",2020,"M10",4444.6
"RI",2020,"M11",4456.45
"RI",2020,"M12",4468.3
"RI",2021,"M01",4542.95833333333
"RI",2021,"M02",4617.61666666667
"RI",2021,"M03",4692.275
"RI",2021,"M04",4766.93333333333
"RI",2021,"M05",4841.59166666667
"RI",2021,"M06",4916.25
"RI",2021,"M07",4990.90833333333
"RI",2021,"M08",5065.56666666667
"RI",2021,"M09",5140.225
"RI",2021,"M10",5214.88333333333
"RI",2021,"M11",5289.54166666667
"RI",2021,"M12",5364.2
"RI",2022,"M01",5386.14166666667
"RI",2022,"M02",5408.08333333333
"RI",2022,"M03",5430.025
"RI",2022,"M04",5451.96666666667
"RI",2022,"M05",5473.90833333333
"RI",2022,"M06",5495.85
"RI",2022,"M07",5517.79166666667
"RI",2022,"M08",5539.73333333333
"RI",2022,"M09",5561.675
"RI",2022,"M10",5583.61666666667
"RI",2022,"M11",5605.55833333333
"RI",2022,"M12",5627.5
"SC",2012,"M01",14056.7583333333
"SC",2012,"M02",14110.1166666667
"SC",2012,"M03",14163.475
"SC",2012,"M04",14216.8333333333
"SC",2012,"M05",14270.1916666667
"SC",2012,"M06",14323.55
"SC",2012,"M07",14376.9083333333
"SC",2012,"M08",14430.2666666667
"SC",2012,"M09",14483.625
"SC",2012,"M10",14536.9833333333
"SC",2012,"M11",14590.3416666667
"SC",2012,"M12",14643.7
"SC",2013,"M01",14725.3666666667
"SC",2013,"M02",14807.0333333333
"SC",2013,"M03",14888.7
"SC",2013,"M04",14970.3666666667
"SC",2013,"M05",15052.0333333333
"SC",2013,"M06",15133.7
"SC",2013,"M07",15215.3666666667
"SC",2013,"M08",15297.0333333333
"SC",2013,"M09",15378.7
"SC",2013,"M10",15460.3666666667
"SC",2013,"M11",15542.0333333333
"SC",2013,"M12",15623.7
"SC",2014,"M01",15696.2666666667
"SC",2014,"M02",15768.8333333333
"SC",2014,"M03",15841.4
"SC",2014,"M04",15913.9666666667
"SC",2014,"M05",15986.5333333333
"SC",2014,"M06",16059.1
"SC",2014,"M07",16131.6666666667
"SC",2014,"M08",16204.2333333333
"SC",2014,"M09",16276.8
"SC",2014,"M10",16349.3666666667
"SC",2014,"M11",16421.9333333333
"SC",2014,"M12",16494.5
"SC",2015,"M01",16598.7333333333
"SC",2015,"M02",16702.9666666667
"SC",2015,"M03",16807.2
"SC",2015,"M04",16911.4333333333
"SC",2015,"M05",17015.6666666667
"SC",2015,"M06",17119.9
"SC",2015,"M07",17224.1333333333
"SC",2015,"M08",17328.3666666667
"SC",2015,"M09",17432.6
"SC",2015,"M10",17536.8333333333
"SC",2015,"M11",17641.0666666667
"SC",2015,"M12",17745.3
"SC",2016,"M01",17828.2416666667
"SC",2016,"M02",17911.1833333333
"SC",2016,"M03",17994.125
"SC",2016,"M04",18077.0666666667
"SC",2016,"M05",18160.0083333333
"SC",2016,"M06",18242.95
"SC",2016,"M07",18325.8916666667
"SC",2016,"M08",18408.8333333333
"SC",2016,"M09",18491.775
"SC",2016,"M10",18574.7166666667
"SC",2016,"M11",18657.6583333333
"SC",2016,"M12",18740.6
"SC",2017,"M01",18817.5
"SC",2017,"M02",18894.4
"SC",2017,"M03",18971.3
"SC",2017,"M04",19048.2
"SC",2017,"M05",19125.1
"SC",2017,"M06",19202
"SC",2017,"M07",19278.9
"SC",2017,"M08",19355.8
"SC",2017,"M09",19432.7
"SC",2017,"M10",19509.6
"SC",2017,"M11",19586.5
"SC",2017,"M12",19663.4
"SC",2018,"M01",19726.0416666667
"SC",2018,"M02",19788.6833333333
"SC",2018,"M03",19851.325
"SC",2018,"M04",19913.9666666667
"SC",2018,"M05",19976.6083333333
"SC",2018,"M06",20039.25
"SC",2018,"M07",20101.8916666667
"SC",2018,"M08",20164.5333333333
"SC",2018,"M09",20227.175
"SC",2018,"M10",20289.8166666667
"SC",2018,"M11",20352.4583333333
"SC",2018,"M12",20415.1
"SC",2019,"M01",20473.45
"SC",2019,"M02",20531.8
"SC",2019,"M03",20590.15
"SC",2019,"M04",20648.5
"SC",2019,"M05",20706.85
"SC",2019,"M06",20765.2
"SC",2019,"M07",20823.55
"SC",2019,"M08",20881.9
"SC",2019,"M09",20940.25
"SC",2019,"M10",20998.6
"SC",2019,"M11",21056.95
"SC",2019,"M12",21115.3
"SC",2020,"M01",21292.3833333333
"SC",2020,"M02",21469.4666666667
"SC",2020,"M03",21646.55
"SC",2020,"M04",21823.6333333333
"SC",2020,"M05",22000.7166666667
"SC",2020,"M06",22177.8
"SC",2020,"M07",22354.8833333333
"SC",2020,"M08",22531.9666666667
"SC",2020,"M09",22709.05
"SC",2020,"M10",22886.1333333333
"SC",2020,"M11",23063.2166666667
"SC",2020,"M12",23240.3
"SC",2021,"M01",23690.475
"SC",2021,"M02",24140.65
"SC",2021,"M03",24590.825
"SC",2021,"M04",25041
"SC",2021,"M05",25491.175
"SC",2021,"M06",25941.35
"SC",2021,"M07",26391.525
"SC",2021,"M08",26841.7
"SC",2021,"M09",27291.875
"SC",2021,"M10",27742.05
"SC",2021,"M11",28192.225
"SC",2021,"M12",28642.4
"SC",2022,"M01",28776.1083333333
"SC",2022,"M02",28909.8166666667
"SC",2022,"M03",29043.525
"SC",2022,"M04",29177.2333333333
"SC",2022,"M05",29310.9416666667
"SC",2022,"M06",29444.65
"SC",2022,"M07",29578.3583333333
"SC",2022,"M08",29712.0666666667
"SC",2022,"M09",29845.775
"SC",2022,"M10",29979.4833333333
"SC",2022,"M11",30113.1916666667
"SC",2022,"M12",30246.9
"SD",2012,"M01",2698.54166666667
"SD",2012,"M02",2707.28333333333
"SD",2012,"M03",2716.025
"SD",2012,"M04",2724.76666666667
"SD",2012,"M05",2733.50833333333
"SD",2012,"M06",2742.25
"SD",2012,"M07",2750.99166666667
"SD",2012,"M08",2759.73333333333
"SD",2012,"M09",2768.475
"SD",2012,"M10",2777.21666666667
"SD",2012,"M11",2785.95833333333
"SD",2012,"M12",2794.7
"SD",2013,"M01",2805.45
"SD",2013,"M02",2816.2
"SD",2013,"M03",2826.95
"SD",2013,"M04",2837.7
"SD",2013,"M05",2848.45
"SD",2013,"M06",2859.2
"SD",2013,"M07",2869.95
"SD",2013,"M08",2880.7
"SD",2013,"M09",2891.45
"SD",2013,"M10",2902.2
"SD",2013,"M11",2912.95
"SD",2013,"M12",2923.7
"SD",2014,"M01",2936.94166666667
"SD",2014,"M02",2950.18333333333
"SD",2014,"M03",2963.425
"SD",2014,"M04",2976.66666666667
"SD",2014,"M05",2989.90833333333
"SD",2014,"M06",3003.15
"SD",2014,"M07",3016.39166666667
"SD",2014,"M08",3029.63333333333
"SD",2014,"M09",3042.875
"SD",2014,"M10",3056.11666666667
"SD",2014,"M11",3069.35833333333
"SD",2014,"M12",3082.6
"SD",2015,"M01",3098.59166666667
"SD",2015,"M02",3114.58333333333
"SD",2015,"M03",3130.575
"SD",2015,"M04",3146.56666666667
"SD",2015,"M05",3162.55833333333
"SD",2015,"M06",3178.55
"SD",2015,"M07",3194.54166666667
"SD",2015,"M08",3210.53333333333
"SD",2015,"M09",3226.525
"SD",2015,"M10",3242.51666666667
"SD",2015,"M11",3258.50833333333
"SD",2015,"M12",3274.5
"SD",2016,"M01",3281.81666666667
"SD",2016,"M02",3289.13333333333
"SD",2016,"M03",3296.45
"SD",2016,"M04",3303.76666666667
"SD",2016,"M05",3311.08333333333
"SD",2016,"M06",3318.4
"SD",2016,"M07",3325.71666666667
"SD",2016,"M08",3333.03333333333
"SD",2016,"M09",3340.35
"SD",2016,"M10",3347.66666666667
"SD",2016,"M11",3354.98333333333
"SD",2016,"M12",3362.3
"SD",2017,"M01",3370.74166666667
"SD",2017,"M02",3379.18333333333
"SD",2017,"M03",3387.625
"SD",2017,"M04",3396.06666666667
"SD",2017,"M05",3404.50833333333
"SD",2017,"M06",3412.95
"SD",2017,"M07",3421.39166666667
"SD",2017,"M08",3429.83333333333
"SD",2017,"M09",3438.275
"SD",2017,"M10",3446.71666666667
"SD",2017,"M11",3455.15833333333
"SD",2017,"M12",3463.6
"SD",2018,"M01",3475.725
"SD",2018,"M02",3487.85
"SD",2018,"M03",3499.975
"SD",2018,"M04",3512.1
"SD",2018,"M05",3524.225
"SD",2018,"M06",3536.35
"SD",2018,"M07",3548.475
"SD",2018,"M08",3560.6
"SD",2018,"M09",3572.725
"SD",2018,"M10",3584.85
"SD",2018,"M11",3596.975
"SD",2018,"M12",3609.1
"SD",2019,"M01",3614.04166666667
"SD",2019,"M02",3618.98333333333
"SD",2019,"M03",3623.925
"SD",2019,"M04",3628.86666666667
"SD",2019,"M05",3633.80833333333
"SD",2019,"M06",3638.75
"SD",2019,"M07",3643.69166666667
"SD",2019,"M08",3648.63333333333
"SD",2019,"M09",3653.575
"SD",2019,"M10",3658.51666666667
"SD",2019,"M11",3663.45833333333
"SD",2019,"M12",3668.4
"SD",2020,"M01",3697.66666666667
"SD",2020,"M02",3726.93333333333
"SD",2020,"M03",3756.2
"SD",2020,"M04",3785.46666666667
"SD",2020,"M05",3814.73333333333
"SD",2020,"M06",3844
"SD",2020,"M07",3873.26666666667
"SD",2020,"M08",3902.53333333333
"SD",2020,"M09",3931.8
"SD",2020,"M10",3961.06666666667
"SD",2020,"M11",3990.33333333333
"SD",2020,"M12",4019.6
"SD",2021,"M01",4088.76666666667
"SD",2021,"M02",4157.93333333333
"SD",2021,"M03",4227.1
"SD",2021,"M04",4296.26666666667
"SD",2021,"M05",4365.43333333333
"SD",2021,"M06",4434.6
"SD",2021,"M07",4503.76666666667
"SD",2021,"M08",4572.93333333333
"SD",2021,"M09",4642.1
"SD",2021,"M10",4711.26666666667
"SD",2021,"M11",4780.43333333333
"SD",2021,"M12",4849.6
"SD",2022,"M01",4865.76666666667
"SD",2022,"M02",4881.93333333333
"SD",2022,"M03",4898.1
"SD",2022,"M04",4914.26666666667
"SD",2022,"M05",4930.43333333333
"SD",2022,"M06",4946.6
"SD",2022,"M07",4962.76666666667
"SD",2022,"M08",4978.93333333333
"SD",2022,"M09",4995.1
"SD",2022,"M10",5011.26666666667
"SD",2022,"M11",5027.43333333333
"SD",2022,"M12",5043.6
"TN",2012,"M01",20198.1833333333
"TN",2012,"M02",20272.3666666667
"TN",2012,"M03",20346.55
"TN",2012,"M04",20420.7333333333
"TN",2012,"M05",20494.9166666667
"TN",2012,"M06",20569.1
"TN",2012,"M07",20643.2833333333
"TN",2012,"M08",20717.4666666667
"TN",2012,"M09",20791.65
"TN",2012,"M10",20865.8333333333
"TN",2012,"M11",20940.0166666667
"TN",2012,"M12",21014.2
"TN",2013,"M01",21079.6166666667
"TN",2013,"M02",21145.0333333333
"TN",2013,"M03",21210.45
"TN",2013,"M04",21275.8666666667
"TN",2013,"M05",21341.2833333333
"TN",2013,"M06",21406.7
"TN",2013,"M07",21472.1166666667
"TN",2013,"M08",21537.5333333333
"TN",2013,"M09",21602.95
"TN",2013,"M10",21668.3666666667
"TN",2013,"M11",21733.7833333333
"TN",2013,"M12",21799.2
"TN",2014,"M01",21889.4416666667
"TN",2014,"M02",21979.6833333333
"TN",2014,"M03",22069.925
"TN",2014,"M04",22160.1666666667
"TN",2014,"M05",22250.4083333333
"TN",2014,"M06",22340.65
"TN",2014,"M07",22430.8916666667
"TN",2014,"M08",22521.1333333333
"TN",2014,"M09",22611.375
"TN",2014,"M10",22701.6166666667
"TN",2014,"M11",22791.8583333333
"TN",2014,"M12",22882.1
"TN",2015,"M01",22991.075
"TN",2015,"M02",23100.05
"TN",2015,"M03",23209.025
"TN",2015,"M04",23318
"TN",2015,"M05",23426.975
"TN",2015,"M06",23535.95
"TN",2015,"M07",23644.925
"TN",2015,"M08",23753.9
"TN",2015,"M09",23862.875
"TN",2015,"M10",23971.85
"TN",2015,"M11",24080.825
"TN",2015,"M12",24189.8
"TN",2016,"M01",24286.4833333333
"TN",2016,"M02",24383.1666666667
"TN",2016,"M03",24479.85
"TN",2016,"M04",24576.5333333333
"TN",2016,"M05",24673.2166666667
"TN",2016,"M06",24769.9
"TN",2016,"M07",24866.5833333333
"TN",2016,"M08",24963.2666666667
"TN",2016,"M09",25059.95
"TN",2016,"M10",25156.6333333333
"TN",2016,"M11",25253.3166666667
"TN",2016,"M12",25350
"TN",2017,"M01",25433.925
"TN",2017,"M02",25517.85
"TN",2017,"M03",25601.775
"TN",2017,"M04",25685.7
"TN",2017,"M05",25769.625
"TN",2017,"M06",25853.55
"TN",2017,"M07",25937.475
"TN",2017,"M08",26021.4
"TN",2017,"M09",26105.325
"TN",2017,"M10",26189.25
"TN",2017,"M11",26273.175
"TN",2017,"M12",26357.1
"TN",2018,"M01",26435.3833333333
"TN",2018,"M02",26513.6666666667
"TN",2018,"M03",26591.95
"TN",2018,"M04",26670.2333333333
"TN",2018,"M05",26748.5166666667
"TN",2018,"M06",26826.8
"TN",2018,"M07",26905.0833333333
"TN",2018,"M08",26983.3666666667
"TN",2018,"M09",27061.65
"TN",2018,"M10",27139.9333333333
"TN",2018,"M11",27218.2166666667
"TN",2018,"M12",27296.5
"TN",2019,"M01",27359.0333333333
"TN",2019,"M02",27421.5666666667
"TN",2019,"M03",27484.1
"TN",2019,"M04",27546.6333333333
"TN",2019,"M05",27609.1666666667
"TN",2019,"M06",27671.7
"TN",2019,"M07",27734.2333333333
"TN",2019,"M08",27796.7666666667
"TN",2019,"M09",27859.3
"TN",2019,"M10",27921.8333333333
"TN",2019,"M11",27984.3666666667
"TN",2019,"M12",28046.9
"TN",2020,"M01",28202.025
"TN",2020,"M02",28357.15
"TN",2020,"M03",28512.275
"TN",2020,"M04",28667.4
"TN",2020,"M05",28822.525
"TN",2020,"M06",28977.65
"TN",2020,"M07",29132.775
"TN",2020,"M08",29287.9
"TN",2020,"M09",29443.025
"TN",2020,"M10",29598.15
"TN",2020,"M11",29753.275
"TN",2020,"M12",29908.4
"TN",2021,"M01",30555.4
"TN",2021,"M02",31202.4
"TN",2021,"M03",31849.4
"TN",2021,"M04",32496.4
"TN",2021,"M05",33143.4
"TN",2021,"M06",33790.4
"TN",2021,"M07",34437.4
"TN",2021,"M08",35084.4
"TN",2021,"M09",35731.4
"TN",2021,"M10",36378.4
"TN",2021,"M11",37025.4
"TN",2021,"M12",37672.4
"TN",2022,"M01",37835.2083333333
"TN",2022,"M02",37998.0166666667
"TN",2022,"M03",38160.825
"TN",2022,"M04",38323.6333333333
"TN",2022,"M05",38486.4416666667
"TN",2022,"M06",38649.25
"TN",2022,"M07",38812.0583333333
"TN",2022,"M08",38974.8666666667
"TN",2022,"M09",39137.675
"TN",2022,"M10",39300.4833333333
"TN",2022,"M11",39463.2916666667
"TN",2022,"M12",39626.1
"TX",2012,"M01",93118.3166666667
"TX",2012,"M02",93695.7333333333
"TX",2012,"M03",94273.15
"TX",2012,"M04",94850.5666666667
"TX",2012,"M05",95427.9833333333
"TX",2012,"M06",96005.4
"TX",2012,"M07",96582.8166666667
"TX",2012,"M08",97160.2333333333
"TX",2012,"M09",97737.65
"TX",2012,"M10",98315.0666666667
"TX",2012,"M11",98892.4833333333
"TX",2012,"M12",99469.9
"TX",2013,"M01",99870.6083333333
"TX",2013,"M02",100271.316666667
"TX",2013,"M03",100672.025
"TX",2013,"M04",101072.733333333
"TX",2013,"M05",101473.441666667
"TX",2013,"M06",101874.15
"TX",2013,"M07",102274.858333333
"TX",2013,"M08",102675.566666667
"TX",2013,"M09",103076.275
"TX",2013,"M10",103476.983333333
"TX",2013,"M11",103877.691666667
"TX",2013,"M12",104278.4
"TX",2014,"M01",104858.908333333
"TX",2014,"M02",105439.416666667
"TX",2014,"M03",106019.925
"TX",2014,"M04",106600.433333333
"TX",2014,"M05",107180.941666667
"TX",2014,"M06",107761.45
"TX",2014,"M07",108341.958333333
"TX",2014,"M08",108922.466666667
"TX",2014,"M09",109502.975
"TX",2014,"M10",110083.483333333
"TX",2014,"M11",110663.991666667
"TX",2014,"M12",111244.5
"TX",2015,"M01",111938.133333333
"TX",2015,"M02",112631.766666667
"TX",2015,"M03",113325.4
"TX",2015,"M04",114019.033333333
"TX",2015,"M05",114712.666666667
"TX",2015,"M06",115406.3
"TX",2015,"M07",116099.933333333
"TX",2015,"M08",116793.566666667
"TX",2015,"M09",117487.2
"TX",2015,"M10",118180.833333333
"TX",2015,"M11",118874.466666667
"TX",2015,"M12",119568.1
"TX",2016,"M01",119892.416666667
"TX",2016,"M02",120216.733333333
"TX",2016,"M03",120541.05
"TX",2016,"M04",120865.366666667
"TX",2016,"M05",121189.683333333
"TX",2016,"M06",121514
"TX",2016,"M07",121838.316666667
"TX",2016,"M08",122162.633333333
"TX",2016,"M09",122486.95
"TX",2016,"M10",122811.266666667
"TX",2016,"M11",123135.583333333
"TX",2016,"M12",123459.9
"TX",2017,"M01",123992.541666667
"TX",2017,"M02",124525.183333333
"TX",2017,"M03",125057.825
"TX",2017,"M04",125590.466666667
"TX",2017,"M05",126123.108333333
"TX",2017,"M06",126655.75
"TX",2017,"M07",127188.391666667
"TX",2017,"M08",127721.033333333
"TX",2017,"M09",128253.675
"TX",2017,"M10",128786.316666667
"TX",2017,"M11",129318.958333333
"TX",2017,"M12",129851.6
"TX",2018,"M01",130507.316666667
"TX",2018,"M02",131163.033333333
"TX",2018,"M03",131818.75
"TX",2018,"M04",132474.466666667
"TX",2018,"M05",133130.183333333
"TX",2018,"M06",133785.9
"TX",2018,"M07",134441.616666667
"TX",2018,"M08",135097.333333333
"TX",2018,"M09",135753.05
"TX",2018,"M10",136408.766666667
"TX",2018,"M11",137064.483333333
"TX",2018,"M12",137720.2
"TX",2019,"M01",137942.408333333
"TX",2019,"M02",138164.616666667
"TX",2019,"M03",138386.825
"TX",2019,"M04",138609.033333333
"TX",2019,"M05",138831.241666667
"TX",2019,"M06",139053.45
"TX",2019,"M07",139275.658333333
"TX",2019,"M08",139497.866666667
"TX",2019,"M09",139720.075
"TX",2019,"M10",139942.283333333
"TX",2019,"M11",140164.491666667
"TX",2019,"M12",140386.7
"TX",2020,"M01",141262.341666667
"TX",2020,"M02",142137.983333333
"TX",2020,"M03",143013.625
"TX",2020,"M04",143889.266666667
"TX",2020,"M05",144764.908333333
"TX",2020,"M06",145640.55
"TX",2020,"M07",146516.191666667
"TX",2020,"M08",147391.833333333
"TX",2020,"M09",148267.475
"TX",2020,"M10",149143.116666667
"TX",2020,"M11",150018.758333333
"TX",2020,"M12",150894.4
"TX",2021,"M01",154381.016666667
"TX",2021,"M02",157867.633333333
"TX",2021,"M03",161354.25
"TX",2021,"M04",164840.866666667
"TX",2021,"M05",168327.483333333
"TX",2021,"M06",171814.1
"TX",2021,"M07",175300.716666667
"TX",2021,"M08",178787.333333333
"TX",2021,"M09",182273.95
"TX",2021,"M10",185760.566666667
"TX",2021,"M11",189247.183333333
"TX",2021,"M12",192733.8
"TX",2022,"M01",193807.55
"TX",2022,"M02",194881.3
"TX",2022,"M03",195955.05
"TX",2022,"M04",197028.8
"TX",2022,"M05",198102.55
"TX",2022,"M06",199176.3
"TX",2022,"M07",200250.05
"TX",2022,"M08",201323.8
"TX",2022,"M09",202397.55
"TX",2022,"M10",203471.3
"TX",2022,"M11",204545.05
"TX",2022,"M12",205618.8
"UT",2012,"M01",9992.75
"UT",2012,"M02",10058.7
"UT",2012,"M03",10124.65
"UT",2012,"M04",10190.6
"UT",2012,"M05",10256.55
"UT",2012,"M06",10322.5
"UT",2012,"M07",10388.45
"UT",2012,"M08",10454.4
"UT",2012,"M09",10520.35
"UT",2012,"M10",10586.3
"UT",2012,"M11",10652.25
"UT",2012,"M12",10718.2
"UT",2013,"M01",10798.2416666667
"UT",2013,"M02",10878.2833333333
"UT",2013,"M03",10958.325
"UT",2013,"M04",11038.3666666667
"UT",2013,"M05",11118.4083333333
"UT",2013,"M06",11198.45
"UT",2013,"M07",11278.4916666667
"UT",2013,"M08",11358.5333333333
"UT",2013,"M09",11438.575
"UT",2013,"M10",11518.6166666667
"UT",2013,"M11",11598.6583333333
"UT",2013,"M12",11678.7
"UT",2014,"M01",11755.9083333333
"UT",2014,"M02",11833.1166666667
"UT",2014,"M03",11910.325
"UT",2014,"M04",11987.5333333333
"UT",2014,"M05",12064.7416666667
"UT",2014,"M06",12141.95
"UT",2014,"M07",12219.1583333333
"UT",2014,"M08",12296.3666666667
"UT",2014,"M09",12373.575
"UT",2014,"M10",12450.7833333333
"UT",2014,"M11",12527.9916666667
"UT",2014,"M12",12605.2
"UT",2015,"M01",12725.0416666667
"UT",2015,"M02",12844.8833333333
"UT",2015,"M03",12964.725
"UT",2015,"M04",13084.5666666667
"UT",2015,"M05",13204.4083333333
"UT",2015,"M06",13324.25
"UT",2015,"M07",13444.0916666667
"UT",2015,"M08",13563.9333333333
"UT",2015,"M09",13683.775
"UT",2015,"M10",13803.6166666667
"UT",2015,"M11",13923.4583333333
"UT",2015,"M12",14043.3
"UT",2016,"M01",14155.5583333333
"UT",2016,"M02",14267.8166666667
"UT",2016,"M03",14380.075
"UT",2016,"M04",14492.3333333333
"UT",2016,"M05",14604.5916666667
"UT",2016,"M06",14716.85
"UT",2016,"M07",14829.1083333333
"UT",2016,"M08",14941.3666666667
"UT",2016,"M09",15053.625
"UT",2016,"M10",15165.8833333333
"UT",2016,"M11",15278.1416666667
"UT",2016,"M12",15390.4
"UT",2017,"M01",15519.8083333333
"UT",2017,"M02",15649.2166666667
"UT",2017,"M03",15778.625
"UT",2017,"M04",15908.0333333333
"UT",2017,"M05",16037.4416666667
"UT",2017,"M06",16166.85
"UT",2017,"M07",16296.2583333333
"UT",2017,"M08",16425.6666666667
"UT",2017,"M09",16555.075
"UT",2017,"M10",16684.4833333333
