"Province_State","Month","Cases"
"Missouri","2020-01",0
"Missouri","2020-02",0
"Missouri","2020-03",1674
"Missouri","2020-04",6417
"Missouri","2020-05",5469
"Missouri","2020-06",8654
"Missouri","2020-07",29366
"Missouri","2020-08",35596
"Missouri","2020-09",43309
"Missouri","2020-10",62667
"Missouri","2020-11",128806
"Missouri","2020-12",118798
"Missouri","2021-01",91991
"Missouri","2021-02",30173
"Missouri","2021-03",18760
"Missouri","2021-04",9957
"Missouri","2021-05",14852
"Missouri","2021-06",19307
"Missouri","2021-07",60751
"Missouri","2021-08",77252
"Missouri","2021-09",61809
"Missouri","2021-10",34685
"Missouri","2021-11",51110
"Missouri","2021-12",102055
"Missouri","2022-01",321091
"Missouri","2022-02",67389
"Missouri","2022-03",14661
"Missouri","2022-04",14698
"Missouri","2022-05",30315
"Missouri","2022-06",44902
"Missouri","2022-07",67296
"Missouri","2022-08",44353
"Missouri","2022-09",40200
"Missouri","2022-10",0
"Montana","2020-01",0
"Montana","2020-02",0
"Montana","2020-03",198
"Montana","2020-04",255
"Montana","2020-05",62
"Montana","2020-06",452
"Montana","2020-07",2998
"Montana","2020-08",3456
"Montana","2020-09",5650
"Montana","2020-10",19730
"Montana","2020-11",29397
"Montana","2020-12",19357
"Montana","2021-01",12394
"Montana","2021-02",6005
"Montana","2021-03",4598
"Montana","2021-04",4265
"Montana","2021-05",3012
"Montana","2021-06",1926
"Montana","2021-07",2611
"Montana","2021-08",10861
"Montana","2021-09",23806
"Montana","2021-10",24814
"Montana","2021-11",15165
"Montana","2021-12",6712
"Montana","2022-01",44456
"Montana","2022-02",24399
"Montana","2022-03",5976
"Montana","2022-04",1427
"Montana","2022-05",3515
"Montana","2022-06",7520
"Montana","2022-07",11582
"Montana","2022-08",7570
"Montana","2022-09",6562
"Montana","2022-10",0
"Nebraska","2020-01",0
"Nebraska","2020-02",0
"Nebraska","2020-03",172
"Nebraska","2020-04",4109
"Nebraska","2020-05",9820
"Nebraska","2020-06",5076
"Nebraska","2020-07",7034
"Nebraska","2020-08",8076
"Nebraska","2020-09",11277
"Nebraska","2020-10",25168
"Nebraska","2020-11",57675
"Nebraska","2020-12",38391
"Nebraska","2021-01",23915
"Nebraska","2021-02",10169
"Nebraska","2021-03",8464
"Nebraska","2021-04",10480
"Nebraska","2021-05",3542
"Nebraska","2021-06",1120
"Nebraska","2021-07",3962
"Nebraska","2021-08",15804
"Nebraska","2021-09",22195
"Nebraska","2021-10",18317
"Nebraska","2021-11",25062
"Nebraska","2021-12",28429
"Nebraska","2022-01",101069
"Nebraska","2022-02",36202
"Nebraska","2022-03",2302
"Nebraska","2022-04",2159
"Nebraska","2022-05",7115
"Nebraska","2022-06",12952
"Nebraska","2022-07",15802
"Nebraska","2022-08",13950
"Nebraska","2022-09",7658
"Nebraska","2022-10",0
"Nevada","2020-01",0
"Nevada","2020-02",0
"Nevada","2020-03",1114
"Nevada","2020-04",3939
"Nevada","2020-05",3575
"Nevada","2020-06",9828
"Nevada","2020-07",29632
"Nevada","2020-08",21140
"Nevada","2020-09",10752
"Nevada","2020-10",20781
"Nevada","2020-11",51410
"Nevada","2020-12",72560
"Nevada","2021-01",53577
"Nevada","2021-02",15446
"Nevada","2021-03",10008
"Nevada","2021-04",11676
"Nevada","2021-05",8310
"Nevada","2021-06",9964
"Nevada","2021-07",22689
"Nevada","2021-08",34199
"Nevada","2021-09",30719
"Nevada","2021-10",16897
"Nevada","2021-11",19427
"Nevada","2021-12",26998
"Nevada","2022-01",172257
"Nevada","2022-02",26868
"Nevada","2022-03",29363
"Nevada","2022-04",5546
"Nevada","2022-05",16346
"Nevada","2022-06",38820
"Nevada","2022-07",52659
"Nevada","2022-08",15339
"Nevada","2022-09",5493
"Nevada","2022-10",0
"New Hampshire","2020-01",0
"New Hampshire","2020-02",0
"New Hampshire","2020-03",357
"New Hampshire","2020-04",1789
"New Hampshire","2020-05",2505
"New Hampshire","2020-06",1131
"New Hampshire","2020-07",801
"New Hampshire","2020-08",692
"New Hampshire","2020-09",991
"New Hampshire","2020-10",2818
"New Hampshire","2020-11",9949
"New Hampshire","2020-12",23849
"New Hampshire","2021-01",21067
"New Hampshire","2021-02",9475
"New Hampshire","2021-03",8752
"New Hampshire","2021-04",10710
"New Hampshire","2021-05",3840
"New Hampshire","2021-06",778
"New Hampshire","2021-07",1153
"New Hampshire","2021-08",7032
"New Hampshire","2021-09",12579
"New Hampshire","2021-10",12173
"New Hampshire","2021-11",28803
"New Hampshire","2021-12",37423
"New Hampshire","2022-01",78189
"New Hampshire","2022-02",21506
"New Hampshire","2022-03",4179
"New Hampshire","2022-04",7441
"New Hampshire","2022-05",15587
"New Hampshire","2022-06",6551
"New Hampshire","2022-07",6183
"New Hampshire","2022-08",6083
"New Hampshire","2022-09",5972
"New Hampshire","2022-10",0
"New Jersey","2020-01",0
"New Jersey","2020-02",0
"New Jersey","2020-03",18696
"New Jersey","2020-04",99956
"New Jersey","2020-05",42108
"New Jersey","2020-06",11873
"New Jersey","2020-07",11320
"New Jersey","2020-08",11547
"New Jersey","2020-09",15161
"New Jersey","2020-10",39429
"New Jersey","2020-11",117996
"New Jersey","2020-12",160941
"New Jersey","2021-01",167802
"New Jersey","2021-02",92527
"New Jersey","2021-03",119460
"New Jersey","2021-04",88407
"New Jersey","2021-05",19109
"New Jersey","2021-06",7063
"New Jersey","2021-07",15958
"New Jersey","2021-08",52613
"New Jersey","2021-09",62604
"New Jersey","2021-10",44347
"New Jersey","2021-11",53788
"New Jersey","2021-12",311548
"New Jersey","2022-01",547603
"New Jersey","2022-02",55659
"New Jersey","2022-03",32292
"New Jersey","2022-04",61887
"New Jersey","2022-05",132901
"New Jersey","2022-06",94156
"New Jersey","2022-07",108924
"New Jersey","2022-08",79257
"New Jersey","2022-09",63972
"New Jersey","2022-10",0
"New Mexico","2020-01",0
"New Mexico","2020-02",0
"New Mexico","2020-03",315
"New Mexico","2020-04",3096
"New Mexico","2020-05",4278
"New Mexico","2020-06",4458
"New Mexico","2020-07",8453
"New Mexico","2020-08",4752
"New Mexico","2020-09",4083
"New Mexico","2020-10",17055
"New Mexico","2020-11",50605
"New Mexico","2020-12",45769
"New Mexico","2021-01",31200
"New Mexico","2021-02",11068
"New Mexico","2021-03",6520
"New Mexico","2021-04",6081
"New Mexico","2021-05",5088
"New Mexico","2021-06",2721
"New Mexico","2021-07",4874
"New Mexico","2021-08",22198
"New Mexico","2021-09",20410
"New Mexico","2021-10",22185
"New Mexico","2021-11",39055
"New Mexico","2021-12",35779
"New Mexico","2022-01",130044
"New Mexico","2022-02",31347
"New Mexico","2022-03",6424
"New Mexico","2022-04",4471
"New Mexico","2022-05",13688
"New Mexico","2022-06",27831
"New Mexico","2022-07",27193
"New Mexico","2022-08",20269
"New Mexico","2022-09",7373
"New Mexico","2022-10",0
"New York","2020-01",0
"New York","2020-02",0
"New York","2020-03",75853
"New York","2020-04",232456
"New York","2020-05",65373
"New York","2020-06",22227
"New York","2020-07",22235
"New York","2020-08",19010
"New York","2020-09",24383
"New York","2020-10",50224
"New York","2020-11",144652
"New York","2020-12",322370
"New York","2021-01",441124
"New York","2021-02",223960
"New York","2021-03",229271
"New York","2021-04",175012
"New York","2021-05",54254
"New York","2021-06",12582
"New York","2021-07",35404
"New York","2021-08",128200
"New York","2021-09",148093
"New York","2021-10",132900
"New York","2021-11",170012
"New York","2021-12",750685
"New York","2022-01",1325136
"New York","2022-02",119805
"New York","2022-03",70513
"New York","2022-04",172388
"New York","2022-05",269689
"New York","2022-06",173282
"New York","2022-07",206851
"New York","2022-08",170440
"New York","2022-09",132929
"New York","2022-10",0
"North Carolina","2020-01",0
"North Carolina","2020-02",0
"North Carolina","2020-03",1578
"North Carolina","2020-04",9542
"North Carolina","2020-05",18394
"North Carolina","2020-06",37712
"North Carolina","2020-07",58452
"North Carolina","2020-08",47201
"North Carolina","2020-09",37753
"North Carolina","2020-10",64003
"North Carolina","2020-11",89877
"North Carolina","2020-12",175033
"North Carolina","2021-01",217981
"North Carolina","2021-02",101022
"North Carolina","2021-03",55584
"North Carolina","2021-04",55620
"North Carolina","2021-05",31402
"North Carolina","2021-06",12535
"North Carolina","2021-07",34387
"North Carolina","2021-08",165578
"North Carolina","2021-09",181600
"North Carolina","2021-10",82260
"North Carolina","2021-11",56491
"North Carolina","2021-12",152662
"North Carolina","2022-01",735132
"North Carolina","2022-02",167718
"North Carolina","2022-03",39845
"North Carolina","2022-04",29893
"North Carolina","2022-05",85680
"North Carolina","2022-06",122283
"North Carolina","2022-07",115912
"North Carolina","2022-08",137692
"North Carolina","2022-09",78044
"North Carolina","2022-10",0
"North Dakota","2020-01",0
"North Dakota","2020-02",0
"North Dakota","2020-03",122
"North Dakota","2020-04",985
"North Dakota","2020-05",1520
"North Dakota","2020-06",990
"North Dakota","2020-07",2972
"North Dakota","2020-08",5387
"North Dakota","2020-09",10166
"North Dakota","2020-10",23107
"North Dakota","2020-11",35503
"North Dakota","2020-12",11338
"North Dakota","2021-01",4988
"North Dakota","2021-02",2551
"North Dakota","2021-03",3462
"North Dakota","2021-04",4333
"North Dakota","2021-05",2312
"North Dakota","2021-06",765
"North Dakota","2021-07",962
"North Dakota","2021-08",6251
"North Dakota","2021-09",14818
"North Dakota","2021-10",15738
"North Dakota","2021-11",14433
"North Dakota","2021-12",11620
"North Dakota","2022-01",51171
"North Dakota","2022-02",12266
"North Dakota","2022-03",1682
"North Dakota","2022-04",1367
"North Dakota","2022-05",3763
"North Dakota","2022-06",5520
"North Dakota","2022-07",7557
"North Dakota","2022-08",7280
"North Dakota","2022-09",4528
"North Dakota","2022-10",0
"Northern Mariana Islands","2020-01",0
"Northern Mariana Islands","2020-02",0
"Northern Mariana Islands","2020-03",2
"Northern Mariana Islands","2020-04",12
"Northern Mariana Islands","2020-05",8
"Northern Mariana Islands","2020-06",8
"Northern Mariana Islands","2020-07",12
"Northern Mariana Islands","2020-08",14
"Northern Mariana Islands","2020-09",14
"Northern Mariana Islands","2020-10",22
"Northern Mariana Islands","2020-11",13
"Northern Mariana Islands","2020-12",17
"Northern Mariana Islands","2021-01",10
"Northern Mariana Islands","2021-02",11
"Northern Mariana Islands","2021-03",16
"Northern Mariana Islands","2021-04",5
"Northern Mariana Islands","2021-05",19
"Northern Mariana Islands","2021-06",0
"Northern Mariana Islands","2021-07",7
"Northern Mariana Islands","2021-08",52
"Northern Mariana Islands","2021-09",27
"Northern Mariana Islands","2021-10",43
"Northern Mariana Islands","2021-11",543
"Northern Mariana Islands","2021-12",2400
"Northern Mariana Islands","2022-01",1653
"Northern Mariana Islands","2022-02",4642
"Northern Mariana Islands","2022-03",1515
"Northern Mariana Islands","2022-04",198
"Northern Mariana Islands","2022-05",70
"Northern Mariana Islands","2022-06",496
"Northern Mariana Islands","2022-07",744
"Northern Mariana Islands","2022-08",547
"Northern Mariana Islands","2022-09",51
"Northern Mariana Islands","2022-10",0
"Ohio","2020-01",0
"Ohio","2020-02",0
"Ohio","2020-03",2199
"Ohio","2020-04",15828
"Ohio","2020-05",17486
"Ohio","2020-06",16276
"Ohio","2020-07",39370
"Ohio","2020-08",31996
"Ohio","2020-09",30832
"Ohio","2020-10",61710
"Ohio","2020-11",205366
"Ohio","2020-12",279317
"Ohio","2021-01",195412
"Ohio","2021-02",71630
"Ohio","2021-03",50144
"Ohio","2021-04",54746
"Ohio","2021-05",29622
"Ohio","2021-06",9390
"Ohio","2021-07",17953
"Ohio","2021-08",91623
"Ohio","2021-09",193072
"Ohio","2021-10",131355
"Ohio","2021-11",144890
"Ohio","2021-12",325865
"Ohio","2022-01",564323
"Ohio","2022-02",73535
"Ohio","2022-03",18861
"Ohio","2022-04",24257
"Ohio","2022-05",66065
"Ohio","2022-06",85330
"Ohio","2022-07",99789
"Ohio","2022-08",101304
"Ohio","2022-09",94200
"Ohio","2022-10",0
"Oklahoma","2020-01",0
"Oklahoma","2020-02",0
"Oklahoma","2020-03",568
"Oklahoma","2020-04",3050
"Oklahoma","2020-05",2800
"Oklahoma","2020-06",7339
"Oklahoma","2020-07",22730
"Oklahoma","2020-08",22246
"Oklahoma","2020-09",28466
"Oklahoma","2020-10",35563
"Oklahoma","2020-11",74983
"Oklahoma","2020-12",93464
"Oklahoma","2021-01",98988
"Oklahoma","2021-02",35360
"Oklahoma","2021-03",14183
"Oklahoma","2021-04",8565
"Oklahoma","2021-05",4472
"Oklahoma","2021-06",5074
"Oklahoma","2021-07",22784
"Oklahoma","2021-08",71323
"Oklahoma","2021-09",61807
"Oklahoma","2021-10",30213
"Oklahoma","2021-11",22949
"Oklahoma","2021-12",42011
"Oklahoma","2022-01",267976
"Oklahoma","2022-02",44681
"Oklahoma","2022-03",11663
"Oklahoma","2022-04",7724
"Oklahoma","2022-05",8867
"Oklahoma","2022-06",26501
"Oklahoma","2022-07",44584
"Oklahoma","2022-08",49291
"Oklahoma","2022-09",27537
"Oklahoma","2022-10",0
"Oregon","2020-01",0
"Oregon","2020-02",1
"Oregon","2020-03",689
"Oregon","2020-04",1820
"Oregon","2020-05",1733
"Oregon","2020-06",4413
"Oregon","2020-07",9836
"Oregon","2020-08",8221
"Oregon","2020-09",6796
"Oregon","2020-10",11412
"Oregon","2020-11",30510
"Oregon","2020-12",38478
"Oregon","2021-01",28507
"Oregon","2021-02",13181
"Oregon","2021-03",9415
"Oregon","2021-04",19800
"Oregon","2021-05",16663
"Oregon","2021-06",7165
"Oregon","2021-07",11115
"Oregon","2021-08",56532
"Oregon","2021-09",53767
"Oregon","2021-10",34999
"Oregon","2021-11",26046
"Oregon","2021-12",30164
"Oregon","2022-01",212613
"Oregon","2022-02",60053
"Oregon","2022-03",10223
"Oregon","2022-04",17159
"Oregon","2022-05",44137
"Oregon","2022-06",46244
"Oregon","2022-07",38660
"Oregon","2022-08",27796
"Oregon","2022-09",16628
"Oregon","2022-10",0
"Pennsylvania","2020-01",0
"Pennsylvania","2020-02",0
"Pennsylvania","2020-03",4963
"Pennsylvania","2020-04",42990
"Pennsylvania","2020-05",27710
"Pennsylvania","2020-06",14810
"Pennsylvania","2020-07",25679
"Pennsylvania","2020-08",22274
"Pennsylvania","2020-09",25512
"Pennsylvania","2020-10",49513
"Pennsylvania","2020-11",155565
"Pennsylvania","2020-12",279558
"Pennsylvania","2021-01",203060
"Pennsylvania","2021-02",87993
"Pennsylvania","2021-03",95393
"Pennsylvania","2021-04",127806
"Pennsylvania","2021-05",52431
"Pennsylvania","2021-06",10643
"Pennsylvania","2021-07",14205
"Pennsylvania","2021-08",71310
"Pennsylvania","2021-09",132222
"Pennsylvania","2021-10",137297
"Pennsylvania","2021-11",155986
"Pennsylvania","2021-12",299504
"Pennsylvania","2022-01",625057
"Pennsylvania","2022-02",95944
"Pennsylvania","2022-03",23928
"Pennsylvania","2022-04",38866
"Pennsylvania","2022-05",87105
"Pennsylvania","2022-06",98933
"Pennsylvania","2022-07",74336
"Pennsylvania","2022-08",105309
"Pennsylvania","2022-09",68601
"Pennsylvania","2022-10",0
"Puerto Rico","2020-01",0
"Puerto Rico","2020-02",0
"Puerto Rico","2020-03",239
"Puerto Rico","2020-04",710
"Puerto Rico","2020-05",339
"Puerto Rico","2020-06",405
"Puerto Rico","2020-07",4304
"Puerto Rico","2020-08",9479
"Puerto Rico","2020-09",8524
"Puerto Rico","2020-10",10138
"Puerto Rico","2020-11",18407
"Puerto Rico","2020-12",23746
"Puerto Rico","2021-01",17333
"Puerto Rico","2021-02",6673
"Puerto Rico","2021-03",7173
"Puerto Rico","2021-04",24486
"Puerto Rico","2021-05",6801
"Puerto Rico","2021-06",1301
"Puerto Rico","2021-07",6743
"Puerto Rico","2021-08",24025
"Puerto Rico","2021-09",10422
"Puerto Rico","2021-10",4034
"Puerto Rico","2021-11",3166
"Puerto Rico","2021-12",84276
"Puerto Rico","2022-01",185211
"Puerto Rico","2022-02",15996
"Puerto Rico","2022-03",7079
"Puerto Rico","2022-04",56704
"Puerto Rico","2022-05",132954
"Puerto Rico","2022-06",102981
"Puerto Rico","2022-07",80855
"Puerto Rico","2022-08",69543
"Puerto Rico","2022-09",33277
"Puerto Rico","2022-10",0
"Rhode Island","2020-01",0
"Rhode Island","2020-02",0
"Rhode Island","2020-03",488
"Rhode Island","2020-04",8133
"Rhode Island","2020-05",6307
"Rhode Island","2020-06",1885
"Rhode Island","2020-07",2209
"Rhode Island","2020-08",2927
"Rhode Island","2020-09",2799
"Rhode Island","2020-10",8126
"Rhode Island","2020-11",23849
"Rhode Island","2020-12",31226
"Rhode Island","2021-01",26489
"Rhode Island","2021-02",11184
"Rhode Island","2021-03",11707
"Rhode Island","2021-04",10857
"Rhode Island","2021-05",3557
"Rhode Island","2021-06",870
"Rhode Island","2021-07",1726
"Rhode Island","2021-08",8278
"Rhode Island","2021-09",9744
"Rhode Island","2021-10",7044
"Rhode Island","2021-11",12358
"Rhode Island","2021-12",39333
"Rhode Island","2022-01",112683
"Rhode Island","2022-02",12146
"Rhode Island","2022-03",5337
"Rhode Island","2022-04",10367
"Rhode Island","2022-05",21161
"Rhode Island","2022-06",9979
"Rhode Island","2022-07",7630
"Rhode Island","2022-08",6239
"Rhode Island","2022-09",8823
"Rhode Island","2022-10",0
"South Carolina","2020-01",0
"South Carolina","2020-02",0
"South Carolina","2020-03",1083
"South Carolina","2020-04",5012
"South Carolina","2020-05",5766
"South Carolina","2020-06",24538
"South Carolina","2020-07",52617
"South Carolina","2020-08",29976
"South Carolina","2020-09",28950
"South Carolina","2020-10",28670
"South Carolina","2020-11",40875
"South Carolina","2020-12",90020
"South Carolina","2021-01",135879
"South Carolina","2021-02",73437
"South Carolina","2021-03",34807
"South Carolina","2021-04",27029
"South Carolina","2021-05",14603
"South Carolina","2021-06",3578
"South Carolina","2021-07",20308
"South Carolina","2021-08",118139
"South Carolina","2021-09",122099
"South Carolina","2021-10",39766
"South Carolina","2021-11",21169
"South Carolina","2021-12",56999
"South Carolina","2022-01",379796
"South Carolina","2022-02",106039
"South Carolina","2022-03",6985
"South Carolina","2022-04",6134
"South Carolina","2022-05",21488
"South Carolina","2022-06",50644
"South Carolina","2022-07",58759
"South Carolina","2022-08",69116
"South Carolina","2022-09",33793
"South Carolina","2022-10",0
"South Dakota","2020-01",0
"South Dakota","2020-02",0
"South Dakota","2020-03",108
"South Dakota","2020-04",2341
"South Dakota","2020-05",2544
"South Dakota","2020-06",1771
"South Dakota","2020-07",2000
"South Dakota","2020-08",4745
"South Dakota","2020-09",8880
"South Dakota","2020-10",23603
"South Dakota","2020-11",34472
"South Dakota","2020-12",18700
"South Dakota","2021-01",9086
"South Dakota","2021-02",4177
"South Dakota","2021-03",5332
"South Dakota","2021-04",4901
"South Dakota","2021-05",1531
"South Dakota","2021-06",355
"South Dakota","2021-07",679
"South Dakota","2021-08",7034
"South Dakota","2021-09",12759
"South Dakota","2021-10",9464
"South Dakota","2021-11",11726
"South Dakota","2021-12",12996
"South Dakota","2022-01",47209
"South Dakota","2022-02",9469
"South Dakota","2022-03",1227
"South Dakota","2022-04",703
"South Dakota","2022-05",1892
"South Dakota","2022-06",4819
"South Dakota","2022-07",5763
"South Dakota","2022-08",7261
"South Dakota","2022-09",3824
"South Dakota","2022-10",0
"Tennessee","2020-01",0
"Tennessee","2020-02",0
"Tennessee","2020-03",2391
"Tennessee","2020-04",9416
"Tennessee","2020-05",11467
"Tennessee","2020-06",20422
"Tennessee","2020-07",60844
"Tennessee","2020-08",48796
"Tennessee","2020-09",41128
"Tennessee","2020-10",62933
"Tennessee","2020-11",113676
"Tennessee","2020-12",214432
"Tennessee","2021-01",135960
"Tennessee","2021-02",47225
"Tennessee","2021-03",37641
"Tennessee","2021-04",35490
"Tennessee","2021-05",17222
"Tennessee","2021-06",6618
"Tennessee","2021-07",32131
"Tennessee","2021-08",161920
"Tennessee","2021-09",170058
"Tennessee","2021-10",50613
"Tennessee","2021-11",36337
"Tennessee","2021-12",119543
"Tennessee","2022-01",442530
"Tennessee","2022-02",126746
"Tennessee","2022-03",13042
"Tennessee","2022-04",10953
"Tennessee","2022-05",34233
"Tennessee","2022-06",62350
"Tennessee","2022-07",81414
"Tennessee","2022-08",94846
"Tennessee","2022-09",38656
"Tennessee","2022-10",0
"Texas","2020-01",0
"Texas","2020-02",0
"Texas","2020-03",3809
"Texas","2020-04",19522
"Texas","2020-05",29772
"Texas","2020-06",113156
"Texas","2020-07",254112
"Texas","2020-08",235952
"Texas","2020-09",130171
"Texas","2020-10",147567
"Texas","2020-11",303983
"Texas","2020-12",569516
"Texas","2021-01",605122
"Texas","2021-02",283603
"Texas","2021-03",139323
"Texas","2021-04",99950
"Texas","2021-05",60657
"Texas","2021-06",44639
"Texas","2021-07",137369
"Texas","2021-08",465279
"Texas","2021-09",457156
"Texas","2021-10",175597
"Texas","2021-11",94009
"Texas","2021-12",260616
"Texas","2022-01",1627456
"Texas","2022-02",358770
"Texas","2022-03",122402
"Texas","2022-04",96592
"Texas","2022-05",120381
"Texas","2022-06",243502
"Texas","2022-07",344936
"Texas","2022-08",304067
"Texas","2022-09",147255
"Texas","2022-10",0
"Utah","2020-01",0
"Utah","2020-02",0
"Utah","2020-03",888
"Utah","2020-04",3784
"Utah","2020-05",5125
"Utah","2020-06",12420
"Utah","2020-07",17979
"Utah","2020-08",11911
"Utah","2020-09",20935
"Utah","2020-10",41614
"Utah","2020-11",81050
"Utah","2020-12",80906
"Utah","2021-01",70012
"Utah","2021-02",24611
"Utah","2021-03",14406
"Utah","2021-04",11682
"Utah","2021-05",8847
"Utah","2021-06",8969
"Utah","2021-07",17328
"Utah","2021-08",31955
"Utah","2021-09",44072
"Utah","2021-10",41388
"Utah","2021-11",45919
"Utah","2021-12",41191
"Utah","2022-01",248531
"Utah","2022-02",37329
"Utah","2022-03",5070
"Utah","2022-04",4331
"Utah","2022-05",16726
"Utah","2022-06",33916
"Utah","2022-07",27397
"Utah","2022-08",16520
"Utah","2022-09",11604
"Utah","2022-10",0
"Vermont","2020-01",0
"Vermont","2020-02",0
"Vermont","2020-03",293
"Vermont","2020-04",573
"Vermont","2020-05",115
"Vermont","2020-06",227
"Vermont","2020-07",206
"Vermont","2020-08",210
"Vermont","2020-09",128
"Vermont","2020-10",427
"Vermont","2020-11",1993
"Vermont","2020-12",3240
"Vermont","2021-01",4553
"Vermont","2021-02",3233
"Vermont","2021-03",4077
"Vermont","2021-04",3677
"Vermont","2021-05",1268
"Vermont","2021-06",190
"Vermont","2021-07",479
"Vermont","2021-08",3311
"Vermont","2021-09",5462
"Vermont","2021-10",6529
"Vermont","2021-11",9823
"Vermont","2021-12",14433
"Vermont","2022-01",40025
"Vermont","2022-02",7892
"Vermont","2022-03",4275
"Vermont","2022-04",7203
"Vermont","2022-05",7618
"Vermont","2022-06",4208
"Vermont","2022-07",1981
"Vermont","2022-08",2659
"Vermont","2022-09",2135
"Vermont","2022-10",0
"Virgin Islands","2020-01",0
"Virgin Islands","2020-02",0
"Virgin Islands","2020-03",30
"Virgin Islands","2020-04",36
"Virgin Islands","2020-05",3
"Virgin Islands","2020-06",12
"Virgin Islands","2020-07",325
"Virgin Islands","2020-08",728
"Virgin Islands","2020-09",184
"Virgin Islands","2020-10",58
"Virgin Islands","2020-11",168
"Virgin Islands","2020-12",492
"Virgin Islands","2021-01",385
"Virgin Islands","2021-02",225
"Virgin Islands","2021-03",261
"Virgin Islands","2021-04",218
"Virgin Islands","2021-05",317
"Virgin Islands","2021-06",437
"Virgin Islands","2021-07",750
"Virgin Islands","2021-08",1295
"Virgin Islands","2021-09",834
"Virgin Islands","2021-10",446
"Virgin Islands","2021-11",307
"Virgin Islands","2021-12",2137
"Virgin Islands","2022-01",5222
"Virgin Islands","2022-02",528
"Virgin Islands","2022-03",238
"Virgin Islands","2022-04",713
"Virgin Islands","2022-05",3183
"Virgin Islands","2022-06",1396
"Virgin Islands","2022-07",847
"Virgin Islands","2022-08",936
"Virgin Islands","2022-09",455
"Virgin Islands","2022-10",0
"Virginia","2020-01",0
"Virginia","2020-02",0
"Virginia","2020-03",1249
"Virginia","2020-04",14598
"Virginia","2020-05",28760
"Virginia","2020-06",18180
"Virginia","2020-07",27101
"Virginia","2020-08",30706
"Virginia","2020-09",27677
"Virginia","2020-10",32919
"Virginia","2020-11",56645
"Virginia","2020-12",111749
"Virginia","2021-01",155195
"Virginia","2021-02",71271
"Virginia","2021-03",42926
"Virginia","2021-04",40614
"Virginia","2021-05",15948
"Virginia","2021-06",4802
"Virginia","2021-07",14044
"Virginia","2021-08",72051
"Virginia","2021-09",100341
"Virginia","2021-10",57995
"Virginia","2021-11",44345
"Virginia","2021-12",149402
"Virginia","2022-01",427132
"Virginia","2022-02",94292
"Virginia","2022-03",28949
"Virginia","2022-04",32567
"Virginia","2022-05",86298
"Virginia","2022-06",81475
"Virginia","2022-07",85485
"Virginia","2022-08",85390
"Virginia","2022-09",47254
"Virginia","2022-10",0
"Washington","2020-01",1
"Washington","2020-02",6
"Washington","2020-03",5425
"Washington","2020-04",8895
"Washington","2020-05",7375
"Washington","2020-06",11737
"Washington","2020-07",24147
"Washington","2020-08",17916
"Washington","2020-09",13961
"Washington","2020-10",21345
"Washington","2020-11",61154
"Washington","2020-12",74790
"Washington","2021-01",64845
"Washington","2021-02",28176
"Washington","2021-03",24713
"Washington","2021-04",38554
"Washington","2021-05",32809
"Washington","2021-06",15746
"Washington","2021-07",21481
"Washington","2021-08",89965
"Washington","2021-09",94585
"Washington","2021-10",67809
"Washington","2021-11",49030
"Washington","2021-12",74610
"Washington","2022-01",490662
"Washington","2022-02",84253
"Washington","2022-03",30782
"Washington","2022-04",43344
"Washington","2022-05",75535
"Washington","2022-06",85501
"Washington","2022-07",70797
"Washington","2022-08",54779
"Washington","2022-09",31455
"Washington","2022-10",0
"West Virginia","2020-01",0
"West Virginia","2020-02",0
"West Virginia","2020-03",162
"West Virginia","2020-04",963
"West Virginia","2020-05",885
"West Virginia","2020-06",895
"West Virginia","2020-07",3674
"West Virginia","2020-08",3670
"West Virginia","2020-09",5601
"West Virginia","2020-10",8610
"West Virginia","2020-11",23382
"West Virginia","2020-12",37492
"West Virginia","2021-01",35667
"West Virginia","2021-02",10854
"West Virginia","2021-03",9883
"West Virginia","2021-04",11390
"West Virginia","2021-05",8159
"West Virginia","2021-06",2754
"West Virginia","2021-07",2975
"West Virginia","2021-08",22674
"West Virginia","2021-09",50769
"West Virginia","2021-10",32073
"West Virginia","2021-11",22262
"West Virginia","2021-12",33368
"West Virginia","2022-01",118609
"West Virginia","2022-02",43340
"West Virginia","2022-03",7658
"West Virginia","2022-04",3435
"West Virginia","2022-05",14721
"West Virginia","2022-06",16578
"West Virginia","2022-07",22604
"West Virginia","2022-08",27559
"West Virginia","2022-09",17892
"West Virginia","2022-10",0
"Wisconsin","2020-01",0
"Wisconsin","2020-02",0
"Wisconsin","2020-03",1412
"Wisconsin","2020-04",5442
"Wisconsin","2020-05",11549
"Wisconsin","2020-06",10256
"Wisconsin","2020-07",24281
"Wisconsin","2020-08",22663
"Wisconsin","2020-09",46671
"Wisconsin","2020-10",115595
"Wisconsin","2020-11",173861
"Wisconsin","2020-12",108708
"Wisconsin","2021-01",71702
"Wisconsin","2021-02",25227
"Wisconsin","2021-03",18674
"Wisconsin","2021-04",24409
"Wisconsin","2021-05",13970
"Wisconsin","2021-06",3202
"Wisconsin","2021-07",9576
"Wisconsin","2021-08",46742
"Wisconsin","2021-09",76224
"Wisconsin","2021-10",72293
"Wisconsin","2021-11",98326
"Wisconsin","2021-12",139880
"Wisconsin","2022-01",395965
"Wisconsin","2022-02",55369
"Wisconsin","2022-03",13263
"Wisconsin","2022-04",25341
"Wisconsin","2022-05",64980
"Wisconsin","2022-06",51059
