State,Year,Period,Monetary_1
AL,2022,M02,124.7585601
AL,2022,M03,126.2949956
AL,2022,M04,126.7339772
AL,2022,M05,127.9631255
AL,2022,M06,129.6312555
AL,2022,M07,129.6312555
AL,2022,M08,129.76295
AL,2022,M09,130.2897278
AL,2022,M10,130.8604039
AL,2022,M11,NA
AL,2022,M12,NA
AR,2012,M01,100
AR,2012,M02,100.2194908
AR,2012,M03,100.4389816
AR,2012,M04,100.6145742
AR,2012,M05,100.3950834
AR,2012,M06,100.3072871
AR,2012,M07,100.3511853
AR,2012,M08,100.9218613
AR,2012,M09,101.404741
AR,2012,M10,101.6681299
AR,2012,M11,101.4925373
AR,2012,M12,101.4925373
AR,2013,M01,101.7120281
AR,2013,M02,102.238806
AR,2013,M03,101.975417
AR,2013,M04,101.7559263
AR,2013,M05,101.7998244
AR,2013,M06,102.0193152
AR,2013,M07,102.238806
AR,2013,M08,102.5021949
AR,2013,M09,102.5021949
AR,2013,M10,102.5899912
AR,2013,M11,102.7655838
AR,2013,M12,103.0289728
AR,2014,M01,103.2923617
AR,2014,M02,103.380158
AR,2014,M03,103.5996488
AR,2014,M04,103.8191396
AR,2014,M05,103.9947322
AR,2014,M06,104.1264267
AR,2014,M07,104.2581212
AR,2014,M08,104.2581212
AR,2014,M09,104.2581212
AR,2014,M10,104.214223
AR,2014,M11,104.0386304
AR,2014,M12,103.7313433
AR,2015,M01,103.0289728
AR,2015,M02,103.2923617
AR,2015,M03,103.5996488
AR,2015,M04,103.6874451
AR,2015,M05,104.0386304
AR,2015,M06,104.3459175
AR,2015,M07,104.4776119
AR,2015,M08,104.4776119
AR,2015,M09,104.2581212
AR,2015,M10,104.3459175
AR,2015,M11,104.4776119
AR,2015,M12,104.3898156
AR,2016,M01,104.3459175
AR,2016,M02,104.1703248
AR,2016,M03,104.5215101
AR,2016,M04,104.9165935
AR,2016,M05,105.1799824
AR,2016,M06,105.4433714
AR,2016,M07,105.3994732
AR,2016,M08,105.5750658
AR,2016,M09,105.8823529
AR,2016,M10,106.1018437
AR,2016,M11,106.2335382
AR,2016,M12,106.4969271
AR,2017,M01,106.9359087
AR,2017,M02,107.1115013
AR,2017,M03,107.0676032
AR,2017,M04,107.1992976
AR,2017,M05,107.1115013
AR,2017,M06,107.1992976
AR,2017,M07,107.1992976
AR,2017,M08,107.6382792
AR,2017,M09,108.1650571
AR,2017,M10,108.2528534
AR,2017,M11,108.5601405
AR,2017,M12,108.7796313
AR,2018,M01,109.1747147
AR,2018,M02,109.4820018
AR,2018,M03,109.5697981
AR,2018,M04,109.7892888
AR,2018,M05,110.0965759
AR,2018,M06,110.2282704
AR,2018,M07,110.3160667
AR,2018,M08,110.4916594
AR,2018,M09,110.7111501
AR,2018,M10,111.0184372
AR,2018,M11,110.9306409
AR,2018,M12,110.8867428
AR,2019,M01,110.8428446
AR,2019,M02,111.1062335
AR,2019,M03,111.6330114
AR,2019,M04,112.0280948
AR,2019,M05,112.071993
AR,2019,M06,112.1158911
AR,2019,M07,112.3353819
AR,2019,M08,112.4670764
AR,2019,M09,112.642669
AR,2019,M10,112.9499561
AR,2019,M11,113.1694469
AR,2019,M12,113.3889377
AR,2020,M01,113.5645303
AR,2020,M02,113.6962248
AR,2020,M03,113.3450395
AR,2020,M04,112.4231782
AR,2020,M05,112.3353819
AR,2020,M06,112.9060579
AR,2020,M07,113.476734
AR,2020,M08,113.9596137
AR,2020,M09,114.2230026
AR,2020,M10,114.3107989
AR,2020,M11,114.4424934
AR,2020,M12,114.8375768
AR,2021,M01,115.1009658
AR,2021,M02,115.5838455
AR,2021,M03,116.3301141
AR,2021,M04,117.0763828
AR,2021,M05,117.9104478
AR,2021,M06,118.9640035
AR,2021,M07,119.4907814
AR,2021,M08,119.8858648
AR,2021,M09,120.3687445
AR,2021,M10,121.4223003
AR,2021,M11,122.2563652
AR,2021,M12,122.9587357
AR,2022,M01,123.7489025
AR,2022,M02,124.7585601
AR,2022,M03,126.2949956
AR,2022,M04,126.7339772
AR,2022,M05,127.9631255
AR,2022,M06,129.6312555
AR,2022,M07,129.6312555
AR,2022,M08,129.76295
AR,2022,M09,130.2897278
AR,2022,M10,130.8604039
AR,2022,M11,NA
AR,2022,M12,NA
AZ,2012,M01,100
AZ,2012,M02,100.2194908
AZ,2012,M03,100.4389816
AZ,2012,M04,100.6145742
AZ,2012,M05,100.3950834
AZ,2012,M06,100.3072871
AZ,2012,M07,100.3511853
AZ,2012,M08,100.9218613
AZ,2012,M09,101.404741
AZ,2012,M10,101.6681299
AZ,2012,M11,101.4925373
AZ,2012,M12,101.4925373
AZ,2013,M01,101.7120281
AZ,2013,M02,102.238806
AZ,2013,M03,101.975417
AZ,2013,M04,101.7559263
AZ,2013,M05,101.7998244
AZ,2013,M06,102.0193152
AZ,2013,M07,102.238806
AZ,2013,M08,102.5021949
AZ,2013,M09,102.5021949
AZ,2013,M10,102.5899912
AZ,2013,M11,102.7655838
AZ,2013,M12,103.0289728
AZ,2014,M01,103.2923617
AZ,2014,M02,103.380158
AZ,2014,M03,103.5996488
AZ,2014,M04,103.8191396
AZ,2014,M05,103.9947322
AZ,2014,M06,104.1264267
AZ,2014,M07,104.2581212
AZ,2014,M08,104.2581212
AZ,2014,M09,104.2581212
AZ,2014,M10,104.214223
AZ,2014,M11,104.0386304
AZ,2014,M12,103.7313433
AZ,2015,M01,103.0289728
AZ,2015,M02,103.2923617
AZ,2015,M03,103.5996488
AZ,2015,M04,103.6874451
AZ,2015,M05,104.0386304
AZ,2015,M06,104.3459175
AZ,2015,M07,104.4776119
AZ,2015,M08,104.4776119
AZ,2015,M09,104.2581212
AZ,2015,M10,104.3459175
AZ,2015,M11,104.4776119
AZ,2015,M12,104.3898156
AZ,2016,M01,104.3459175
AZ,2016,M02,104.1703248
AZ,2016,M03,104.5215101
AZ,2016,M04,104.9165935
AZ,2016,M05,105.1799824
AZ,2016,M06,105.4433714
AZ,2016,M07,105.3994732
AZ,2016,M08,105.5750658
AZ,2016,M09,105.8823529
AZ,2016,M10,106.1018437
AZ,2016,M11,106.2335382
AZ,2016,M12,106.4969271
AZ,2017,M01,106.9359087
AZ,2017,M02,107.1115013
AZ,2017,M03,107.0676032
AZ,2017,M04,107.1992976
AZ,2017,M05,107.1115013
AZ,2017,M06,107.1992976
AZ,2017,M07,107.1992976
AZ,2017,M08,107.6382792
AZ,2017,M09,108.1650571
AZ,2017,M10,108.2528534
AZ,2017,M11,108.5601405
AZ,2017,M12,108.7796313
AZ,2018,M01,109.1747147
AZ,2018,M02,109.4820018
AZ,2018,M03,109.5697981
AZ,2018,M04,109.7892888
AZ,2018,M05,110.0965759
AZ,2018,M06,110.2282704
AZ,2018,M07,110.3160667
AZ,2018,M08,110.4916594
AZ,2018,M09,110.7111501
AZ,2018,M10,111.0184372
AZ,2018,M11,110.9306409
AZ,2018,M12,110.8867428
AZ,2019,M01,110.8428446
AZ,2019,M02,111.1062335
AZ,2019,M03,111.6330114
AZ,2019,M04,112.0280948
AZ,2019,M05,112.071993
AZ,2019,M06,112.1158911
AZ,2019,M07,112.3353819
AZ,2019,M08,112.4670764
AZ,2019,M09,112.642669
AZ,2019,M10,112.9499561
AZ,2019,M11,113.1694469
AZ,2019,M12,113.3889377
AZ,2020,M01,113.5645303
AZ,2020,M02,113.6962248
AZ,2020,M03,113.3450395
AZ,2020,M04,112.4231782
AZ,2020,M05,112.3353819
AZ,2020,M06,112.9060579
AZ,2020,M07,113.476734
AZ,2020,M08,113.9596137
AZ,2020,M09,114.2230026
AZ,2020,M10,114.3107989
AZ,2020,M11,114.4424934
AZ,2020,M12,114.8375768
AZ,2021,M01,115.1009658
AZ,2021,M02,115.5838455
AZ,2021,M03,116.3301141
AZ,2021,M04,117.0763828
AZ,2021,M05,117.9104478
AZ,2021,M06,118.9640035
AZ,2021,M07,119.4907814
AZ,2021,M08,119.8858648
AZ,2021,M09,120.3687445
AZ,2021,M10,121.4223003
AZ,2021,M11,122.2563652
AZ,2021,M12,122.9587357
AZ,2022,M01,123.7489025
AZ,2022,M02,124.7585601
AZ,2022,M03,126.2949956
AZ,2022,M04,126.7339772
AZ,2022,M05,127.9631255
AZ,2022,M06,129.6312555
AZ,2022,M07,129.6312555
AZ,2022,M08,129.76295
AZ,2022,M09,130.2897278
AZ,2022,M10,130.8604039
AZ,2022,M11,NA
AZ,2022,M12,NA
CA,2012,M01,100
CA,2012,M02,100.2194908
CA,2012,M03,100.4389816
CA,2012,M04,100.6145742
CA,2012,M05,100.3950834
CA,2012,M06,100.3072871
CA,2012,M07,100.3511853
CA,2012,M08,100.9218613
CA,2012,M09,101.404741
CA,2012,M10,101.6681299
CA,2012,M11,101.4925373
CA,2012,M12,101.4925373
CA,2013,M01,101.7120281
CA,2013,M02,102.238806
CA,2013,M03,101.975417
CA,2013,M04,101.7559263
CA,2013,M05,101.7998244
CA,2013,M06,102.0193152
CA,2013,M07,102.238806
CA,2013,M08,102.5021949
CA,2013,M09,102.5021949
CA,2013,M10,102.5899912
CA,2013,M11,102.7655838
CA,2013,M12,103.0289728
CA,2014,M01,103.2923617
CA,2014,M02,103.380158
CA,2014,M03,103.5996488
CA,2014,M04,103.8191396
CA,2014,M05,103.9947322
CA,2014,M06,104.1264267
CA,2014,M07,104.2581212
CA,2014,M08,104.2581212
CA,2014,M09,104.2581212
CA,2014,M10,104.214223
CA,2014,M11,104.0386304
CA,2014,M12,103.7313433
CA,2015,M01,103.0289728
CA,2015,M02,103.2923617
CA,2015,M03,103.5996488
CA,2015,M04,103.6874451
CA,2015,M05,104.0386304
CA,2015,M06,104.3459175
CA,2015,M07,104.4776119
CA,2015,M08,104.4776119
CA,2015,M09,104.2581212
CA,2015,M10,104.3459175
CA,2015,M11,104.4776119
CA,2015,M12,104.3898156
CA,2016,M01,104.3459175
CA,2016,M02,104.1703248
CA,2016,M03,104.5215101
CA,2016,M04,104.9165935
CA,2016,M05,105.1799824
CA,2016,M06,105.4433714
CA,2016,M07,105.3994732
CA,2016,M08,105.5750658
CA,2016,M09,105.8823529
CA,2016,M10,106.1018437
CA,2016,M11,106.2335382
CA,2016,M12,106.4969271
CA,2017,M01,106.9359087
CA,2017,M02,107.1115013
CA,2017,M03,107.0676032
CA,2017,M04,107.1992976
CA,2017,M05,107.1115013
CA,2017,M06,107.1992976
CA,2017,M07,107.1992976
CA,2017,M08,107.6382792
CA,2017,M09,108.1650571
CA,2017,M10,108.2528534
CA,2017,M11,108.5601405
CA,2017,M12,108.7796313
CA,2018,M01,109.1747147
CA,2018,M02,109.4820018
CA,2018,M03,109.5697981
CA,2018,M04,109.7892888
CA,2018,M05,110.0965759
CA,2018,M06,110.2282704
CA,2018,M07,110.3160667
CA,2018,M08,110.4916594
CA,2018,M09,110.7111501
CA,2018,M10,111.0184372
CA,2018,M11,110.9306409
CA,2018,M12,110.8867428
CA,2019,M01,110.8428446
CA,2019,M02,111.1062335
CA,2019,M03,111.6330114
CA,2019,M04,112.0280948
CA,2019,M05,112.071993
CA,2019,M06,112.1158911
CA,2019,M07,112.3353819
CA,2019,M08,112.4670764
CA,2019,M09,112.642669
CA,2019,M10,112.9499561
CA,2019,M11,113.1694469
CA,2019,M12,113.3889377
CA,2020,M01,113.5645303
CA,2020,M02,113.6962248
CA,2020,M03,113.3450395
CA,2020,M04,112.4231782
CA,2020,M05,112.3353819
CA,2020,M06,112.9060579
CA,2020,M07,113.476734
CA,2020,M08,113.9596137
CA,2020,M09,114.2230026
CA,2020,M10,114.3107989
CA,2020,M11,114.4424934
CA,2020,M12,114.8375768
CA,2021,M01,115.1009658
CA,2021,M02,115.5838455
CA,2021,M03,116.3301141
CA,2021,M04,117.0763828
CA,2021,M05,117.9104478
CA,2021,M06,118.9640035
CA,2021,M07,119.4907814
CA,2021,M08,119.8858648
CA,2021,M09,120.3687445
CA,2021,M10,121.4223003
CA,2021,M11,122.2563652
CA,2021,M12,122.9587357
CA,2022,M01,123.7489025
CA,2022,M02,124.7585601
CA,2022,M03,126.2949956
CA,2022,M04,126.7339772
CA,2022,M05,127.9631255
CA,2022,M06,129.6312555
CA,2022,M07,129.6312555
CA,2022,M08,129.76295
CA,2022,M09,130.2897278
CA,2022,M10,130.8604039
CA,2022,M11,NA
CA,2022,M12,NA
CO,2012,M01,100
CO,2012,M02,100.2194908
CO,2012,M03,100.4389816
CO,2012,M04,100.6145742
CO,2012,M05,100.3950834
CO,2012,M06,100.3072871
CO,2012,M07,100.3511853
CO,2012,M08,100.9218613
CO,2012,M09,101.404741
CO,2012,M10,101.6681299
CO,2012,M11,101.4925373
CO,2012,M12,101.4925373
CO,2013,M01,101.7120281
CO,2013,M02,102.238806
CO,2013,M03,101.975417
CO,2013,M04,101.7559263
CO,2013,M05,101.7998244
CO,2013,M06,102.0193152
CO,2013,M07,102.238806
CO,2013,M08,102.5021949
CO,2013,M09,102.5021949
CO,2013,M10,102.5899912
CO,2013,M11,102.7655838
CO,2013,M12,103.0289728
CO,2014,M01,103.2923617
CO,2014,M02,103.380158
CO,2014,M03,103.5996488
CO,2014,M04,103.8191396
CO,2014,M05,103.9947322
CO,2014,M06,104.1264267
CO,2014,M07,104.2581212
CO,2014,M08,104.2581212
CO,2014,M09,104.2581212
CO,2014,M10,104.214223
CO,2014,M11,104.0386304
CO,2014,M12,103.7313433
CO,2015,M01,103.0289728
CO,2015,M02,103.2923617
CO,2015,M03,103.5996488
CO,2015,M04,103.6874451
CO,2015,M05,104.0386304
CO,2015,M06,104.3459175
CO,2015,M07,104.4776119
CO,2015,M08,104.4776119
CO,2015,M09,104.2581212
CO,2015,M10,104.3459175
CO,2015,M11,104.4776119
CO,2015,M12,104.3898156
CO,2016,M01,104.3459175
CO,2016,M02,104.1703248
CO,2016,M03,104.5215101
CO,2016,M04,104.9165935
CO,2016,M05,105.1799824
CO,2016,M06,105.4433714
CO,2016,M07,105.3994732
CO,2016,M08,105.5750658
CO,2016,M09,105.8823529
CO,2016,M10,106.1018437
CO,2016,M11,106.2335382
CO,2016,M12,106.4969271
CO,2017,M01,106.9359087
CO,2017,M02,107.1115013
CO,2017,M03,107.0676032
CO,2017,M04,107.1992976
CO,2017,M05,107.1115013
CO,2017,M06,107.1992976
CO,2017,M07,107.1992976
CO,2017,M08,107.6382792
CO,2017,M09,108.1650571
CO,2017,M10,108.2528534
CO,2017,M11,108.5601405
CO,2017,M12,108.7796313
CO,2018,M01,109.1747147
CO,2018,M02,109.4820018
CO,2018,M03,109.5697981
CO,2018,M04,109.7892888
CO,2018,M05,110.0965759
CO,2018,M06,110.2282704
CO,2018,M07,110.3160667
CO,2018,M08,110.4916594
CO,2018,M09,110.7111501
CO,2018,M10,111.0184372
CO,2018,M11,110.9306409
CO,2018,M12,110.8867428
CO,2019,M01,110.8428446
CO,2019,M02,111.1062335
CO,2019,M03,111.6330114
CO,2019,M04,112.0280948
CO,2019,M05,112.071993
CO,2019,M06,112.1158911
CO,2019,M07,112.3353819
CO,2019,M08,112.4670764
CO,2019,M09,112.642669
CO,2019,M10,112.9499561
CO,2019,M11,113.1694469
CO,2019,M12,113.3889377
CO,2020,M01,113.5645303
CO,2020,M02,113.6962248
CO,2020,M03,113.3450395
CO,2020,M04,112.4231782
CO,2020,M05,112.3353819
CO,2020,M06,112.9060579
CO,2020,M07,113.476734
CO,2020,M08,113.9596137
CO,2020,M09,114.2230026
CO,2020,M10,114.3107989
CO,2020,M11,114.4424934
CO,2020,M12,114.8375768
CO,2021,M01,115.1009658
CO,2021,M02,115.5838455
CO,2021,M03,116.3301141
CO,2021,M04,117.0763828
CO,2021,M05,117.9104478
CO,2021,M06,118.9640035
CO,2021,M07,119.4907814
CO,2021,M08,119.8858648
CO,2021,M09,120.3687445
CO,2021,M10,121.4223003
CO,2021,M11,122.2563652
CO,2021,M12,122.9587357
CO,2022,M01,123.7489025
CO,2022,M02,124.7585601
CO,2022,M03,126.2949956
CO,2022,M04,126.7339772
CO,2022,M05,127.9631255
CO,2022,M06,129.6312555
CO,2022,M07,129.6312555
CO,2022,M08,129.76295
CO,2022,M09,130.2897278
CO,2022,M10,130.8604039
CO,2022,M11,NA
CO,2022,M12,NA
CT,2012,M01,100
CT,2012,M02,100.2194908
CT,2012,M03,100.4389816
CT,2012,M04,100.6145742
CT,2012,M05,100.3950834
CT,2012,M06,100.3072871
CT,2012,M07,100.3511853
CT,2012,M08,100.9218613
CT,2012,M09,101.404741
CT,2012,M10,101.6681299
CT,2012,M11,101.4925373
CT,2012,M12,101.4925373
CT,2013,M01,101.7120281
CT,2013,M02,102.238806
CT,2013,M03,101.975417
CT,2013,M04,101.7559263
CT,2013,M05,101.7998244
CT,2013,M06,102.0193152
CT,2013,M07,102.238806
CT,2013,M08,102.5021949
CT,2013,M09,102.5021949
CT,2013,M10,102.5899912
CT,2013,M11,102.7655838
CT,2013,M12,103.0289728
CT,2014,M01,103.2923617
CT,2014,M02,103.380158
CT,2014,M03,103.5996488
CT,2014,M04,103.8191396
CT,2014,M05,103.9947322
CT,2014,M06,104.1264267
CT,2014,M07,104.2581212
CT,2014,M08,104.2581212
CT,2014,M09,104.2581212
CT,2014,M10,104.214223
CT,2014,M11,104.0386304
CT,2014,M12,103.7313433
CT,2015,M01,103.0289728
CT,2015,M02,103.2923617
CT,2015,M03,103.5996488
CT,2015,M04,103.6874451
CT,2015,M05,104.0386304
CT,2015,M06,104.3459175
CT,2015,M07,104.4776119
CT,2015,M08,104.4776119
CT,2015,M09,104.2581212
CT,2015,M10,104.3459175
CT,2015,M11,104.4776119
CT,2015,M12,104.3898156
CT,2016,M01,104.3459175
CT,2016,M02,104.1703248
CT,2016,M03,104.5215101
CT,2016,M04,104.9165935
CT,2016,M05,105.1799824
CT,2016,M06,105.4433714
CT,2016,M07,105.3994732
CT,2016,M08,105.5750658
CT,2016,M09,105.8823529
CT,2016,M10,106.1018437
CT,2016,M11,106.2335382
CT,2016,M12,106.4969271
CT,2017,M01,106.9359087
CT,2017,M02,107.1115013
CT,2017,M03,107.0676032
CT,2017,M04,107.1992976
CT,2017,M05,107.1115013
CT,2017,M06,107.1992976
CT,2017,M07,107.1992976
CT,2017,M08,107.6382792
CT,2017,M09,108.1650571
CT,2017,M10,108.2528534
CT,2017,M11,108.5601405
CT,2017,M12,108.7796313
CT,2018,M01,109.1747147
CT,2018,M02,109.4820018
CT,2018,M03,109.5697981
CT,2018,M04,109.7892888
CT,2018,M05,110.0965759
CT,2018,M06,110.2282704
CT,2018,M07,110.3160667
CT,2018,M08,110.4916594
CT,2018,M09,110.7111501
CT,2018,M10,111.0184372
CT,2018,M11,110.9306409
CT,2018,M12,110.8867428
CT,2019,M01,110.8428446
CT,2019,M02,111.1062335
CT,2019,M03,111.6330114
CT,2019,M04,112.0280948
CT,2019,M05,112.071993
CT,2019,M06,112.1158911
CT,2019,M07,112.3353819
CT,2019,M08,112.4670764
CT,2019,M09,112.642669
CT,2019,M10,112.9499561
CT,2019,M11,113.1694469
CT,2019,M12,113.3889377
CT,2020,M01,113.5645303
CT,2020,M02,113.6962248
CT,2020,M03,113.3450395
CT,2020,M04,112.4231782
CT,2020,M05,112.3353819
CT,2020,M06,112.9060579
CT,2020,M07,113.476734
CT,2020,M08,113.9596137
CT,2020,M09,114.2230026
CT,2020,M10,114.3107989
CT,2020,M11,114.4424934
CT,2020,M12,114.8375768
CT,2021,M01,115.1009658
CT,2021,M02,115.5838455
CT,2021,M03,116.3301141
CT,2021,M04,117.0763828
CT,2021,M05,117.9104478
CT,2021,M06,118.9640035
CT,2021,M07,119.4907814
CT,2021,M08,119.8858648
CT,2021,M09,120.3687445
CT,2021,M10,121.4223003
CT,2021,M11,122.2563652
CT,2021,M12,122.9587357
CT,2022,M01,123.7489025
CT,2022,M02,124.7585601
CT,2022,M03,126.2949956
CT,2022,M04,126.7339772
CT,2022,M05,127.9631255
CT,2022,M06,129.6312555
CT,2022,M07,129.6312555
CT,2022,M08,129.76295
CT,2022,M09,130.2897278
CT,2022,M10,130.8604039
CT,2022,M11,NA
CT,2022,M12,NA
DE,2012,M01,100
DE,2012,M02,100.2194908
DE,2012,M03,100.4389816
DE,2012,M04,100.6145742
DE,2012,M05,100.3950834
DE,2012,M06,100.3072871
DE,2012,M07,100.3511853
DE,2012,M08,100.9218613
