"State","Year","Period","NDG_Consumption"
"PA",2016,"M06",109771
"PA",2016,"M07",109886.683333333
"PA",2016,"M08",110002.366666667
"PA",2016,"M09",110118.05
"PA",2016,"M10",110233.733333333
"PA",2016,"M11",110349.416666667
"PA",2016,"M12",110465.1
"PA",2017,"M01",110741.825
"PA",2017,"M02",111018.55
"PA",2017,"M03",111295.275
"PA",2017,"M04",111572
"PA",2017,"M05",111848.725
"PA",2017,"M06",112125.45
"PA",2017,"M07",112402.175
"PA",2017,"M08",112678.9
"PA",2017,"M09",112955.625
"PA",2017,"M10",113232.35
"PA",2017,"M11",113509.075
"PA",2017,"M12",113785.8
"PA",2018,"M01",114155.683333333
"PA",2018,"M02",114525.566666667
"PA",2018,"M03",114895.45
"PA",2018,"M04",115265.333333333
"PA",2018,"M05",115635.216666667
"PA",2018,"M06",116005.1
"PA",2018,"M07",116374.983333333
"PA",2018,"M08",116744.866666667
"PA",2018,"M09",117114.75
"PA",2018,"M10",117484.633333333
"PA",2018,"M11",117854.516666667
"PA",2018,"M12",118224.4
"PA",2019,"M01",118436.975
"PA",2019,"M02",118649.55
"PA",2019,"M03",118862.125
"PA",2019,"M04",119074.7
"PA",2019,"M05",119287.275
"PA",2019,"M06",119499.85
"PA",2019,"M07",119712.425
"PA",2019,"M08",119925
"PA",2019,"M09",120137.575
"PA",2019,"M10",120350.15
"PA",2019,"M11",120562.725
"PA",2019,"M12",120775.3
"PA",2020,"M01",120845.958333333
"PA",2020,"M02",120916.616666667
"PA",2020,"M03",120987.275
"PA",2020,"M04",121057.933333333
"PA",2020,"M05",121128.591666667
"PA",2020,"M06",121199.25
"PA",2020,"M07",121269.908333333
"PA",2020,"M08",121340.566666667
"PA",2020,"M09",121411.225
"PA",2020,"M10",121481.883333333
"PA",2020,"M11",121552.541666667
"PA",2020,"M12",121623.2
"PA",2021,"M01",122920.891666667
"PA",2021,"M02",124218.583333333
"PA",2021,"M03",125516.275
"PA",2021,"M04",126813.966666667
"PA",2021,"M05",128111.658333333
"PA",2021,"M06",129409.35
"PA",2021,"M07",130707.041666667
"PA",2021,"M08",132004.733333333
"PA",2021,"M09",133302.425
"PA",2021,"M10",134600.116666667
"PA",2021,"M11",135897.808333333
"PA",2021,"M12",137195.5
"PA",2022,"M01",138612.525
"PA",2022,"M02",140029.55
"PA",2022,"M03",141446.575
"PA",2022,"M04",142863.6
"PA",2022,"M05",144280.625
"PA",2022,"M06",145697.65
"PA",2022,"M07",147114.675
"PA",2022,"M08",148531.7
"PA",2022,"M09",149948.725
"PA",2022,"M10",151365.75
"PA",2022,"M11",152782.775
"PA",2022,"M12",154199.8
"RI",2012,"M01",7309.80833333333
"RI",2012,"M02",7318.81666666667
"RI",2012,"M03",7327.825
"RI",2012,"M04",7336.83333333333
"RI",2012,"M05",7345.84166666667
"RI",2012,"M06",7354.85
"RI",2012,"M07",7363.85833333333
"RI",2012,"M08",7372.86666666667
"RI",2012,"M09",7381.875
"RI",2012,"M10",7390.88333333333
"RI",2012,"M11",7399.89166666667
"RI",2012,"M12",7408.9
"RI",2013,"M01",7433.20833333333
"RI",2013,"M02",7457.51666666667
"RI",2013,"M03",7481.825
"RI",2013,"M04",7506.13333333333
"RI",2013,"M05",7530.44166666667
"RI",2013,"M06",7554.75
"RI",2013,"M07",7579.05833333333
"RI",2013,"M08",7603.36666666667
"RI",2013,"M09",7627.675
"RI",2013,"M10",7651.98333333333
"RI",2013,"M11",7676.29166666667
"RI",2013,"M12",7700.6
"RI",2014,"M01",7730.125
"RI",2014,"M02",7759.65
"RI",2014,"M03",7789.175
"RI",2014,"M04",7818.7
"RI",2014,"M05",7848.225
"RI",2014,"M06",7877.75
"RI",2014,"M07",7907.275
"RI",2014,"M08",7936.8
"RI",2014,"M09",7966.325
"RI",2014,"M10",7995.85
"RI",2014,"M11",8025.375
"RI",2014,"M12",8054.9
"RI",2015,"M01",8067.9
"RI",2015,"M02",8080.9
"RI",2015,"M03",8093.9
"RI",2015,"M04",8106.9
"RI",2015,"M05",8119.9
"RI",2015,"M06",8132.9
"RI",2015,"M07",8145.9
"RI",2015,"M08",8158.9
"RI",2015,"M09",8171.9
"RI",2015,"M10",8184.9
"RI",2015,"M11",8197.9
"RI",2015,"M12",8210.9
"RI",2016,"M01",8234.01666666667
"RI",2016,"M02",8257.13333333333
"RI",2016,"M03",8280.25
"RI",2016,"M04",8303.36666666667
"RI",2016,"M05",8326.48333333333
"RI",2016,"M06",8349.6
"RI",2016,"M07",8372.71666666667
"RI",2016,"M08",8395.83333333333
"RI",2016,"M09",8418.95
"RI",2016,"M10",8442.06666666667
"RI",2016,"M11",8465.18333333333
"RI",2016,"M12",8488.3
"RI",2017,"M01",8520.525
"RI",2017,"M02",8552.75
"RI",2017,"M03",8584.975
"RI",2017,"M04",8617.2
"RI",2017,"M05",8649.425
"RI",2017,"M06",8681.65
"RI",2017,"M07",8713.875
"RI",2017,"M08",8746.1
"RI",2017,"M09",8778.325
"RI",2017,"M10",8810.55
"RI",2017,"M11",8842.775
"RI",2017,"M12",8875
"RI",2018,"M01",8921
"RI",2018,"M02",8967
"RI",2018,"M03",9013
"RI",2018,"M04",9059
"RI",2018,"M05",9105
"RI",2018,"M06",9151
"RI",2018,"M07",9197
"RI",2018,"M08",9243
"RI",2018,"M09",9289
"RI",2018,"M10",9335
"RI",2018,"M11",9381
"RI",2018,"M12",9427
"RI",2019,"M01",9448.43333333333
"RI",2019,"M02",9469.86666666667
"RI",2019,"M03",9491.3
"RI",2019,"M04",9512.73333333333
"RI",2019,"M05",9534.16666666667
"RI",2019,"M06",9555.6
"RI",2019,"M07",9577.03333333333
"RI",2019,"M08",9598.46666666667
"RI",2019,"M09",9619.9
"RI",2019,"M10",9641.33333333333
"RI",2019,"M11",9662.76666666667
"RI",2019,"M12",9684.2
"RI",2020,"M01",9704.84166666667
"RI",2020,"M02",9725.48333333333
"RI",2020,"M03",9746.125
"RI",2020,"M04",9766.76666666667
"RI",2020,"M05",9787.40833333333
"RI",2020,"M06",9808.05
"RI",2020,"M07",9828.69166666667
"RI",2020,"M08",9849.33333333333
"RI",2020,"M09",9869.975
"RI",2020,"M10",9890.61666666667
"RI",2020,"M11",9911.25833333333
"RI",2020,"M12",9931.9
"RI",2021,"M01",10037.9166666667
"RI",2021,"M02",10143.9333333333
"RI",2021,"M03",10249.95
"RI",2021,"M04",10355.9666666667
"RI",2021,"M05",10461.9833333333
"RI",2021,"M06",10568
"RI",2021,"M07",10674.0166666667
"RI",2021,"M08",10780.0333333333
"RI",2021,"M09",10886.05
"RI",2021,"M10",10992.0666666667
"RI",2021,"M11",11098.0833333333
"RI",2021,"M12",11204.1
"RI",2022,"M01",11260.4416666667
"RI",2022,"M02",11316.7833333333
"RI",2022,"M03",11373.125
"RI",2022,"M04",11429.4666666667
"RI",2022,"M05",11485.8083333333
"RI",2022,"M06",11542.15
"RI",2022,"M07",11598.4916666667
"RI",2022,"M08",11654.8333333333
"RI",2022,"M09",11711.175
"RI",2022,"M10",11767.5166666667
"RI",2022,"M11",11823.8583333333
"RI",2022,"M12",11880.2
"SC",2012,"M01",37968.6583333333
"SC",2012,"M02",38023.0166666667
"SC",2012,"M03",38077.375
"SC",2012,"M04",38131.7333333333
"SC",2012,"M05",38186.0916666667
"SC",2012,"M06",38240.45
"SC",2012,"M07",38294.8083333333
"SC",2012,"M08",38349.1666666667
"SC",2012,"M09",38403.525
"SC",2012,"M10",38457.8833333333
"SC",2012,"M11",38512.2416666667
"SC",2012,"M12",38566.6
"SC",2013,"M01",38671.25
"SC",2013,"M02",38775.9
"SC",2013,"M03",38880.55
"SC",2013,"M04",38985.2
"SC",2013,"M05",39089.85
"SC",2013,"M06",39194.5
"SC",2013,"M07",39299.15
"SC",2013,"M08",39403.8
"SC",2013,"M09",39508.45
"SC",2013,"M10",39613.1
"SC",2013,"M11",39717.75
"SC",2013,"M12",39822.4
"SC",2014,"M01",39944.3
"SC",2014,"M02",40066.2
"SC",2014,"M03",40188.1
"SC",2014,"M04",40310
"SC",2014,"M05",40431.9
"SC",2014,"M06",40553.8
"SC",2014,"M07",40675.7
"SC",2014,"M08",40797.6
"SC",2014,"M09",40919.5
"SC",2014,"M10",41041.4
"SC",2014,"M11",41163.3
"SC",2014,"M12",41285.2
"SC",2015,"M01",41230.675
"SC",2015,"M02",41176.15
"SC",2015,"M03",41121.625
"SC",2015,"M04",41067.1
"SC",2015,"M05",41012.575
"SC",2015,"M06",40958.05
"SC",2015,"M07",40903.525
"SC",2015,"M08",40849
"SC",2015,"M09",40794.475
"SC",2015,"M10",40739.95
"SC",2015,"M11",40685.425
"SC",2015,"M12",40630.9
"SC",2016,"M01",40712.7166666667
"SC",2016,"M02",40794.5333333333
"SC",2016,"M03",40876.35
"SC",2016,"M04",40958.1666666667
"SC",2016,"M05",41039.9833333333
"SC",2016,"M06",41121.8
"SC",2016,"M07",41203.6166666667
"SC",2016,"M08",41285.4333333333
"SC",2016,"M09",41367.25
"SC",2016,"M10",41449.0666666667
"SC",2016,"M11",41530.8833333333
"SC",2016,"M12",41612.7
"SC",2017,"M01",41751.4166666667
"SC",2017,"M02",41890.1333333333
"SC",2017,"M03",42028.85
"SC",2017,"M04",42167.5666666667
"SC",2017,"M05",42306.2833333333
"SC",2017,"M06",42445
"SC",2017,"M07",42583.7166666667
"SC",2017,"M08",42722.4333333333
"SC",2017,"M09",42861.15
"SC",2017,"M10",42999.8666666667
"SC",2017,"M11",43138.5833333333
"SC",2017,"M12",43277.3
"SC",2018,"M01",43485.1833333333
"SC",2018,"M02",43693.0666666667
"SC",2018,"M03",43900.95
"SC",2018,"M04",44108.8333333333
"SC",2018,"M05",44316.7166666667
"SC",2018,"M06",44524.6
"SC",2018,"M07",44732.4833333333
"SC",2018,"M08",44940.3666666667
"SC",2018,"M09",45148.25
"SC",2018,"M10",45356.1333333333
"SC",2018,"M11",45564.0166666667
"SC",2018,"M12",45771.9
"SC",2019,"M01",45888.5583333333
"SC",2019,"M02",46005.2166666667
"SC",2019,"M03",46121.875
"SC",2019,"M04",46238.5333333333
"SC",2019,"M05",46355.1916666667
"SC",2019,"M06",46471.85
"SC",2019,"M07",46588.5083333333
"SC",2019,"M08",46705.1666666667
"SC",2019,"M09",46821.825
"SC",2019,"M10",46938.4833333333
"SC",2019,"M11",47055.1416666667
"SC",2019,"M12",47171.8
"SC",2020,"M01",47331.9833333333
"SC",2020,"M02",47492.1666666667
"SC",2020,"M03",47652.35
"SC",2020,"M04",47812.5333333333
"SC",2020,"M05",47972.7166666667
"SC",2020,"M06",48132.9
"SC",2020,"M07",48293.0833333333
"SC",2020,"M08",48453.2666666667
"SC",2020,"M09",48613.45
"SC",2020,"M10",48773.6333333333
"SC",2020,"M11",48933.8166666667
"SC",2020,"M12",49094
"SC",2021,"M01",49695.7666666667
"SC",2021,"M02",50297.5333333333
"SC",2021,"M03",50899.3
"SC",2021,"M04",51501.0666666667
"SC",2021,"M05",52102.8333333333
"SC",2021,"M06",52704.6
"SC",2021,"M07",53306.3666666667
"SC",2021,"M08",53908.1333333333
"SC",2021,"M09",54509.9
"SC",2021,"M10",55111.6666666667
"SC",2021,"M11",55713.4333333333
"SC",2021,"M12",56315.2
"SC",2022,"M01",56813.9416666667
"SC",2022,"M02",57312.6833333333
"SC",2022,"M03",57811.425
"SC",2022,"M04",58310.1666666667
"SC",2022,"M05",58808.9083333333
"SC",2022,"M06",59307.65
"SC",2022,"M07",59806.3916666667
"SC",2022,"M08",60305.1333333333
"SC",2022,"M09",60803.875
"SC",2022,"M10",61302.6166666667
"SC",2022,"M11",61801.3583333333
"SC",2022,"M12",62300.1
"SD",2012,"M01",5950.45
"SD",2012,"M02",5963.7
"SD",2012,"M03",5976.95
"SD",2012,"M04",5990.2
"SD",2012,"M05",6003.45
"SD",2012,"M06",6016.7
"SD",2012,"M07",6029.95
"SD",2012,"M08",6043.2
"SD",2012,"M09",6056.45
"SD",2012,"M10",6069.7
"SD",2012,"M11",6082.95
"SD",2012,"M12",6096.2
"SD",2013,"M01",6105.63333333333
"SD",2013,"M02",6115.06666666667
"SD",2013,"M03",6124.5
"SD",2013,"M04",6133.93333333333
"SD",2013,"M05",6143.36666666667
"SD",2013,"M06",6152.8
"SD",2013,"M07",6162.23333333333
"SD",2013,"M08",6171.66666666667
"SD",2013,"M09",6181.1
"SD",2013,"M10",6190.53333333333
"SD",2013,"M11",6199.96666666667
"SD",2013,"M12",6209.4
"SD",2014,"M01",6226.93333333333
"SD",2014,"M02",6244.46666666667
"SD",2014,"M03",6262
"SD",2014,"M04",6279.53333333333
"SD",2014,"M05",6297.06666666667
"SD",2014,"M06",6314.6
"SD",2014,"M07",6332.13333333333
"SD",2014,"M08",6349.66666666667
"SD",2014,"M09",6367.2
"SD",2014,"M10",6384.73333333333
"SD",2014,"M11",6402.26666666667
"SD",2014,"M12",6419.8
"SD",2015,"M01",6418.61666666667
"SD",2015,"M02",6417.43333333333
"SD",2015,"M03",6416.25
"SD",2015,"M04",6415.06666666667
"SD",2015,"M05",6413.88333333333
"SD",2015,"M06",6412.7
"SD",2015,"M07",6411.51666666667
"SD",2015,"M08",6410.33333333333
"SD",2015,"M09",6409.15
"SD",2015,"M10",6407.96666666667
"SD",2015,"M11",6406.78333333333
"SD",2015,"M12",6405.6
"SD",2016,"M01",6412.8
"SD",2016,"M02",6420
"SD",2016,"M03",6427.2
"SD",2016,"M04",6434.4
"SD",2016,"M05",6441.6
"SD",2016,"M06",6448.8
"SD",2016,"M07",6456
"SD",2016,"M08",6463.2
"SD",2016,"M09",6470.4
"SD",2016,"M10",6477.6
"SD",2016,"M11",6484.8
"SD",2016,"M12",6492
"SD",2017,"M01",6503.20833333333
"SD",2017,"M02",6514.41666666667
"SD",2017,"M03",6525.625
"SD",2017,"M04",6536.83333333333
"SD",2017,"M05",6548.04166666667
"SD",2017,"M06",6559.25
"SD",2017,"M07",6570.45833333333
"SD",2017,"M08",6581.66666666667
"SD",2017,"M09",6592.875
"SD",2017,"M10",6604.08333333333
"SD",2017,"M11",6615.29166666667
"SD",2017,"M12",6626.5
"SD",2018,"M01",6643.28333333333
"SD",2018,"M02",6660.06666666667
"SD",2018,"M03",6676.85
"SD",2018,"M04",6693.63333333333
"SD",2018,"M05",6710.41666666667
"SD",2018,"M06",6727.2
"SD",2018,"M07",6743.98333333333
"SD",2018,"M08",6760.76666666667
"SD",2018,"M09",6777.55
"SD",2018,"M10",6794.33333333333
"SD",2018,"M11",6811.11666666667
"SD",2018,"M12",6827.9
"SD",2019,"M01",6831.9
"SD",2019,"M02",6835.9
"SD",2019,"M03",6839.9
"SD",2019,"M04",6843.9
"SD",2019,"M05",6847.9
"SD",2019,"M06",6851.9
"SD",2019,"M07",6855.9
"SD",2019,"M08",6859.9
"SD",2019,"M09",6863.9
"SD",2019,"M10",6867.9
"SD",2019,"M11",6871.9
"SD",2019,"M12",6875.9
"SD",2020,"M01",6896.05
"SD",2020,"M02",6916.2
"SD",2020,"M03",6936.35
"SD",2020,"M04",6956.5
"SD",2020,"M05",6976.65
"SD",2020,"M06",6996.8
"SD",2020,"M07",7016.95
"SD",2020,"M08",7037.1
"SD",2020,"M09",7057.25
"SD",2020,"M10",7077.4
"SD",2020,"M11",7097.55
"SD",2020,"M12",7117.7
"SD",2021,"M01",7196.70833333333
"SD",2021,"M02",7275.71666666667
"SD",2021,"M03",7354.725
"SD",2021,"M04",7433.73333333333
"SD",2021,"M05",7512.74166666667
"SD",2021,"M06",7591.75
"SD",2021,"M07",7670.75833333333
"SD",2021,"M08",7749.76666666667
"SD",2021,"M09",7828.775
"SD",2021,"M10",7907.78333333333
"SD",2021,"M11",7986.79166666667
"SD",2021,"M12",8065.8
"SD",2022,"M01",8140.525
"SD",2022,"M02",8215.25
"SD",2022,"M03",8289.975
"SD",2022,"M04",8364.7
"SD",2022,"M05",8439.425
"SD",2022,"M06",8514.15
"SD",2022,"M07",8588.875
"SD",2022,"M08",8663.6
"SD",2022,"M09",8738.325
"SD",2022,"M10",8813.05
"SD",2022,"M11",8887.775
"SD",2022,"M12",8962.5
"TN",2012,"M01",50891.4916666667
"TN",2012,"M02",50977.4833333333
"TN",2012,"M03",51063.475
"TN",2012,"M04",51149.4666666667
"TN",2012,"M05",51235.4583333333
"TN",2012,"M06",51321.45
"TN",2012,"M07",51407.4416666667
"TN",2012,"M08",51493.4333333333
"TN",2012,"M09",51579.425
"TN",2012,"M10",51665.4166666667
"TN",2012,"M11",51751.4083333333
"TN",2012,"M12",51837.4
"TN",2013,"M01",51812.9
"TN",2013,"M02",51788.4
"TN",2013,"M03",51763.9
"TN",2013,"M04",51739.4
"TN",2013,"M05",51714.9
"TN",2013,"M06",51690.4
"TN",2013,"M07",51665.9
"TN",2013,"M08",51641.4
"TN",2013,"M09",51616.9
"TN",2013,"M10",51592.4
"TN",2013,"M11",51567.9
"TN",2013,"M12",51543.4
"TN",2014,"M01",51673.475
"TN",2014,"M02",51803.55
"TN",2014,"M03",51933.625
"TN",2014,"M04",52063.7
"TN",2014,"M05",52193.775
"TN",2014,"M06",52323.85
"TN",2014,"M07",52453.925
"TN",2014,"M08",52584
"TN",2014,"M09",52714.075
"TN",2014,"M10",52844.15
"TN",2014,"M11",52974.225
"TN",2014,"M12",53104.3
"TN",2015,"M01",52992.9416666667
"TN",2015,"M02",52881.5833333333
"TN",2015,"M03",52770.225
"TN",2015,"M04",52658.8666666667
"TN",2015,"M05",52547.5083333333
"TN",2015,"M06",52436.15
"TN",2015,"M07",52324.7916666667
"TN",2015,"M08",52213.4333333333
"TN",2015,"M09",52102.075
"TN",2015,"M10",51990.7166666667
"TN",2015,"M11",51879.3583333333
"TN",2015,"M12",51768
"TN",2016,"M01",51808.6666666667
"TN",2016,"M02",51849.3333333333
"TN",2016,"M03",51890
"TN",2016,"M04",51930.6666666667
"TN",2016,"M05",51971.3333333333
"TN",2016,"M06",52012
"TN",2016,"M07",52052.6666666667
"TN",2016,"M08",52093.3333333333
"TN",2016,"M09",52134
"TN",2016,"M10",52174.6666666667
"TN",2016,"M11",52215.3333333333
"TN",2016,"M12",52256
"TN",2017,"M01",52402.6583333333
"TN",2017,"M02",52549.3166666667
"TN",2017,"M03",52695.975
"TN",2017,"M04",52842.6333333333
"TN",2017,"M05",52989.2916666667
"TN",2017,"M06",53135.95
"TN",2017,"M07",53282.6083333333
"TN",2017,"M08",53429.2666666667
"TN",2017,"M09",53575.925
"TN",2017,"M10",53722.5833333333
"TN",2017,"M11",53869.2416666667
"TN",2017,"M12",54015.9
"TN",2018,"M01",54238.7
"TN",2018,"M02",54461.5
"TN",2018,"M03",54684.3
"TN",2018,"M04",54907.1
"TN",2018,"M05",55129.9
"TN",2018,"M06",55352.7
"TN",2018,"M07",55575.5
"TN",2018,"M08",55798.3
"TN",2018,"M09",56021.1
"TN",2018,"M10",56243.9
"TN",2018,"M11",56466.7
"TN",2018,"M12",56689.5
"TN",2019,"M01",56830.8083333333
"TN",2019,"M02",56972.1166666667
"TN",2019,"M03",57113.425
"TN",2019,"M04",57254.7333333333
"TN",2019,"M05",57396.0416666667
"TN",2019,"M06",57537.35
"TN",2019,"M07",57678.6583333333
"TN",2019,"M08",57819.9666666667
"TN",2019,"M09",57961.275
"TN",2019,"M10",58102.5833333333
"TN",2019,"M11",58243.8916666667
"TN",2019,"M12",58385.2
"TN",2020,"M01",58580.6166666667
"TN",2020,"M02",58776.0333333333
"TN",2020,"M03",58971.45
"TN",2020,"M04",59166.8666666667
"TN",2020,"M05",59362.2833333333
"TN",2020,"M06",59557.7
"TN",2020,"M07",59753.1166666667
"TN",2020,"M08",59948.5333333333
"TN",2020,"M09",60143.95
"TN",2020,"M10",60339.3666666667
"TN",2020,"M11",60534.7833333333
"TN",2020,"M12",60730.2
"TN",2021,"M01",61471.8
"TN",2021,"M02",62213.4
"TN",2021,"M03",62955
"TN",2021,"M04",63696.6
"TN",2021,"M05",64438.2
"TN",2021,"M06",65179.8
"TN",2021,"M07",65921.4
"TN",2021,"M08",66663
"TN",2021,"M09",67404.6
"TN",2021,"M10",68146.2
"TN",2021,"M11",68887.8
"TN",2021,"M12",69629.4
"TN",2022,"M01",70234.625
"TN",2022,"M02",70839.85
"TN",2022,"M03",71445.075
"TN",2022,"M04",72050.3
"TN",2022,"M05",72655.525
"TN",2022,"M06",73260.75
"TN",2022,"M07",73865.975
"TN",2022,"M08",74471.2
"TN",2022,"M09",75076.425
"TN",2022,"M10",75681.65
"TN",2022,"M11",76286.875
"TN",2022,"M12",76892.1
"TX",2012,"M01",198293.908333333
"TX",2012,"M02",199141.916666667
"TX",2012,"M03",199989.925
"TX",2012,"M04",200837.933333333
"TX",2012,"M05",201685.941666667
"TX",2012,"M06",202533.95
"TX",2012,"M07",203381.958333333
"TX",2012,"M08",204229.966666667
"TX",2012,"M09",205077.975
"TX",2012,"M10",205925.983333333
"TX",2012,"M11",206773.991666667
"TX",2012,"M12",207622
"TX",2013,"M01",208266.3
"TX",2013,"M02",208910.6
"TX",2013,"M03",209554.9
"TX",2013,"M04",210199.2
"TX",2013,"M05",210843.5
"TX",2013,"M06",211487.8
"TX",2013,"M07",212132.1
"TX",2013,"M08",212776.4
"TX",2013,"M09",213420.7
"TX",2013,"M10",214065
"TX",2013,"M11",214709.3
"TX",2013,"M12",215353.6
"TX",2014,"M01",216287.033333333
"TX",2014,"M02",217220.466666667
"TX",2014,"M03",218153.9
"TX",2014,"M04",219087.333333333
"TX",2014,"M05",220020.766666667
"TX",2014,"M06",220954.2
"TX",2014,"M07",221887.633333333
"TX",2014,"M08",222821.066666667
"TX",2014,"M09",223754.5
"TX",2014,"M10",224687.933333333
"TX",2014,"M11",225621.366666667
"TX",2014,"M12",226554.8
"TX",2015,"M01",226467.766666667
"TX",2015,"M02",226380.733333333
"TX",2015,"M03",226293.7
"TX",2015,"M04",226206.666666667
"TX",2015,"M05",226119.633333333
"TX",2015,"M06",226032.6
"TX",2015,"M07",225945.566666667
"TX",2015,"M08",225858.533333333
"TX",2015,"M09",225771.5
"TX",2015,"M10",225684.466666667
"TX",2015,"M11",225597.433333333
"TX",2015,"M12",225510.4
"TX",2016,"M01",225830.866666667
"TX",2016,"M02",226151.333333333
"TX",2016,"M03",226471.8
"TX",2016,"M04",226792.266666667
"TX",2016,"M05",227112.733333333
"TX",2016,"M06",227433.2
"TX",2016,"M07",227753.666666667
"TX",2016,"M08",228074.133333333
"TX",2016,"M09",228394.6
"TX",2016,"M10",228715.066666667
"TX",2016,"M11",229035.533333333
"TX",2016,"M12",229356
"TX",2017,"M01",230250.783333333
"TX",2017,"M02",231145.566666667
"TX",2017,"M03",232040.35
"TX",2017,"M04",232935.133333333
"TX",2017,"M05",233829.916666667
"TX",2017,"M06",234724.7
"TX",2017,"M07",235619.483333333
"TX",2017,"M08",236514.266666667
"TX",2017,"M09",237409.05
"TX",2017,"M10",238303.833333333
"TX",2017,"M11",239198.616666667
"TX",2017,"M12",240093.4
"TX",2018,"M01",241087.191666667
"TX",2018,"M02",242080.983333333
"TX",2018,"M03",243074.775
"TX",2018,"M04",244068.566666667
"TX",2018,"M05",245062.358333333
"TX",2018,"M06",246056.15
"TX",2018,"M07",247049.941666667
"TX",2018,"M08",248043.733333333
"TX",2018,"M09",249037.525
"TX",2018,"M10",250031.316666667
"TX",2018,"M11",251025.108333333
"TX",2018,"M12",252018.9
"TX",2019,"M01",252579.433333333
"TX",2019,"M02",253139.966666667
"TX",2019,"M03",253700.5
"TX",2019,"M04",254261.033333333
"TX",2019,"M05",254821.566666667
"TX",2019,"M06",255382.1
"TX",2019,"M07",255942.633333333
"TX",2019,"M08",256503.166666667
"TX",2019,"M09",257063.7
"TX",2019,"M10",257624.233333333
"TX",2019,"M11",258184.766666667
"TX",2019,"M12",258745.3
"TX",2020,"M01",259689.558333333
"TX",2020,"M02",260633.816666667
"TX",2020,"M03",261578.075
"TX",2020,"M04",262522.333333333
"TX",2020,"M05",263466.591666667
"TX",2020,"M06",264410.85
"TX",2020,"M07",265355.108333333
"TX",2020,"M08",266299.366666667
"TX",2020,"M09",267243.625
"TX",2020,"M10",268187.883333333
"TX",2020,"M11",269132.141666667
"TX",2020,"M12",270076.4
"TX",2021,"M01",273322.908333333
"TX",2021,"M02",276569.416666667
"TX",2021,"M03",279815.925
"TX",2021,"M04",283062.433333333
"TX",2021,"M05",286308.941666667
"TX",2021,"M06",289555.45
"TX",2021,"M07",292801.958333333
"TX",2021,"M08",296048.466666667
"TX",2021,"M09",299294.975
"TX",2021,"M10",302541.483333333
"TX",2021,"M11",305787.991666667
"TX",2021,"M12",309034.5
"TX",2022,"M01",311993.966666667
"TX",2022,"M02",314953.433333333
"TX",2022,"M03",317912.9
"TX",2022,"M04",320872.366666667
"TX",2022,"M05",323831.833333333
"TX",2022,"M06",326791.3
"TX",2022,"M07",329750.766666667
"TX",2022,"M08",332710.233333333
"TX",2022,"M09",335669.7
"TX",2022,"M10",338629.166666667
"TX",2022,"M11",341588.633333333
"TX",2022,"M12",344548.1
"UT",2012,"M01",18433.2666666667
"UT",2012,"M02",18506.9333333333
"UT",2012,"M03",18580.6
"UT",2012,"M04",18654.2666666667
"UT",2012,"M05",18727.9333333333
"UT",2012,"M06",18801.6
"UT",2012,"M07",18875.2666666667
"UT",2012,"M08",18948.9333333333
"UT",2012,"M09",19022.6
"UT",2012,"M10",19096.2666666667
"UT",2012,"M11",19169.9333333333
"UT",2012,"M12",19243.6
"UT",2013,"M01",19291.4416666667
"UT",2013,"M02",19339.2833333333
"UT",2013,"M03",19387.125
"UT",2013,"M04",19434.9666666667
"UT",2013,"M05",19482.8083333333
"UT",2013,"M06",19530.65
"UT",2013,"M07",19578.4916666667
"UT",2013,"M08",19626.3333333333
"UT",2013,"M09",19674.175
"UT",2013,"M10",19722.0166666667
"UT",2013,"M11",19769.8583333333
"UT",2013,"M12",19817.7
"UT",2014,"M01",19903.4583333333
"UT",2014,"M02",19989.2166666667
"UT",2014,"M03",20074.975
"UT",2014,"M04",20160.7333333333
"UT",2014,"M05",20246.4916666667
"UT",2014,"M06",20332.25
"UT",2014,"M07",20418.0083333333
"UT",2014,"M08",20503.7666666667
"UT",2014,"M09",20589.525
"UT",2014,"M10",20675.2833333333
"UT",2014,"M11",20761.0416666667
"UT",2014,"M12",20846.8
"UT",2015,"M01",20857.1416666667
"UT",2015,"M02",20867.4833333333
"UT",2015,"M03",20877.825
"UT",2015,"M04",20888.1666666667
"UT",2015,"M05",20898.5083333333
"UT",2015,"M06",20908.85
"UT",2015,"M07",20919.1916666667
"UT",2015,"M08",20929.5333333333
"UT",2015,"M09",20939.875
"UT",2015,"M10",20950.2166666667
"UT",2015,"M11",20960.5583333333
"UT",2015,"M12",20970.9
"UT",2016,"M01",21032.9166666667
"UT",2016,"M02",21094.9333333333
"UT",2016,"M03",21156.95
"UT",2016,"M04",21218.9666666667
"UT",2016,"M05",21280.9833333333
"UT",2016,"M06",21343
"UT",2016,"M07",21405.0166666667
"UT",2016,"M08",21467.0333333333
"UT",2016,"M09",21529.05
"UT",2016,"M10",21591.0666666667
"UT",2016,"M11",21653.0833333333
"UT",2016,"M12",21715.1
"UT",2017,"M01",21812.4333333333
"UT",2017,"M02",21909.7666666667
"UT",2017,"M03",22007.1
"UT",2017,"M04",22104.4333333333
"UT",2017,"M05",22201.7666666667
"UT",2017,"M06",22299.1
"UT",2017,"M07",22396.4333333333
"UT",2017,"M08",22493.7666666667
"UT",2017,"M09",22591.1
"UT",2017,"M10",22688.4333333333
"UT",2017,"M11",22785.7666666667
"UT",2017,"M12",22883.1
"UT",2018,"M01",23030.4083333333
"UT",2018,"M02",23177.7166666667
"UT",2018,"M03",23325.025
