state,Pandemic_4,Pandemic_1,Pandemic_7,Pandemic_6,Pandemic_11,Pandemic_8,Year,Spare,M,Period
MS,271,185,4,4,0,0,2021,10,M,M10
MS,270,211,5,5,0,0,2021,11,M,M11
MS,2573,2226,18,18,0,0,2021,12,M,M12
MS,5733,4766,46,46,0,0,2022,1,M,M1
MS,567,465,8,8,0,0,2022,2,M,M2
MS,78,56,0,0,0,0,2022,3,M,M3
MS,120,94,2,0,0,0,2022,4,M,M4
MS,511,424,2,2,0,0,2022,5,M,M5
MS,1026,812,20,20,0,0,2022,6,M,M6
MS,1063,841,23,21,0,0,2022,7,M,M7
MS,814,653,12,12,0,0,2022,8,M,M8
MS,183,142,4,4,0,0,2022,9,M,M9
MS,120,93,3,3,0,0,2022,10,M,M10
MS,169,139,6,5,0,0,2022,11,M,M11
MS,395,299,11,10,0,0,2022,12,M,M12
MS,244,196,7,7,0,0,2023,1,M,M1
MS,90,67,1,1,0,0,2023,2,M,M2
MT,636,632,82,82,0,0,2020,3,M,M3
MT,258,250,44,44,0,0,2020,4,M,M4
MT,180,178,20,20,0,0,2020,5,M,M5
MT,1512,1510,86,86,0,0,2020,6,M,M6
MT,6348,6320,424,424,58,58,2020,7,M,M7
MT,6779,6725,434,434,0,0,2020,8,M,M8
MT,14693,14435,790,786,162,162,2020,9,M,M9
MT,39864,38492,2034,1962,532,490,2020,10,M,M10
MT,61467,56951,2529,2341,576,486,2020,11,M,M11
MT,34671,29406,1592,1364,298,236,2020,12,M,M12
MT,22520,17733,886,730,28,22,2021,1,M,M1
MT,10827,8146,492,426,56,42,2021,2,M,M2
MT,8929,6862,284,238,0,0,2021,3,M,M3
MT,7816,5912,470,406,0,0,2021,4,M,M4
MT,5941,4696,504,432,0,0,2021,5,M,M5
MT,3528,2815,390,344,0,0,2021,6,M,M6
MT,6731,5642,634,590,0,0,2021,7,M,M7
MT,25683,20844,1845,1673,74,70,2021,8,M,M8
MT,50160,36741,2769,2370,252,152,2021,9,M,M9
MT,51260,35678,2710,2263,374,264,2021,10,M,M10
MT,25516,18041,1406,1164,131,80,2021,11,M,M11
MT,15771,10952,709,605,26,20,2021,12,M,M12
MT,82160,54405,1163,1009,36,23,2022,1,M,M1
MT,12961,8436,230,200,0,0,2022,2,M,M2
MT,1359,943,53,49,0,0,2022,3,M,M3
MT,876,491,40,36,0,0,2022,4,M,M4
MT,2828,1649,102,90,0,0,2022,5,M,M5
MT,4251,2728,148,132,0,0,2022,6,M,M6
MT,5117,3520,241,219,0,0,2022,7,M,M7
MT,4037,2866,113,102,0,0,2022,8,M,M8
MT,1421,1015,38,36,0,0,2022,9,M,M9
MT,1052,810,49,44,0,0,2022,10,M,M10
MT,1260,889,57,55,0,0,2022,11,M,M11
MT,1456,1141,64,59,0,0,2022,12,M,M12
MT,870,694,43,41,0,0,2023,1,M,M1
MT,439,353,13,11,0,0,2023,2,M,M2
NA,93,82,14,14,0,0,2020,1,M,M1
NA,114,92,14,12,0,0,2020,2,M,M2
NA,58,58,10,10,0,0,2020,3,M,M3
NA,32,32,10,10,0,0,2020,4,M,M4
NA,56,56,4,4,0,0,2020,5,M,M5
NA,40,40,2,2,0,0,2020,6,M,M6
NA,63,61,2,2,0,0,2020,7,M,M7
NA,93,90,2,2,0,0,2020,8,M,M8
NA,56,55,1,1,0,0,2020,9,M,M9
NA,80,78,2,2,0,0,2020,10,M,M10
NA,46,46,0,0,0,0,2020,11,M,M11
NA,123,113,2,2,0,0,2020,12,M,M12
NA,35,34,4,4,0,0,2021,1,M,M1
NA,86,83,1,1,0,0,2021,2,M,M2
NA,109,100,1,1,0,0,2021,3,M,M3
NA,79,67,10,10,0,0,2021,4,M,M4
NA,156,135,12,8,0,0,2021,5,M,M5
NA,59,59,0,0,0,0,2021,6,M,M6
NA,99,77,0,0,0,0,2021,7,M,M7
NA,180,154,7,7,0,0,2021,8,M,M8
NA,131,89,0,0,0,0,2021,9,M,M9
NA,40,32,0,0,0,0,2021,10,M,M10
NA,57,42,0,0,0,0,2021,11,M,M11
NA,33,32,0,0,0,0,2022,1,M,M1
NA,92,75,0,0,0,0,2022,2,M,M2
NA,31,26,0,0,0,0,2022,3,M,M3
NA,108,96,2,2,0,0,2022,4,M,M4
NA,41,35,0,0,0,0,2022,5,M,M5
NA,51,44,2,2,0,0,2022,6,M,M6
NA,45,29,2,2,0,0,2022,7,M,M7
NA,44,35,0,0,0,0,2022,8,M,M8
NA,29,19,2,2,0,0,2022,9,M,M9
NA,34,28,1,1,0,0,2022,10,M,M10
NA,13,8,0,0,0,0,2022,11,M,M11
NA,23,19,1,1,0,0,2022,12,M,M12
NA,28,20,0,0,0,0,2023,1,M,M1
NA,50,25,1,1,0,0,2023,2,M,M2
NA,12,12,0,0,0,0,NA,NA,M,MNA
NC,114,99,13,9,0,0,2020,1,M,M1
NC,98,86,4,4,0,0,2020,2,M,M2
NC,6862,6836,1343,1343,38,38,2020,3,M,M3
NC,19919,19889,2584,2584,322,322,2020,4,M,M4
NC,42219,42125,3372,3372,167,167,2020,5,M,M5
NC,90783,89674,4426,4396,78,78,2020,6,M,M6
NC,120689,116346,6424,6350,334,332,2020,7,M,M7
NC,130057,123747,6870,6695,549,542,2020,8,M,M8
NC,121092,111611,6576,6333,295,280,2020,9,M,M9
NC,187738,167685,8677,8144,908,845,2020,10,M,M10
NC,301764,262884,11330,10196,1480,1258,2020,11,M,M11
NC,574671,480118,16976,14609,4292,3430,2020,12,M,M12
NC,397817,324073,10042,8541,1715,1368,2021,1,M,M1
NC,156414,123948,3970,3392,0,0,2021,2,M,M2
NC,102170,76458,2975,2555,0,0,2021,3,M,M3
NC,104388,79630,3271,2888,11,8,2021,4,M,M4
NC,54001,41059,2132,1925,25,23,2021,5,M,M5
NC,24073,17658,1195,1060,0,0,2021,6,M,M6
NC,103248,81480,3643,3263,0,0,2021,7,M,M7
NC,366564,304921,9434,8584,604,531,2021,8,M,M8
NC,336501,280855,7761,7073,302,278,2021,9,M,M9
NC,140482,113237,3662,3370,0,0,2021,10,M,M10
NC,118403,93885,3293,2979,0,0,2021,11,M,M11
NC,438295,360704,5855,5313,398,346,2021,12,M,M12
NC,1497458,1241558,9534,8494,2360,1938,2022,1,M,M1
NC,232797,184453,3151,2755,127,101,2022,2,M,M2
NC,32665,25825,618,567,0,0,2022,3,M,M3
NC,74404,59942,582,545,0,0,2022,4,M,M4
NC,219446,175181,1499,1350,0,0,2022,5,M,M5
NC,215372,169180,1682,1496,11,9,2022,6,M,M6
NC,269629,207985,2412,2157,0,0,2022,7,M,M7
NC,197181,153526,2071,1848,14,11,2022,8,M,M8
NC,74669,56259,870,802,0,0,2022,9,M,M9
NC,38227,28185,609,561,0,0,2022,10,M,M10
NC,33957,25375,539,505,0,0,2022,11,M,M11
NC,81239,56990,1078,1002,25,18,2022,12,M,M12
NC,69430,49191,861,807,0,0,2023,1,M,M1
NC,24862,17642,261,250,0,0,2023,2,M,M2
ND,444,444,66,66,0,0,2020,3,M,M3
ND,1991,1991,138,138,46,46,2020,4,M,M4
ND,3065,3055,178,178,72,72,2020,5,M,M5
ND,2143,2142,126,126,0,0,2020,6,M,M6
ND,6492,6490,324,324,0,0,2020,7,M,M7
ND,11832,11828,434,434,0,0,2020,8,M,M8
ND,21924,21886,874,874,304,304,2020,9,M,M9
ND,52218,51256,2005,1987,551,543,2020,10,M,M10
ND,66684,64252,2137,2081,807,765,2020,11,M,M11
ND,19064,16107,874,790,54,46,2020,12,M,M12
ND,9377,6794,327,283,0,0,2021,1,M,M1
ND,5028,3266,175,150,0,0,2021,2,M,M2
ND,7264,4554,212,180,0,0,2021,3,M,M3
ND,8478,5238,394,316,0,0,2021,4,M,M4
ND,4263,2845,270,220,0,0,2021,5,M,M5
ND,1265,906,102,92,0,0,2021,6,M,M6
ND,2442,1621,125,102,0,0,2021,7,M,M7
ND,14298,11376,800,693,0,0,2021,8,M,M8
ND,30336,19973,1261,1001,0,0,2021,9,M,M9
ND,31538,19640,1219,938,77,46,2021,10,M,M10
ND,28315,17005,1125,870,62,46,2021,11,M,M11
ND,23324,15334,799,705,0,0,2021,12,M,M12
ND,102524,57248,1217,1048,92,66,2022,1,M,M1
ND,22137,12897,424,390,0,0,2022,2,M,M2
ND,3040,2061,128,116,0,0,2022,3,M,M3
ND,2779,1676,108,102,0,0,2022,4,M,M4
ND,7651,4471,212,194,0,0,2022,5,M,M5
ND,10784,6783,304,270,0,0,2022,6,M,M6
ND,15075,9822,368,322,0,0,2022,7,M,M7
ND,12735,7959,405,380,0,0,2022,8,M,M8
ND,4462,2690,150,134,0,0,2022,9,M,M9
ND,3650,2316,100,90,0,0,2022,10,M,M10
ND,3961,2837,30,25,0,0,2022,11,M,M11
ND,3602,2693,26,23,0,0,2022,12,M,M12
ND,2782,2107,9,8,0,0,2023,1,M,M1
ND,1471,1123,2,2,0,0,2023,2,M,M2
NE,84,72,0,0,0,0,2020,1,M,M1
NE,27,24,0,0,0,0,2020,2,M,M2
NE,921,901,0,0,0,0,2020,3,M,M3
NE,10900,10840,0,0,0,0,2020,4,M,M4
NE,13440,13386,0,0,0,0,2020,5,M,M5
NE,8128,8084,0,0,0,0,2020,6,M,M6
NE,12678,12549,0,0,0,0,2020,7,M,M7
NE,14061,13588,0,0,0,0,2020,8,M,M8
NE,20845,19871,2,2,0,0,2020,9,M,M9
NE,46145,41184,0,0,0,0,2020,10,M,M10
NE,74620,62974,5,5,0,0,2020,11,M,M11
NE,49591,40612,0,0,0,0,2020,12,M,M12
NE,34871,27246,1,1,0,0,2021,1,M,M1
NE,24230,19018,0,0,0,0,2021,2,M,M2
NE,50318,40517,1,1,0,0,2021,3,M,M3
NE,32559,26066,0,0,0,0,2021,4,M,M4
NE,6454,5016,0,0,0,0,2021,5,M,M5
NE,5281,4481,2,2,0,0,2021,6,M,M6
NE,8095,5912,0,0,0,0,2021,7,M,M7
NE,38628,27100,5,5,0,0,2021,8,M,M8
NE,27605,18434,5,5,0,0,2021,9,M,M9
NE,26356,16459,0,0,0,0,2021,10,M,M10
NE,35309,24327,17,13,0,0,2021,11,M,M11
NE,29534,18343,29,25,0,0,2021,12,M,M12
NE,55397,36085,63,56,16,13,2022,1,M,M1
NE,24703,14831,13,9,0,0,2022,2,M,M2
NE,36326,23523,3,2,0,0,2022,3,M,M3
NE,15535,9401,0,0,0,0,2022,4,M,M4
NE,10938,6744,8,6,0,0,2022,5,M,M5
NE,18105,10380,15,14,0,0,2022,6,M,M6
NE,17277,10491,19,12,0,0,2022,7,M,M7
NE,7266,4456,24,19,0,0,2022,8,M,M8
NE,27967,19972,0,0,0,0,2022,9,M,M9
NE,62865,40942,0,0,0,0,2022,10,M,M10
NE,4886,2501,1,1,0,0,2022,11,M,M11
NE,4258,2345,1,0,0,0,2022,12,M,M12
NE,1905,1109,1,1,0,0,2023,1,M,M1
NE,873,433,2,2,0,0,2023,2,M,M2
NH,29,6,0,0,0,0,2020,1,M,M1
NH,1097,1091,158,158,0,0,2020,3,M,M3
NH,3588,3584,387,387,216,216,2020,4,M,M4
NH,4958,4956,447,447,338,338,2020,5,M,M5
NH,2272,2266,193,193,106,106,2020,6,M,M6
NH,1784,1758,105,103,0,0,2020,7,M,M7
NH,1350,1286,40,39,0,0,2020,8,M,M8
NH,2481,2249,80,74,0,0,2020,9,M,M9
NH,5898,4500,153,134,0,0,2020,10,M,M10
NH,24157,16560,505,384,192,156,2020,11,M,M11
NH,47893,31841,1263,875,584,376,2020,12,M,M12
NH,37602,24557,830,557,234,146,2021,1,M,M1
NH,18136,11951,348,228,0,0,2021,2,M,M2
NH,19274,11750,431,281,0,0,2021,3,M,M3
NH,20221,12560,468,304,0,0,2021,4,M,M4
NH,7475,4649,205,150,0,0,2021,5,M,M5
NH,1848,1176,86,66,0,0,2021,6,M,M6
NH,3253,1939,101,69,0,0,2021,7,M,M7
NH,15054,8787,408,259,0,0,2021,8,M,M8
NH,26061,16029,478,367,0,0,2021,9,M,M9
NH,31966,20522,683,524,46,38,2021,10,M,M10
NH,58357,39081,1162,920,126,86,2021,11,M,M11
NH,82141,55679,1453,1207,187,151,2021,12,M,M12
NH,154919,95979,1121,978,185,145,2022,1,M,M1
NH,22480,16556,337,292,24,20,2022,2,M,M2
NH,7434,5380,91,81,0,0,2022,3,M,M3
NH,17931,12765,201,176,0,0,2022,4,M,M4
NH,32043,21351,341,299,0,0,2022,5,M,M5
NH,14946,10426,199,168,0,0,2022,6,M,M6
NH,13460,9162,136,105,0,0,2022,7,M,M7
NH,10959,7616,116,100,0,0,2022,8,M,M8
NH,6371,4089,113,93,0,0,2022,9,M,M9
NH,6937,4147,127,104,0,0,2022,10,M,M10
NH,4249,2540,61,49,0,0,2022,11,M,M11
NH,6274,3939,60,52,0,0,2022,12,M,M12
NH,5266,3219,78,67,0,0,2023,1,M,M1
NH,2066,1307,45,40,0,0,2023,2,M,M2
NJ,745,663,696,655,89,76,2020,1,M,M1
NJ,194,170,103,101,0,0,2020,2,M,M2
NJ,76659,75461,29705,29496,6026,5783,2020,3,M,M3
NJ,126075,122047,49516,48890,16986,14596,2020,4,M,M4
NJ,59473,58677,12296,12198,1927,1725,2020,5,M,M5
NJ,87714,87157,6059,6005,173,148,2020,6,M,M6
NJ,23283,21661,3175,3123,0,0,2020,7,M,M7
NJ,22746,20893,2572,2502,0,0,2020,8,M,M8
NJ,34033,30613,3071,2896,0,0,2020,9,M,M9
NJ,86691,73754,7868,7356,47,43,2020,10,M,M10
NJ,262942,220688,22273,20586,1804,1693,2020,11,M,M11
NJ,319590,269941,25704,23430,3069,2824,2020,12,M,M12
NJ,329585,273844,21315,19313,2675,2362,2021,1,M,M1
NJ,180729,147394,11621,10388,647,603,2021,2,M,M2
NJ,255332,205242,15252,13859,763,703,2021,3,M,M3
NJ,172612,141669,11316,10473,323,312,2021,4,M,M4
NJ,42100,33034,3645,3424,0,0,2021,5,M,M5
NJ,16381,12276,1621,1515,0,0,2021,6,M,M6
NJ,49500,37697,3938,3699,0,0,2021,7,M,M7
NJ,124692,96689,10251,9514,132,132,2021,8,M,M8
NJ,125876,100733,9242,8631,228,212,2021,9,M,M9
NJ,92290,72968,7135,6746,129,125,2021,10,M,M10
NJ,137447,110282,9877,9234,72,68,2021,11,M,M11
NJ,821059,695970,41847,38475,1779,1670,2021,12,M,M12
NJ,971275,824482,33491,30323,2916,2773,2022,1,M,M1
NJ,79275,65222,5133,4837,79,75,2022,2,M,M2
NJ,54731,44493,2780,2582,0,0,2022,3,M,M3
NJ,132576,105621,4881,4491,60,60,2022,4,M,M4
NJ,272650,213628,10202,9393,155,151,2022,5,M,M5
NJ,177761,136287,8532,8032,75,75,2022,6,M,M6
NJ,204068,155644,10525,9780,28,28,2022,7,M,M7
NJ,134563,103635,7987,7464,50,49,2022,8,M,M8
NJ,64404,47257,4214,3924,57,55,2022,9,M,M9
NJ,57847,41192,4914,4583,33,31,2022,10,M,M10
NJ,55792,40398,4961,4649,78,76,2022,11,M,M11
NJ,83910,60007,6488,6105,85,78,2022,12,M,M12
NJ,68213,49029,5515,5187,36,35,2023,1,M,M1
NJ,21280,15348,1756,1656,0,0,2023,2,M,M2
NM,37,37,15,15,0,0,2020,1,M,M1
NM,28,28,8,8,0,0,2020,2,M,M2
NM,1263,1261,268,268,0,0,2020,3,M,M3
NM,6752,6716,1334,1318,336,312,2020,4,M,M4
NM,8864,8826,1456,1450,186,177,2020,5,M,M5
NM,10184,10172,1015,1011,0,0,2020,6,M,M6
NM,17482,17459,1469,1457,24,24,2020,7,M,M7
NM,8917,8909,726,724,0,0,2020,8,M,M8
NM,9603,9587,844,834,0,0,2020,9,M,M9
NM,42084,42044,3126,3102,225,219,2020,10,M,M10
NM,109549,109405,6955,6880,1137,1073,2020,11,M,M11
NM,85086,84905,5791,5726,819,772,2020,12,M,M12
NM,55609,55557,3731,3701,349,339,2021,1,M,M1
NM,20017,19987,1239,1221,0,0,2021,2,M,M2
NM,13219,13211,840,834,0,0,2021,3,M,M3
NM,13591,13579,1009,1005,0,0,2021,4,M,M4
NM,9858,9840,985,975,0,0,2021,5,M,M5
NM,5152,5140,602,596,0,0,2021,6,M,M6
NM,12698,12692,1093,1093,0,0,2021,7,M,M7
NM,45770,45727,2769,2751,69,69,2021,8,M,M8
NM,39813,39749,2369,2332,0,0,2021,9,M,M9
NM,47648,47581,3026,2986,115,111,2021,10,M,M10
NM,73912,73671,4398,4329,514,480,2021,11,M,M11
NM,76121,75857,3978,3930,461,427,2021,12,M,M12
NM,231074,230528,5448,5383,585,525,2022,1,M,M1
NM,53315,53217,2299,2275,11,10,2022,2,M,M2
NM,10632,10178,741,737,0,0,2022,3,M,M3
NM,9238,9194,436,432,0,0,2022,4,M,M4
NM,25179,25136,1054,1054,0,0,2022,5,M,M5
NM,47707,47497,1826,1822,44,39,2022,6,M,M6
NM,47064,46736,1858,1849,12,12,2022,7,M,M7
NM,26691,26452,1235,1228,0,0,2022,8,M,M8
NM,7115,7070,486,482,0,0,2022,9,M,M9
NM,36494,36451,564,564,0,0,2022,10,M,M10
NM,18810,18726,964,960,11,10,2022,11,M,M11
NM,12589,12501,742,738,0,0,2022,12,M,M12
NM,5587,5551,430,430,0,0,2023,1,M,M1
NM,2501,2473,167,167,0,0,2023,2,M,M2
NV,248,248,12,12,0,0,2020,1,M,M1
NV,116,114,27,27,0,0,2020,2,M,M2
NV,4941,4939,1674,1674,227,227,2020,3,M,M3
NV,7648,7642,1747,1745,502,502,2020,4,M,M4
NV,7514,7503,1066,1063,235,235,2020,5,M,M5
NV,28872,28872,2466,2466,407,407,2020,6,M,M6
NV,62041,62039,4991,4991,1321,1321,2020,7,M,M7
NV,32394,32389,2726,2724,754,754,2020,8,M,M8
NV,21806,21789,1563,1563,182,182,2020,9,M,M9
NV,42467,42446,2361,2361,400,400,2020,10,M,M10
NV,115577,115488,5495,5495,1914,1914,2020,11,M,M11
NV,140960,140858,6844,6838,2919,2917,2020,12,M,M12
NV,94921,94734,5096,5088,2012,2012,2021,1,M,M1
NV,25351,25327,1779,1779,478,478,2021,2,M,M2
NV,16486,16452,1277,1277,156,156,2021,3,M,M3
NV,18650,18614,1552,1552,137,137,2021,4,M,M4
NV,11270,11158,1165,1165,84,84,2021,5,M,M5
NV,17146,17065,1680,1678,289,289,2021,6,M,M6
NV,53400,53174,3920,3908,1131,1131,2021,7,M,M7
NV,67106,66537,3940,3920,1149,1149,2021,8,M,M8
NV,56069,55329,3263,3235,778,778,2021,9,M,M9
NV,38544,37948,2449,2423,377,377,2021,10,M,M10
NV,37320,36827,2407,2389,500,500,2021,11,M,M11
NV,103341,102303,2490,2462,875,873,2021,12,M,M12
NV,308489,300559,5004,4950,2414,2414,2022,1,M,M1
NV,31003,30175,1486,1471,324,324,2022,2,M,M2
NV,8341,8020,493,489,66,66,2022,3,M,M3
NV,13541,13415,401,399,33,33,2022,4,M,M4
NV,47206,46690,967,963,108,108,2022,5,M,M5
NV,63086,61848,1414,1398,149,149,2022,6,M,M6
NV,46688,45504,1512,1496,114,114,2022,7,M,M7
NV,17806,17373,571,571,30,30,2022,8,M,M8
NV,3502,3475,185,185,12,12,2022,9,M,M9
NV,4877,4875,231,231,25,25,2022,10,M,M10
NV,8465,8460,355,355,58,58,2022,11,M,M11
NV,7580,7570,363,363,75,75,2022,12,M,M12
NV,3946,3944,218,218,34,34,2023,1,M,M1
NV,1736,1736,98,98,0,0,2023,2,M,M2
NY,1051,1027,112,110,0,0,2020,1,M,M1
NY,2099,1959,1705,1587,141,106,2020,2,M,M2
NY,259565,256294,56660,56096,19272,17975,2020,3,M,M3
NY,445784,407230,72419,71116,33508,26319,2020,4,M,M4
NY,268897,165444,12863,12534,3471,2740,2020,5,M,M5
NY,136776,83759,5007,4906,323,314,2020,6,M,M6
NY,117869,85984,4075,4022,66,66,2020,7,M,M7
NY,88262,75862,3184,3144,72,70,2020,8,M,M8
NY,95724,93055,3320,3285,144,140,2020,9,M,M9
NY,149054,140175,5385,5342,179,170,2020,10,M,M10
NY,343145,311979,9385,9229,895,872,2020,11,M,M11
NY,610029,554816,21133,20852,2512,2408,2020,12,M,M12
NY,682529,609083,35074,34683,4633,4443,2021,1,M,M1
NY,401042,349294,25950,25664,2539,2449,2021,2,M,M2
NY,446261,384801,25398,25133,2095,2028,2021,3,M,M3
NY,289569,255771,16354,16161,712,666,2021,4,M,M4
NY,84762,76559,6209,6152,55,55,2021,5,M,M5
NY,25144,22066,2676,2647,0,0,2021,6,M,M6
NY,94495,80464,5059,4984,48,45,2021,7,M,M7
NY,262266,238176,12209,12071,302,290,2021,8,M,M8
NY,277724,254648,9305,9153,269,256,2021,9,M,M9
NY,241388,225684,6621,6534,219,205,2021,10,M,M10
NY,364561,343130,8608,8465,490,479,2021,11,M,M11
NY,2002692,1865917,37574,36912,2619,2572,2021,12,M,M12
NY,2146111,2039264,45406,44844,5303,4988,2022,1,M,M1
NY,190529,184384,4610,4561,117,117,2022,2,M,M2
NY,137617,128413,2140,2107,0,0,2022,3,M,M3
NY,324014,301879,4047,3999,87,87,2022,4,M,M4
NY,549008,504975,7441,7341,173,171,2022,5,M,M5
NY,335813,299986,7940,7870,112,109,2022,6,M,M6
NY,430568,379685,11418,11243,271,256,2022,7,M,M7
NY,284309,254339,7696,7595,52,48,2022,8,M,M8
NY,136978,124331,3664,3616,25,25,2022,9,M,M9
NY,136088,122233,4856,4791,170,164,2022,10,M,M10
NY,149083,130880,6065,5974,257,239,2022,11,M,M11
NY,201644,176701,7571,7456,418,390,2022,12,M,M12
NY,149150,132226,5630,5568,221,210,2023,1,M,M1
NY,48554,44231,1608,1586,0,0,2023,2,M,M2
OH,322,183,12,10,0,0,2020,1,M,M1
OH,408,134,34,18,0,0,2020,2,M,M2
OH,11605,9833,3512,3474,202,196,2020,3,M,M3
OH,32627,30448,5628,5570,1933,1725,2020,4,M,M4
OH,26135,24099,4671,4613,1154,1042,2020,5,M,M5
OH,39021,37119,3940,3914,373,363,2020,6,M,M6
OH,71659,68334,6509,6471,698,680,2020,7,M,M7
OH,55664,52162,4689,4659,511,495,2020,8,M,M8
OH,58425,54020,4186,4112,242,230,2020,9,M,M9
OH,137666,126641,9876,9554,1686,1532,2020,10,M,M10
OH,455073,418172,22885,21930,6979,5895,2020,11,M,M11
OH,500911,419659,22144,20663,8741,6738,2020,12,M,M12
OH,429527,332819,14082,13006,3630,2920,2021,1,M,M1
OH,130925,92251,5675,5227,497,395,2021,2,M,M2
OH,111010,76072,5063,4634,70,58,2021,3,M,M3
OH,108110,77128,6216,5742,100,82,2021,4,M,M4
OH,53477,38241,3968,3674,24,18,2021,5,M,M5
OH,15333,10937,1486,1390,0,0,2021,6,M,M6
OH,41692,29762,2911,2643,0,0,2021,7,M,M7
OH,213630,163089,10075,9241,794,700,2021,8,M,M8
OH,383982,286242,16099,14673,2239,1936,2021,9,M,M9
OH,252341,176534,12007,10935,1488,1304,2021,10,M,M10
OH,327182,225041,15316,13911,2943,2544,2021,11,M,M11
OH,737450,549525,22004,20475,5231,4516,2021,12,M,M12
OH,1028981,744549,21096,19782,4660,3825,2022,1,M,M1
OH,125561,87765,5385,5029,151,114,2022,2,M,M2
OH,29975,21230,1783,1707,0,0,2022,3,M,M3
OH,55410,37904,1737,1659,0,0,2022,4,M,M4
OH,156424,105484,3948,3723,0,0,2022,5,M,M5
OH,146254,100136,4068,3844,0,0,2022,6,M,M6
OH,222262,154301,5626,5317,85,72,2022,7,M,M7
OH,191471,131028,4632,4384,19,18,2022,8,M,M8
OH,69741,45729,1975,1880,14,8,2022,9,M,M9
OH,47942,30578,2063,1982,28,19,2022,10,M,M10
OH,51724,34232,2106,2014,15,10,2022,11,M,M11
OH,69362,46209,2994,2894,86,65,2022,12,M,M12
OH,40500,25820,1828,1760,0,0,2023,1,M,M1
OH,20966,12923,811,774,0,0,2023,2,M,M2
OK,11,11,2,2,0,0,2020,1,M,M1
OK,32,32,8,8,0,0,2020,2,M,M2
OK,1957,1957,559,559,25,25,2020,3,M,M3
OK,6176,6176,1126,1126,169,169,2020,4,M,M4
OK,5558,5557,481,481,22,22,2020,5,M,M5
OK,19819,19817,1503,1503,0,0,2020,6,M,M6
OK,46022,46012,3713,3707,163,162,2020,7,M,M7
OK,43342,43334,3324,3320,180,178,2020,8,M,M8
OK,60824,51466,3539,3366,238,226,2020,9,M,M9
OK,77076,62009,5237,4891,488,418,2020,10,M,M10
OK,165410,127281,8395,7580,1337,1041,2020,11,M,M11
OK,200985,150122,10287,8887,1950,1199,2020,12,M,M12
OK,169390,121024,8544,7215,1351,871,2021,1,M,M1
OK,55022,35416,3228,2766,236,98,2021,2,M,M2
OK,19660,14015,1732,1556,11,4,2021,3,M,M3
OK,14407,10758,1417,1304,0,0,2021,4,M,M4
OK,9431,7406,986,937,0,0,2021,5,M,M5
OK,11000,8005,1141,1024,0,0,2021,6,M,M6
OK,58139,42667,4003,3591,155,143,2021,7,M,M7
OK,144603,103553,7669,6734,771,653,2021,8,M,M8
OK,114655,78046,5340,4697,349,280,2021,9,M,M9
OK,54865,34066,2757,2404,144,91,2021,10,M,M10
OK,46333,29058,1727,1403,38,28,2021,11,M,M11
OK,20859,12858,1607,1253,26,22,2021,12,M,M12
OK,34706,21663,2398,1895,100,60,2022,1,M,M1
OK,5651,3948,743,612,0,0,2022,2,M,M2
OK,906,658,100,84,0,0,2022,3,M,M3
OK,1000,662,73,61,0,0,2022,4,M,M4
OK,2569,1569,134,101,0,0,2022,5,M,M5
OK,4438,2700,361,294,0,0,2022,6,M,M6
OK,4084,2723,542,447,0,0,2022,7,M,M7
OK,3484,2455,509,408,0,0,2022,8,M,M8
OK,1488,943,302,222,0,0,2022,9,M,M9
OK,821,537,201,157,0,0,2022,10,M,M10
OK,1076,709,242,189,0,0,2022,11,M,M11
OK,1954,1278,431,339,0,0,2022,12,M,M12
OK,6702,3687,498,407,0,0,2023,1,M,M1
OK,7263,3968,289,231,0,0,2023,2,M,M2
OR,73,71,32,32,0,0,2020,2,M,M2
OR,2825,2795,716,710,0,0,2020,3,M,M3
OR,3245,3177,610,600,58,58,2020,4,M,M4
OR,3378,3164,340,338,0,0,2020,5,M,M5
OR,12238,11578,819,811,22,22,2020,6,M,M6
OR,19682,18655,1205,1189,44,44,2020,7,M,M7
OR,15051,14331,985,969,0,0,2020,8,M,M8
OR,15083,14306,1031,1017,44,44,2020,9,M,M9
OR,26557,25115,1494,1474,45,45,2020,10,M,M10
OR,72962,70567,4066,4046,447,439,2020,11,M,M11
OR,72197,70161,3984,3967,472,466,2020,12,M,M12
OR,50233,48742,2627,2614,124,124,2021,1,M,M1
OR,21585,20825,1368,1362,0,0,2021,2,M,M2
OR,20385,19562,1317,1311,0,0,2021,3,M,M3
OR,41701,40321,2164,2146,0,0,2021,4,M,M4
OR,29198,28202,1759,1749,0,0,2021,5,M,M5
OR,12810,12294,1065,1061,0,0,2021,6,M,M6
OR,33219,32044,1955,1949,0,0,2021,7,M,M7
OR,123286,120317,5997,5969,578,566,2021,8,M,M8
OR,99274,96464,4651,4627,316,316,2021,9,M,M9
OR,70336,67395,3254,3229,25,16,2021,10,M,M10
OR,48827,46018,2484,2457,11,11,2021,11,M,M11
OR,93180,89714,2622,2602,71,71,2021,12,M,M12
OR,430931,419061,7142,7123,649,633,2022,1,M,M1
OR,79076,74872,3466,3449,78,78,2022,2,M,M2
OR,16385,15159,998,996,0,0,2022,3,M,M3
OR,44155,38142,978,970,0,0,2022,4,M,M4
OR,93191,81543,2211,2188,0,0,2022,5,M,M5
OR,89548,81659,2533,2517,0,0,2022,6,M,M6
OR,78328,70891,2794,2775,0,0,2022,7,M,M7
OR,39636,36694,1704,1686,0,0,2022,8,M,M8
