state,Pandemic_4,Pandemic_1,Pandemic_7,Pandemic_6,Pandemic_11,Pandemic_8,Year,Spare,M,Period
WV,95,84,0,0,0,0,2022,5,M,M5
WV,67,58,2,2,0,0,2022,6,M,M6
WV,50,28,0,0,0,0,2022,7,M,M7
WV,46,13,0,0,0,0,2022,8,M,M8
WV,12,11,0,0,0,0,2022,9,M,M9
WV,95,94,0,0,0,0,2022,11,M,M11
WV,13,5,0,0,0,0,2022,12,M,M12
WY,509,427,76,74,0,0,2020,3,M,M3
WY,624,471,54,54,0,0,2020,4,M,M4
WY,598,512,54,54,0,0,2020,5,M,M5
WY,1408,1224,66,64,0,0,2020,6,M,M6
WY,2523,2245,124,118,0,0,2020,7,M,M7
WY,2180,1887,97,93,0,0,2020,8,M,M8
WY,5160,4462,166,158,0,0,2020,9,M,M9
WY,17407,15045,504,472,132,128,2020,10,M,M10
WY,41141,35780,909,835,214,186,2020,11,M,M11
WY,19325,16153,627,533,114,84,2020,12,M,M12
WY,21624,17370,344,286,0,0,2021,1,M,M1
WY,4743,3749,124,108,0,0,2021,2,M,M2
WY,3927,3235,83,73,0,0,2021,3,M,M3
WY,3736,2970,117,111,0,0,2021,4,M,M4
WY,4260,3328,242,214,0,0,2021,5,M,M5
WY,3973,2977,179,163,0,0,2021,6,M,M6
WY,6647,4939,316,285,0,0,2021,7,M,M7
WY,23761,17786,505,435,50,34,2021,8,M,M8
WY,29528,21818,616,517,67,47,2021,9,M,M9
WY,25217,17958,682,562,114,80,2021,10,M,M10
WY,14774,10369,521,432,0,0,2021,11,M,M11
WY,10546,8257,280,235,0,0,2021,12,M,M12
WY,55555,43094,288,226,0,0,2022,1,M,M1
WY,13604,10662,182,149,0,0,2022,2,M,M2
WY,1835,1569,42,34,0,0,2022,3,M,M3
WY,1357,1069,24,20,0,0,2022,4,M,M4
WY,4391,3307,62,56,0,0,2022,5,M,M5
WY,10387,7535,76,62,0,0,2022,6,M,M6
WY,12137,8672,77,65,0,0,2022,7,M,M7
WY,6996,4950,48,42,0,0,2022,8,M,M8
WY,2033,1452,48,46,0,0,2022,9,M,M9
WY,1839,1225,63,58,0,0,2022,10,M,M10
WY,2523,1775,89,80,0,0,2022,11,M,M11
WY,1772,1280,83,77,0,0,2022,12,M,M12
WY,941,675,43,40,0,0,2023,1,M,M1
WY,650,430,21,20,0,0,2023,2,M,M2
