"State","Year","Period","Pandemic_4","Pandemic_1","Pandemic_7","Pandemic_6","Pandemic_11","Pandemic_8"
"ND","2021","M11",28315,17005,1125,870,62,46
"ND","2021","M12",23324,15334,799,705,0,0
"ND","2022","M01",102524,57248,1217,1048,92,66
"ND","2022","M02",22137,12897,424,390,0,0
"ND","2022","M03",3040,2061,128,116,0,0
"ND","2022","M04",2779,1676,108,102,0,0
"ND","2022","M05",7651,4471,212,194,0,0
"ND","2022","M06",10784,6783,304,270,0,0
"ND","2022","M07",15075,9822,368,322,0,0
"ND","2022","M08",12735,7959,405,380,0,0
"ND","2022","M09",4462,2690,150,134,0,0
"ND","2022","M10",3650,2316,100,90,0,0
"ND","2022","M11",3961,2837,30,25,0,0
"ND","2022","M12",3602,2693,26,23,0,0
"ND","2023","M01",2782,2107,9,8,0,0
"ND","2023","M02",1471,1123,2,2,0,0
"NE","2020","M01",84,72,0,0,0,0
"NE","2020","M02",27,24,0,0,0,0
"NE","2020","M03",921,901,0,0,0,0
"NE","2020","M04",10900,10840,0,0,0,0
"NE","2020","M05",13440,13386,0,0,0,0
"NE","2020","M06",8128,8084,0,0,0,0
"NE","2020","M07",12678,12549,0,0,0,0
"NE","2020","M08",14061,13588,0,0,0,0
"NE","2020","M09",20845,19871,2,2,0,0
"NE","2020","M10",46145,41184,0,0,0,0
"NE","2020","M11",74620,62974,5,5,0,0
"NE","2020","M12",49591,40612,0,0,0,0
"NE","2021","M01",34871,27246,1,1,0,0
"NE","2021","M02",24230,19018,0,0,0,0
"NE","2021","M03",50318,40517,1,1,0,0
"NE","2021","M04",32559,26066,0,0,0,0
"NE","2021","M05",6454,5016,0,0,0,0
"NE","2021","M06",5281,4481,2,2,0,0
"NE","2021","M07",8095,5912,0,0,0,0
"NE","2021","M08",38628,27100,5,5,0,0
"NE","2021","M09",27605,18434,5,5,0,0
"NE","2021","M10",26356,16459,0,0,0,0
"NE","2021","M11",35309,24327,17,13,0,0
"NE","2021","M12",29534,18343,29,25,0,0
"NE","2022","M01",55397,36085,63,56,16,13
"NE","2022","M02",24703,14831,13,9,0,0
"NE","2022","M03",36326,23523,3,2,0,0
"NE","2022","M04",15535,9401,0,0,0,0
"NE","2022","M05",10938,6744,8,6,0,0
"NE","2022","M06",18105,10380,15,14,0,0
"NE","2022","M07",17277,10491,19,12,0,0
"NE","2022","M08",7266,4456,24,19,0,0
"NE","2022","M09",27967,19972,0,0,0,0
"NE","2022","M10",62865,40942,0,0,0,0
"NE","2022","M11",4886,2501,1,1,0,0
"NE","2022","M12",4258,2345,1,0,0,0
"NE","2023","M01",1905,1109,1,1,0,0
"NE","2023","M02",873,433,2,2,0,0
"NH","2020","M01",29,6,0,0,0,0
"NH","2020","M02",0,0,0,0,0,0
"NH","2020","M03",1097,1091,158,158,0,0
"NH","2020","M04",3588,3584,387,387,216,216
"NH","2020","M05",4958,4956,447,447,338,338
"NH","2020","M06",2272,2266,193,193,106,106
"NH","2020","M07",1784,1758,105,103,0,0
"NH","2020","M08",1350,1286,40,39,0,0
"NH","2020","M09",2481,2249,80,74,0,0
"NH","2020","M10",5898,4500,153,134,0,0
"NH","2020","M11",24157,16560,505,384,192,156
"NH","2020","M12",47893,31841,1263,875,584,376
"NH","2021","M01",37602,24557,830,557,234,146
"NH","2021","M02",18136,11951,348,228,0,0
"NH","2021","M03",19274,11750,431,281,0,0
"NH","2021","M04",20221,12560,468,304,0,0
"NH","2021","M05",7475,4649,205,150,0,0
"NH","2021","M06",1848,1176,86,66,0,0
"NH","2021","M07",3253,1939,101,69,0,0
"NH","2021","M08",15054,8787,408,259,0,0
"NH","2021","M09",26061,16029,478,367,0,0
"NH","2021","M10",31966,20522,683,524,46,38
"NH","2021","M11",58357,39081,1162,920,126,86
"NH","2021","M12",82141,55679,1453,1207,187,151
"NH","2022","M01",154919,95979,1121,978,185,145
"NH","2022","M02",22480,16556,337,292,24,20
"NH","2022","M03",7434,5380,91,81,0,0
"NH","2022","M04",17931,12765,201,176,0,0
"NH","2022","M05",32043,21351,341,299,0,0
"NH","2022","M06",14946,10426,199,168,0,0
"NH","2022","M07",13460,9162,136,105,0,0
"NH","2022","M08",10959,7616,116,100,0,0
"NH","2022","M09",6371,4089,113,93,0,0
"NH","2022","M10",6937,4147,127,104,0,0
"NH","2022","M11",4249,2540,61,49,0,0
"NH","2022","M12",6274,3939,60,52,0,0
"NH","2023","M01",5266,3219,78,67,0,0
"NH","2023","M02",2066,1307,45,40,0,0
"NJ","2020","M01",745,663,696,655,89,76
"NJ","2020","M02",194,170,103,101,0,0
"NJ","2020","M03",76659,75461,29705,29496,6026,5783
"NJ","2020","M04",126075,122047,49516,48890,16986,14596
"NJ","2020","M05",59473,58677,12296,12198,1927,1725
"NJ","2020","M06",87714,87157,6059,6005,173,148
"NJ","2020","M07",23283,21661,3175,3123,0,0
"NJ","2020","M08",22746,20893,2572,2502,0,0
"NJ","2020","M09",34033,30613,3071,2896,0,0
"NJ","2020","M10",86691,73754,7868,7356,47,43
"NJ","2020","M11",262942,220688,22273,20586,1804,1693
"NJ","2020","M12",319590,269941,25704,23430,3069,2824
"NJ","2021","M01",329585,273844,21315,19313,2675,2362
"NJ","2021","M02",180729,147394,11621,10388,647,603
"NJ","2021","M03",255332,205242,15252,13859,763,703
"NJ","2021","M04",172612,141669,11316,10473,323,312
"NJ","2021","M05",42100,33034,3645,3424,0,0
"NJ","2021","M06",16381,12276,1621,1515,0,0
"NJ","2021","M07",49500,37697,3938,3699,0,0
"NJ","2021","M08",124692,96689,10251,9514,132,132
"NJ","2021","M09",125876,100733,9242,8631,228,212
"NJ","2021","M10",92290,72968,7135,6746,129,125
"NJ","2021","M11",137447,110282,9877,9234,72,68
"NJ","2021","M12",821059,695970,41847,38475,1779,1670
"NJ","2022","M01",971275,824482,33491,30323,2916,2773
"NJ","2022","M02",79275,65222,5133,4837,79,75
"NJ","2022","M03",54731,44493,2780,2582,0,0
"NJ","2022","M04",132576,105621,4881,4491,60,60
"NJ","2022","M05",272650,213628,10202,9393,155,151
"NJ","2022","M06",177761,136287,8532,8032,75,75
"NJ","2022","M07",204068,155644,10525,9780,28,28
"NJ","2022","M08",134563,103635,7987,7464,50,49
"NJ","2022","M09",64404,47257,4214,3924,57,55
"NJ","2022","M10",57847,41192,4914,4583,33,31
"NJ","2022","M11",55792,40398,4961,4649,78,76
"NJ","2022","M12",83910,60007,6488,6105,85,78
"NJ","2023","M01",68213,49029,5515,5187,36,35
"NJ","2023","M02",21280,15348,1756,1656,0,0
"NM","2020","M01",37,37,15,15,0,0
"NM","2020","M02",28,28,8,8,0,0
"NM","2020","M03",1263,1261,268,268,0,0
"NM","2020","M04",6752,6716,1334,1318,336,312
"NM","2020","M05",8864,8826,1456,1450,186,177
"NM","2020","M06",10184,10172,1015,1011,0,0
"NM","2020","M07",17482,17459,1469,1457,24,24
"NM","2020","M08",8917,8909,726,724,0,0
"NM","2020","M09",9603,9587,844,834,0,0
"NM","2020","M10",42084,42044,3126,3102,225,219
"NM","2020","M11",109549,109405,6955,6880,1137,1073
"NM","2020","M12",85086,84905,5791,5726,819,772
"NM","2021","M01",55609,55557,3731,3701,349,339
"NM","2021","M02",20017,19987,1239,1221,0,0
"NM","2021","M03",13219,13211,840,834,0,0
"NM","2021","M04",13591,13579,1009,1005,0,0
"NM","2021","M05",9858,9840,985,975,0,0
"NM","2021","M06",5152,5140,602,596,0,0
"NM","2021","M07",12698,12692,1093,1093,0,0
"NM","2021","M08",45770,45727,2769,2751,69,69
"NM","2021","M09",39813,39749,2369,2332,0,0
"NM","2021","M10",47648,47581,3026,2986,115,111
"NM","2021","M11",73912,73671,4398,4329,514,480
"NM","2021","M12",76121,75857,3978,3930,461,427
"NM","2022","M01",231074,230528,5448,5383,585,525
"NM","2022","M02",53315,53217,2299,2275,11,10
"NM","2022","M03",10632,10178,741,737,0,0
"NM","2022","M04",9238,9194,436,432,0,0
"NM","2022","M05",25179,25136,1054,1054,0,0
"NM","2022","M06",47707,47497,1826,1822,44,39
"NM","2022","M07",47064,46736,1858,1849,12,12
"NM","2022","M08",26691,26452,1235,1228,0,0
"NM","2022","M09",7115,7070,486,482,0,0
"NM","2022","M10",36494,36451,564,564,0,0
"NM","2022","M11",18810,18726,964,960,11,10
"NM","2022","M12",12589,12501,742,738,0,0
"NM","2023","M01",5587,5551,430,430,0,0
"NM","2023","M02",2501,2473,167,167,0,0
"NV","2020","M01",248,248,12,12,0,0
"NV","2020","M02",116,114,27,27,0,0
"NV","2020","M03",4941,4939,1674,1674,227,227
"NV","2020","M04",7648,7642,1747,1745,502,502
"NV","2020","M05",7514,7503,1066,1063,235,235
"NV","2020","M06",28872,28872,2466,2466,407,407
"NV","2020","M07",62041,62039,4991,4991,1321,1321
"NV","2020","M08",32394,32389,2726,2724,754,754
"NV","2020","M09",21806,21789,1563,1563,182,182
"NV","2020","M10",42467,42446,2361,2361,400,400
"NV","2020","M11",115577,115488,5495,5495,1914,1914
"NV","2020","M12",140960,140858,6844,6838,2919,2917
"NV","2021","M01",94921,94734,5096,5088,2012,2012
"NV","2021","M02",25351,25327,1779,1779,478,478
"NV","2021","M03",16486,16452,1277,1277,156,156
"NV","2021","M04",18650,18614,1552,1552,137,137
"NV","2021","M05",11270,11158,1165,1165,84,84
"NV","2021","M06",17146,17065,1680,1678,289,289
"NV","2021","M07",53400,53174,3920,3908,1131,1131
"NV","2021","M08",67106,66537,3940,3920,1149,1149
"NV","2021","M09",56069,55329,3263,3235,778,778
"NV","2021","M10",38544,37948,2449,2423,377,377
"NV","2021","M11",37320,36827,2407,2389,500,500
"NV","2021","M12",103341,102303,2490,2462,875,873
"NV","2022","M01",308489,300559,5004,4950,2414,2414
"NV","2022","M02",31003,30175,1486,1471,324,324
"NV","2022","M03",8341,8020,493,489,66,66
"NV","2022","M04",13541,13415,401,399,33,33
"NV","2022","M05",47206,46690,967,963,108,108
"NV","2022","M06",63086,61848,1414,1398,149,149
"NV","2022","M07",46688,45504,1512,1496,114,114
"NV","2022","M08",17806,17373,571,571,30,30
"NV","2022","M09",3502,3475,185,185,12,12
"NV","2022","M10",4877,4875,231,231,25,25
"NV","2022","M11",8465,8460,355,355,58,58
"NV","2022","M12",7580,7570,363,363,75,75
"NV","2023","M01",3946,3944,218,218,34,34
"NV","2023","M02",1736,1736,98,98,0,0
"NY","2020","M01",1051,1027,112,110,0,0
"NY","2020","M02",2099,1959,1705,1587,141,106
"NY","2020","M03",259565,256294,56660,56096,19272,17975
"NY","2020","M04",445784,407230,72419,71116,33508,26319
"NY","2020","M05",268897,165444,12863,12534,3471,2740
"NY","2020","M06",136776,83759,5007,4906,323,314
"NY","2020","M07",117869,85984,4075,4022,66,66
"NY","2020","M08",88262,75862,3184,3144,72,70
"NY","2020","M09",95724,93055,3320,3285,144,140
"NY","2020","M10",149054,140175,5385,5342,179,170
"NY","2020","M11",343145,311979,9385,9229,895,872
"NY","2020","M12",610029,554816,21133,20852,2512,2408
"NY","2021","M01",682529,609083,35074,34683,4633,4443
"NY","2021","M02",401042,349294,25950,25664,2539,2449
"NY","2021","M03",446261,384801,25398,25133,2095,2028
"NY","2021","M04",289569,255771,16354,16161,712,666
"NY","2021","M05",84762,76559,6209,6152,55,55
"NY","2021","M06",25144,22066,2676,2647,0,0
"NY","2021","M07",94495,80464,5059,4984,48,45
"NY","2021","M08",262266,238176,12209,12071,302,290
"NY","2021","M09",277724,254648,9305,9153,269,256
"NY","2021","M10",241388,225684,6621,6534,219,205
"NY","2021","M11",364561,343130,8608,8465,490,479
"NY","2021","M12",2002692,1865917,37574,36912,2619,2572
"NY","2022","M01",2146111,2039264,45406,44844,5303,4988
"NY","2022","M02",190529,184384,4610,4561,117,117
"NY","2022","M03",137617,128413,2140,2107,0,0
"NY","2022","M04",324014,301879,4047,3999,87,87
"NY","2022","M05",549008,504975,7441,7341,173,171
"NY","2022","M06",335813,299986,7940,7870,112,109
"NY","2022","M07",430568,379685,11418,11243,271,256
"NY","2022","M08",284309,254339,7696,7595,52,48
"NY","2022","M09",136978,124331,3664,3616,25,25
"NY","2022","M10",136088,122233,4856,4791,170,164
"NY","2022","M11",149083,130880,6065,5974,257,239
"NY","2022","M12",201644,176701,7571,7456,418,390
"NY","2023","M01",149150,132226,5630,5568,221,210
"NY","2023","M02",48554,44231,1608,1586,0,0
"OH","2020","M01",322,183,12,10,0,0
"OH","2020","M02",408,134,34,18,0,0
"OH","2020","M03",11605,9833,3512,3474,202,196
"OH","2020","M04",32627,30448,5628,5570,1933,1725
"OH","2020","M05",26135,24099,4671,4613,1154,1042
"OH","2020","M06",39021,37119,3940,3914,373,363
"OH","2020","M07",71659,68334,6509,6471,698,680
"OH","2020","M08",55664,52162,4689,4659,511,495
"OH","2020","M09",58425,54020,4186,4112,242,230
"OH","2020","M10",137666,126641,9876,9554,1686,1532
"OH","2020","M11",455073,418172,22885,21930,6979,5895
"OH","2020","M12",500911,419659,22144,20663,8741,6738
"OH","2021","M01",429527,332819,14082,13006,3630,2920
"OH","2021","M02",130925,92251,5675,5227,497,395
"OH","2021","M03",111010,76072,5063,4634,70,58
"OH","2021","M04",108110,77128,6216,5742,100,82
"OH","2021","M05",53477,38241,3968,3674,24,18
"OH","2021","M06",15333,10937,1486,1390,0,0
"OH","2021","M07",41692,29762,2911,2643,0,0
"OH","2021","M08",213630,163089,10075,9241,794,700
"OH","2021","M09",383982,286242,16099,14673,2239,1936
"OH","2021","M10",252341,176534,12007,10935,1488,1304
"OH","2021","M11",327182,225041,15316,13911,2943,2544
"OH","2021","M12",737450,549525,22004,20475,5231,4516
"OH","2022","M01",1028981,744549,21096,19782,4660,3825
"OH","2022","M02",125561,87765,5385,5029,151,114
"OH","2022","M03",29975,21230,1783,1707,0,0
"OH","2022","M04",55410,37904,1737,1659,0,0
"OH","2022","M05",156424,105484,3948,3723,0,0
"OH","2022","M06",146254,100136,4068,3844,0,0
"OH","2022","M07",222262,154301,5626,5317,85,72
"OH","2022","M08",191471,131028,4632,4384,19,18
"OH","2022","M09",69741,45729,1975,1880,14,8
"OH","2022","M10",47942,30578,2063,1982,28,19
"OH","2022","M11",51724,34232,2106,2014,15,10
"OH","2022","M12",69362,46209,2994,2894,86,65
"OH","2023","M01",40500,25820,1828,1760,0,0
"OH","2023","M02",20966,12923,811,774,0,0
"OK","2020","M01",11,11,2,2,0,0
"OK","2020","M02",32,32,8,8,0,0
"OK","2020","M03",1957,1957,559,559,25,25
"OK","2020","M04",6176,6176,1126,1126,169,169
"OK","2020","M05",5558,5557,481,481,22,22
"OK","2020","M06",19819,19817,1503,1503,0,0
"OK","2020","M07",46022,46012,3713,3707,163,162
"OK","2020","M08",43342,43334,3324,3320,180,178
"OK","2020","M09",60824,51466,3539,3366,238,226
"OK","2020","M10",77076,62009,5237,4891,488,418
"OK","2020","M11",165410,127281,8395,7580,1337,1041
"OK","2020","M12",200985,150122,10287,8887,1950,1199
"OK","2021","M01",169390,121024,8544,7215,1351,871
"OK","2021","M02",55022,35416,3228,2766,236,98
"OK","2021","M03",19660,14015,1732,1556,11,4
"OK","2021","M04",14407,10758,1417,1304,0,0
"OK","2021","M05",9431,7406,986,937,0,0
"OK","2021","M06",11000,8005,1141,1024,0,0
"OK","2021","M07",58139,42667,4003,3591,155,143
"OK","2021","M08",144603,103553,7669,6734,771,653
"OK","2021","M09",114655,78046,5340,4697,349,280
"OK","2021","M10",54865,34066,2757,2404,144,91
"OK","2021","M11",46333,29058,1727,1403,38,28
"OK","2021","M12",20859,12858,1607,1253,26,22
"OK","2022","M01",34706,21663,2398,1895,100,60
"OK","2022","M02",5651,3948,743,612,0,0
"OK","2022","M03",906,658,100,84,0,0
"OK","2022","M04",1000,662,73,61,0,0
"OK","2022","M05",2569,1569,134,101,0,0
"OK","2022","M06",4438,2700,361,294,0,0
"OK","2022","M07",4084,2723,542,447,0,0
"OK","2022","M08",3484,2455,509,408,0,0
"OK","2022","M09",1488,943,302,222,0,0
"OK","2022","M10",821,537,201,157,0,0
"OK","2022","M11",1076,709,242,189,0,0
"OK","2022","M12",1954,1278,431,339,0,0
"OK","2023","M01",6702,3687,498,407,0,0
"OK","2023","M02",7263,3968,289,231,0,0
"OR","2020","M01",0,0,0,0,0,0
"OR","2020","M02",73,71,32,32,0,0
"OR","2020","M03",2825,2795,716,710,0,0
"OR","2020","M04",3245,3177,610,600,58,58
"OR","2020","M05",3378,3164,340,338,0,0
"OR","2020","M06",12238,11578,819,811,22,22
"OR","2020","M07",19682,18655,1205,1189,44,44
"OR","2020","M08",15051,14331,985,969,0,0
"OR","2020","M09",15083,14306,1031,1017,44,44
"OR","2020","M10",26557,25115,1494,1474,45,45
"OR","2020","M11",72962,70567,4066,4046,447,439
"OR","2020","M12",72197,70161,3984,3967,472,466
"OR","2021","M01",50233,48742,2627,2614,124,124
"OR","2021","M02",21585,20825,1368,1362,0,0
"OR","2021","M03",20385,19562,1317,1311,0,0
"OR","2021","M04",41701,40321,2164,2146,0,0
"OR","2021","M05",29198,28202,1759,1749,0,0
"OR","2021","M06",12810,12294,1065,1061,0,0
"OR","2021","M07",33219,32044,1955,1949,0,0
"OR","2021","M08",123286,120317,5997,5969,578,566
"OR","2021","M09",99274,96464,4651,4627,316,316
"OR","2021","M10",70336,67395,3254,3229,25,16
"OR","2021","M11",48827,46018,2484,2457,11,11
"OR","2021","M12",93180,89714,2622,2602,71,71
"OR","2022","M01",430931,419061,7142,7123,649,633
"OR","2022","M02",79076,74872,3466,3449,78,78
"OR","2022","M03",16385,15159,998,996,0,0
"OR","2022","M04",44155,38142,978,970,0,0
"OR","2022","M05",93191,81543,2211,2188,0,0
"OR","2022","M06",89548,81659,2533,2517,0,0
"OR","2022","M07",78328,70891,2794,2775,0,0
"OR","2022","M08",39636,36694,1704,1686,0,0
"OR","2022","M09",17430,15774,780,776,0,0
"OR","2022","M10",13370,12174,787,782,0,0
"OR","2022","M11",16060,14584,925,920,0,0
"OR","2022","M12",14160,13164,1011,1006,0,0
"OR","2023","M01",10160,9433,662,657,0,0
"OR","2023","M02",5606,5325,285,285,0,0
"PA","2020","M01",0,0,0,0,0,0
"PA","2020","M02",134,110,20,20,0,0
"PA","2020","M03",28638,27826,4646,4630,446,442
"PA","2020","M04",81714,80288,14044,13978,7441,7333
"PA","2020","M05",46372,45690,6476,6468,2220,2216
"PA","2020","M06",33668,32946,3302,3292,216,216
"PA","2020","M07",52074,50592,3994,3980,224,224
"PA","2020","M08",42788,41250,3116,3086,188,188
"PA","2020","M09",53164,50348,2650,2620,188,188
"PA","2020","M10",108939,99821,5956,5830,716,654
"PA","2020","M11",370166,336272,16222,15502,6471,5908
"PA","2020","M12",554742,470232,17741,16646,9300,8028
"PA","2021","M01",360678,287113,11110,10412,3362,2969
"PA","2021","M02",161939,127088,5928,5574,438,423
"PA","2021","M03",205519,160625,6587,6163,364,354
"PA","2021","M04",242067,189601,8214,7713,546,527
"PA","2021","M05",86937,66038,3787,3543,114,111
"PA","2021","M06",16677,12903,1160,1118,0,0
"PA","2021","M07",35228,27615,1757,1666,0,0
"PA","2021","M08",159027,125754,5089,4699,213,189
"PA","2021","M09",280026,225717,6953,6519,826,730
"PA","2021","M10",262509,210943,7936,7383,1168,1062
"PA","2021","M11",354302,282308,9154,8455,2088,1888
"PA","2021","M12",730634,606136,13514,12830,3805,3564
"PA","2022","M01",1115202,925817,16089,15501,4313,3967
"PA","2022","M02",146591,117605,4537,4356,145,129
"PA","2022","M03",42010,32627,1611,1538,0,0
"PA","2022","M04",84356,66519,1888,1801,0,0
"PA","2022","M05",228822,178123,4648,4441,111,105
"PA","2022","M06",146742,114679,3577,3437,47,41
"PA","2022","M07",180148,141101,3978,3837,34,32
"PA","2022","M08",152316,116802,2919,2753,48,41
"PA","2022","M09",70589,53420,1698,1600,19,19
"PA","2022","M10",55166,41252,1669,1590,60,48
"PA","2022","M11",48504,36869,1456,1373,41,35
"PA","2022","M12",62529,49042,1887,1808,90,78
"PA","2023","M01",52504,40656,1554,1493,66,59
"PA","2023","M02",24876,18505,480,449,0,0
"PR","2020","M01",30,24,4,4,0,0
"PR","2020","M02",0,0,0,0,0,0
"PR","2020","M03",946,902,278,252,52,36
"PR","2020","M04",711,613,155,85,98,28
"PR","2020","M05",261,196,65,20,45,2
"PR","2020","M06",611,570,101,84,23,8
"PR","2020","M07",2898,2734,606,556,222,186
"PR","2020","M08",4331,4047,662,608,408,336
"PR","2020","M09",7260,5711,530,502,426,394
"PR","2020","M10",7464,6687,478,442,343,297
"PR","2020","M11",12520,11461,893,855,674,612
"PR","2020","M12",10584,10080,890,816,797,707
"PR","2021","M01",4885,4494,545,488,395,357
"PR","2021","M02",3888,3632,292,252,132,110
"PR","2021","M03",2507,2084,381,331,128,114
"PR","2021","M04",5531,4189,893,790,470,426
"PR","2021","M05",4196,3524,265,240,122,112
"PR","2021","M06",2037,1601,61,47,0,0
"PR","2021","M07",4150,3148,217,186,124,100
"PR","2021","M08",10236,7663,861,741,690,555
"PR","2021","M09",4831,3697,324,272,257,213
"PR","2021","M10",2312,1682,64,54,24,18
"PR","2021","M11",1326,952,42,36,0,0
"PR","2021","M12",26391,16809,251,209,179,145
"PR","2022","M01",36082,22364,1158,904,1174,880
"PR","2022","M02",2776,1639,137,102,117,70
"PR","2022","M03",1459,742,47,43,25,23
"PR","2022","M04",10321,4582,114,104,82,64
"PR","2022","M05",25015,8886,337,278,300,214
"PR","2022","M06",20641,6871,356,284,270,190
"PR","2022","M07",15933,5869,309,205,279,158
"PR","2022","M08",14589,5020,271,193,221,135
"PR","2022","M09",4197,1323,132,79,105,55
"PR","2022","M10",3628,1238,97,58,59,30
"PR","2022","M11",4714,1442,140,76,122,63
"PR","2022","M12",5956,1720,133,70,120,58
"PR","2023","M01",5387,1726,118,60,89,32
"PR","2023","M02",2282,622,29,12,0,0
"RI","2020","M01",0,0,0,0,0,0
"RI","2020","M02",0,0,0,0,0,0
"RI","2020","M10",5924,5912,0,0,0,0
"RI","2020","M11",29538,27951,0,0,0,0
"RI","2020","M12",41228,39078,0,0,438,438
"RI","2021","M01",25598,24548,0,0,472,460
"RI","2021","M02",9422,6710,0,0,174,152
"RI","2021","M03",23551,20431,0,0,24,24
"RI","2021","M04",52318,49444,0,0,0,0
"RI","2021","M05",25630,24744,0,0,0,0
"RI","2021","M06",40652,40644,0,0,0,0
"RI","2021","M07",36450,4722,0,0,0,0
"RI","2021","M08",196,170,0,0,32,24
"RI","2021","M09",412,356,2,2,0,0
"RI","2021","M10",1996,1470,0,0,0,0
"RI","2021","M11",7695,4661,0,0,26,22
"RI","2021","M12",23615,12445,0,0,22,14
"RI","2022","M01",55810,32991,0,0,0,0
"RI","2022","M02",15857,907,0,0,0,0
"RI","2022","M03",25590,1104,0,0,0,0
"RI","2022","M04",34912,740,0,0,0,0
"RI","2022","M05",60668,1600,0,0,0,0
"RI","2022","M06",40992,25924,0,0,0,0
"RI","2022","M07",706,334,0,0,0,0
"RI","2022","M08",14336,11887,0,0,0,0
"RI","2022","M09",7888,2639,0,0,0,0
"RI","2022","M10",7220,2719,0,0,0,0
"RI","2022","M11",169,153,0,0,0,0
"RI","2022","M12",6438,2675,0,0,11,4
"RI","2023","M01",11237,3966,0,0,0,0
"RI","2023","M02",2817,1021,0,0,0,0
"SC","2020","M01",236,178,16,12,0,0
"SC","2020","M02",106,82,22,22,0,0
"SC","2020","M03",5342,5250,1168,1168,25,25
"SC","2020","M04",8040,7970,1406,1402,72,72
"SC","2020","M05",12384,12297,1334,1330,0,0
"SC","2020","M06",57024,56521,3418,3406,154,152
"SC","2020","M07",112848,110915,6828,6644,1028,977
"SC","2020","M08",61881,58029,3542,3336,381,354
"SC","2020","M09",54159,49014,2427,2221,160,145
"SC","2020","M10",62746,54394,2955,2669,286,244
"SC","2020","M11",93356,81324,3372,3089,452,396
"SC","2020","M12",196460,173813,6628,5929,1467,1236
"SC","2021","M01",268370,218387,7154,6326,1771,1520
"SC","2021","M02",127732,85022,3097,2640,213,192
"SC","2021","M03",66192,40451,2008,1792,0,0
"SC","2021","M04",51618,31755,1732,1488,0,0
"SC","2021","M05",25349,15976,976,840,0,0
"SC","2021","M06",10580,6813,464,412,0,0
"SC","2021","M07",56907,39340,2023,1800,48,42
"SC","2021","M08",210446,162713,6018,5491,963,901
"SC","2021","M09",266988,207628,6075,5553,1174,1044
"SC","2021","M10",73846,53700,2284,2086,158,136
"SC","2021","M11",50009,34604,1482,1315,52,48
"SC","2021","M12",149915,103824,2518,2260,216,188
"SC","2022","M01",807678,642149,5599,4841,1528,1252
"SC","2022","M02",146645,103097,2187,1951,163,146
"SC","2022","M03",25669,16246,374,343,0,0
"SC","2022","M04",17238,11132,97,91,0,0
"SC","2022","M05",57839,37939,187,160,0,0
"SC","2022","M06",96849,67574,256,200,0,0
"SC","2022","M07",118571,82482,357,306,0,0
"SC","2022","M08",118617,83694,451,362,0,0
"SC","2022","M09",29251,19957,124,105,0,0
"SC","2022","M10",13163,9176,103,93,0,0
"SC","2022","M11",16211,11762,104,85,0,0
"SC","2022","M12",35390,25720,230,203,0,0
"SC","2023","M01",37756,26489,179,162,11,9
"SC","2023","M02",11200,7484,53,44,0,0
"SD","2020","M01",62,50,0,0,0,0
"SD","2020","M02",0,0,0,0,0,0
"SD","2020","M03",672,672,0,0,0,0
"SD","2020","M04",4478,4476,0,0,0,0
"SD","2020","M05",3396,3396,0,0,0,0
"SD","2020","M06",2780,2780,0,0,0,0
"SD","2020","M07",3296,3288,0,0,0,0
"SD","2020","M08",8650,8588,0,0,0,0
"SD","2020","M09",12658,12074,0,0,0,0
"SD","2020","M10",18874,18138,0,0,0,0
"SD","2020","M11",26512,24160,0,0,0,0
"SD","2020","M12",13399,10568,0,0,0,0
"SD","2021","M01",7622,4993,0,0,0,0
"SD","2021","M02",5013,3479,0,0,0,0
"SD","2021","M03",6304,4585,0,0,0,0
"SD","2021","M04",19939,15335,0,0,0,0
"SD","2021","M05",4776,3626,0,0,0,0
"SD","2021","M06",2310,1872,0,0,0,0
"SD","2021","M07",1745,1503,0,0,0,0
"SD","2021","M08",114730,101762,0,0,0,0
"SD","2021","M09",21701,17876,0,0,0,0
"SD","2021","M10",14599,11242,0,0,0,0
"SD","2021","M11",17516,13512,1,1,0,0
"SD","2021","M12",28830,21900,0,0,0,0
"SD","2022","M01",28442,22076,0,0,0,0
"SD","2022","M02",57097,42874,0,0,0,0
"SD","2022","M03",18970,12952,0,0,0,0
"SD","2022","M04",1364,1116,0,0,0,0
"SD","2022","M05",3676,2987,0,0,0,0
"SD","2022","M06",4626,3598,0,0,0,0
"SD","2022","M07",10971,8281,0,0,0,0
"SD","2022","M08",14830,10627,0,0,0,0
"SD","2022","M09",4146,2911,0,0,0,0
"SD","2022","M10",13967,10700,0,0,0,0
"SD","2022","M11",4453,3419,0,0,0,0
"SD","2022","M12",3364,2626,0,0,0,0
"SD","2023","M01",1958,1504,0,0,0,0
"SD","2023","M02",998,801,0,0,0,0
"TN","2020","M01",328,262,27,23,0,0
"TN","2020","M02",107,100,12,12,0,0
"TN","2020","M03",8604,8578,1445,1439,47,47
"TN","2020","M04",18494,18360,1642,1634,134,130
"TN","2020","M05",25526,25322,1666,1658,162,144
"TN","2020","M06",56087,55495,3360,3348,192,188
"TN","2020","M07",118603,115537,6955,6841,475,465
"TN","2020","M08",91446,86366,3933,3771,320,310
"TN","2020","M09",84120,76131,4072,3766,358,318
"TN","2020","M10",140003,124103,6210,5748,984,826
"TN","2020","M11",273857,236803,7453,6633,2216,1782
"TN","2020","M12",408686,320668,7660,6155,3587,2412
"TN","2021","M01",238921,171260,4546,3475,1686,1170
"TN","2021","M02",82493,56147,2451,1926,160,126
