"State","Year","Period","TG_Consumption"
"IL",2016,"M03",154453.425
"IL",2016,"M04",154628.666666667
"IL",2016,"M05",154803.908333333
"IL",2016,"M06",154979.15
"IL",2016,"M07",155154.391666667
"IL",2016,"M08",155329.633333333
"IL",2016,"M09",155504.875
"IL",2016,"M10",155680.116666667
"IL",2016,"M11",155855.358333333
"IL",2016,"M12",156030.6
"IL",2017,"M01",156534.075
"IL",2017,"M02",157037.55
"IL",2017,"M03",157541.025
"IL",2017,"M04",158044.5
"IL",2017,"M05",158547.975
"IL",2017,"M06",159051.45
"IL",2017,"M07",159554.925
"IL",2017,"M08",160058.4
"IL",2017,"M09",160561.875
"IL",2017,"M10",161065.35
"IL",2017,"M11",161568.825
"IL",2017,"M12",162072.3
"IL",2018,"M01",162623.858333333
"IL",2018,"M02",163175.416666667
"IL",2018,"M03",163726.975
"IL",2018,"M04",164278.533333333
"IL",2018,"M05",164830.091666667
"IL",2018,"M06",165381.65
"IL",2018,"M07",165933.208333333
"IL",2018,"M08",166484.766666667
"IL",2018,"M09",167036.325
"IL",2018,"M10",167587.883333333
"IL",2018,"M11",168139.441666667
"IL",2018,"M12",168691
"IL",2019,"M01",169049.175
"IL",2019,"M02",169407.35
"IL",2019,"M03",169765.525
"IL",2019,"M04",170123.7
"IL",2019,"M05",170481.875
"IL",2019,"M06",170840.05
"IL",2019,"M07",171198.225
"IL",2019,"M08",171556.4
"IL",2019,"M09",171914.575
"IL",2019,"M10",172272.75
"IL",2019,"M11",172630.925
"IL",2019,"M12",172989.1
"IL",2020,"M01",173627.258333333
"IL",2020,"M02",174265.416666667
"IL",2020,"M03",174903.575
"IL",2020,"M04",175541.733333333
"IL",2020,"M05",176179.891666667
"IL",2020,"M06",176818.05
"IL",2020,"M07",177456.208333333
"IL",2020,"M08",178094.366666667
"IL",2020,"M09",178732.525
"IL",2020,"M10",179370.683333333
"IL",2020,"M11",180008.841666667
"IL",2020,"M12",180647
"IL",2021,"M01",183325.208333333
"IL",2021,"M02",186003.416666667
"IL",2021,"M03",188681.625
"IL",2021,"M04",191359.833333333
"IL",2021,"M05",194038.041666667
"IL",2021,"M06",196716.25
"IL",2021,"M07",199394.458333333
"IL",2021,"M08",202072.666666667
"IL",2021,"M09",204750.875
"IL",2021,"M10",207429.083333333
"IL",2021,"M11",210107.291666667
"IL",2021,"M12",212785.5
"IL",2022,"M01",214116.366666667
"IL",2022,"M02",215447.233333333
"IL",2022,"M03",216778.1
"IL",2022,"M04",218108.966666667
"IL",2022,"M05",219439.833333333
"IL",2022,"M06",220770.7
"IL",2022,"M07",222101.566666667
"IL",2022,"M08",223432.433333333
"IL",2022,"M09",224763.3
"IL",2022,"M10",226094.166666667
"IL",2022,"M11",227425.033333333
"IL",2022,"M12",228755.9
"IN",2012,"M01",71225.8916666667
"IN",2012,"M02",71393.1833333333
"IN",2012,"M03",71560.475
"IN",2012,"M04",71727.7666666667
"IN",2012,"M05",71895.0583333333
"IN",2012,"M06",72062.35
"IN",2012,"M07",72229.6416666667
"IN",2012,"M08",72396.9333333333
"IN",2012,"M09",72564.225
"IN",2012,"M10",72731.5166666667
"IN",2012,"M11",72898.8083333333
"IN",2012,"M12",73066.1
"IN",2013,"M01",73213.4
"IN",2013,"M02",73360.7
"IN",2013,"M03",73508
"IN",2013,"M04",73655.3
"IN",2013,"M05",73802.6
"IN",2013,"M06",73949.9
"IN",2013,"M07",74097.2
"IN",2013,"M08",74244.5
"IN",2013,"M09",74391.8
"IN",2013,"M10",74539.1
"IN",2013,"M11",74686.4
"IN",2013,"M12",74833.7
"IN",2014,"M01",75014.3333333333
"IN",2014,"M02",75194.9666666667
"IN",2014,"M03",75375.6
"IN",2014,"M04",75556.2333333333
"IN",2014,"M05",75736.8666666667
"IN",2014,"M06",75917.5
"IN",2014,"M07",76098.1333333333
"IN",2014,"M08",76278.7666666667
"IN",2014,"M09",76459.4
"IN",2014,"M10",76640.0333333333
"IN",2014,"M11",76820.6666666667
"IN",2014,"M12",77001.3
"IN",2015,"M01",77081.775
"IN",2015,"M02",77162.25
"IN",2015,"M03",77242.725
"IN",2015,"M04",77323.2
"IN",2015,"M05",77403.675
"IN",2015,"M06",77484.15
"IN",2015,"M07",77564.625
"IN",2015,"M08",77645.1
"IN",2015,"M09",77725.575
"IN",2015,"M10",77806.05
"IN",2015,"M11",77886.525
"IN",2015,"M12",77967
"IN",2016,"M01",78143.9416666667
"IN",2016,"M02",78320.8833333333
"IN",2016,"M03",78497.825
"IN",2016,"M04",78674.7666666667
"IN",2016,"M05",78851.7083333333
"IN",2016,"M06",79028.65
"IN",2016,"M07",79205.5916666667
"IN",2016,"M08",79382.5333333333
"IN",2016,"M09",79559.475
"IN",2016,"M10",79736.4166666667
"IN",2016,"M11",79913.3583333333
"IN",2016,"M12",80090.3
"IN",2017,"M01",80468.3833333333
"IN",2017,"M02",80846.4666666667
"IN",2017,"M03",81224.55
"IN",2017,"M04",81602.6333333333
"IN",2017,"M05",81980.7166666667
"IN",2017,"M06",82358.8
"IN",2017,"M07",82736.8833333333
"IN",2017,"M08",83114.9666666667
"IN",2017,"M09",83493.05
"IN",2017,"M10",83871.1333333333
"IN",2017,"M11",84249.2166666667
"IN",2017,"M12",84627.3
"IN",2018,"M01",84888.6916666667
"IN",2018,"M02",85150.0833333333
"IN",2018,"M03",85411.475
"IN",2018,"M04",85672.8666666667
"IN",2018,"M05",85934.2583333333
"IN",2018,"M06",86195.65
"IN",2018,"M07",86457.0416666667
"IN",2018,"M08",86718.4333333333
"IN",2018,"M09",86979.825
"IN",2018,"M10",87241.2166666667
"IN",2018,"M11",87502.6083333333
"IN",2018,"M12",87764
"IN",2019,"M01",87857.2
"IN",2019,"M02",87950.4
"IN",2019,"M03",88043.6
"IN",2019,"M04",88136.8
"IN",2019,"M05",88230
"IN",2019,"M06",88323.2
"IN",2019,"M07",88416.4
"IN",2019,"M08",88509.6
"IN",2019,"M09",88602.8
"IN",2019,"M10",88696
"IN",2019,"M11",88789.2
"IN",2019,"M12",88882.4
"IN",2020,"M01",89151.5083333333
"IN",2020,"M02",89420.6166666667
"IN",2020,"M03",89689.725
"IN",2020,"M04",89958.8333333333
"IN",2020,"M05",90227.9416666667
"IN",2020,"M06",90497.05
"IN",2020,"M07",90766.1583333333
"IN",2020,"M08",91035.2666666667
"IN",2020,"M09",91304.375
"IN",2020,"M10",91573.4833333333
"IN",2020,"M11",91842.5916666667
"IN",2020,"M12",92111.7
"IN",2021,"M01",93313.2083333333
"IN",2021,"M02",94514.7166666667
"IN",2021,"M03",95716.225
"IN",2021,"M04",96917.7333333333
"IN",2021,"M05",98119.2416666667
"IN",2021,"M06",99320.75
"IN",2021,"M07",100522.258333333
"IN",2021,"M08",101723.766666667
"IN",2021,"M09",102925.275
"IN",2021,"M10",104126.783333333
"IN",2021,"M11",105328.291666667
"IN",2021,"M12",106529.8
"IN",2022,"M01",107438.908333333
"IN",2022,"M02",108348.016666667
"IN",2022,"M03",109257.125
"IN",2022,"M04",110166.233333333
"IN",2022,"M05",111075.341666667
"IN",2022,"M06",111984.45
"IN",2022,"M07",112893.558333333
"IN",2022,"M08",113802.666666667
"IN",2022,"M09",114711.775
"IN",2022,"M10",115620.883333333
"IN",2022,"M11",116529.991666667
"IN",2022,"M12",117439.1
"IA",2012,"M01",36398.2166666667
"IA",2012,"M02",36479.9333333333
"IA",2012,"M03",36561.65
"IA",2012,"M04",36643.3666666667
"IA",2012,"M05",36725.0833333333
"IA",2012,"M06",36806.8
"IA",2012,"M07",36888.5166666667
"IA",2012,"M08",36970.2333333333
"IA",2012,"M09",37051.95
"IA",2012,"M10",37133.6666666667
"IA",2012,"M11",37215.3833333333
"IA",2012,"M12",37297.1
"IA",2013,"M01",37356.8
"IA",2013,"M02",37416.5
"IA",2013,"M03",37476.2
"IA",2013,"M04",37535.9
"IA",2013,"M05",37595.6
"IA",2013,"M06",37655.3
"IA",2013,"M07",37715
"IA",2013,"M08",37774.7
"IA",2013,"M09",37834.4
"IA",2013,"M10",37894.1
"IA",2013,"M11",37953.8
"IA",2013,"M12",38013.5
"IA",2014,"M01",38091.3666666667
"IA",2014,"M02",38169.2333333333
"IA",2014,"M03",38247.1
"IA",2014,"M04",38324.9666666667
"IA",2014,"M05",38402.8333333333
"IA",2014,"M06",38480.7
"IA",2014,"M07",38558.5666666667
"IA",2014,"M08",38636.4333333333
"IA",2014,"M09",38714.3
"IA",2014,"M10",38792.1666666667
"IA",2014,"M11",38870.0333333333
"IA",2014,"M12",38947.9
"IA",2015,"M01",38938.7916666667
"IA",2015,"M02",38929.6833333333
"IA",2015,"M03",38920.575
"IA",2015,"M04",38911.4666666667
"IA",2015,"M05",38902.3583333333
"IA",2015,"M06",38893.25
"IA",2015,"M07",38884.1416666667
"IA",2015,"M08",38875.0333333333
"IA",2015,"M09",38865.925
"IA",2015,"M10",38856.8166666667
"IA",2015,"M11",38847.7083333333
"IA",2015,"M12",38838.6
"IA",2016,"M01",38902.625
"IA",2016,"M02",38966.65
"IA",2016,"M03",39030.675
"IA",2016,"M04",39094.7
"IA",2016,"M05",39158.725
"IA",2016,"M06",39222.75
"IA",2016,"M07",39286.775
"IA",2016,"M08",39350.8
"IA",2016,"M09",39414.825
"IA",2016,"M10",39478.85
"IA",2016,"M11",39542.875
"IA",2016,"M12",39606.9
"IA",2017,"M01",39730.2833333333
"IA",2017,"M02",39853.6666666667
"IA",2017,"M03",39977.05
"IA",2017,"M04",40100.4333333333
"IA",2017,"M05",40223.8166666667
"IA",2017,"M06",40347.2
"IA",2017,"M07",40470.5833333333
"IA",2017,"M08",40593.9666666667
"IA",2017,"M09",40717.35
"IA",2017,"M10",40840.7333333333
"IA",2017,"M11",40964.1166666667
"IA",2017,"M12",41087.5
"IA",2018,"M01",41211.0166666667
"IA",2018,"M02",41334.5333333333
"IA",2018,"M03",41458.05
"IA",2018,"M04",41581.5666666667
"IA",2018,"M05",41705.0833333333
"IA",2018,"M06",41828.6
"IA",2018,"M07",41952.1166666667
"IA",2018,"M08",42075.6333333333
"IA",2018,"M09",42199.15
"IA",2018,"M10",42322.6666666667
"IA",2018,"M11",42446.1833333333
"IA",2018,"M12",42569.7
"IA",2019,"M01",42586.2833333333
"IA",2019,"M02",42602.8666666667
"IA",2019,"M03",42619.45
"IA",2019,"M04",42636.0333333333
"IA",2019,"M05",42652.6166666667
"IA",2019,"M06",42669.2
"IA",2019,"M07",42685.7833333333
"IA",2019,"M08",42702.3666666667
"IA",2019,"M09",42718.95
"IA",2019,"M10",42735.5333333333
"IA",2019,"M11",42752.1166666667
"IA",2019,"M12",42768.7
"IA",2020,"M01",42895.25
"IA",2020,"M02",43021.8
"IA",2020,"M03",43148.35
"IA",2020,"M04",43274.9
"IA",2020,"M05",43401.45
"IA",2020,"M06",43528
"IA",2020,"M07",43654.55
"IA",2020,"M08",43781.1
"IA",2020,"M09",43907.65
"IA",2020,"M10",44034.2
"IA",2020,"M11",44160.75
"IA",2020,"M12",44287.3
"IA",2021,"M01",44854.9833333333
"IA",2021,"M02",45422.6666666667
"IA",2021,"M03",45990.35
"IA",2021,"M04",46558.0333333333
"IA",2021,"M05",47125.7166666667
"IA",2021,"M06",47693.4
"IA",2021,"M07",48261.0833333333
"IA",2021,"M08",48828.7666666667
"IA",2021,"M09",49396.45
"IA",2021,"M10",49964.1333333333
"IA",2021,"M11",50531.8166666667
"IA",2021,"M12",51099.5
"IA",2022,"M01",51419.5083333333
"IA",2022,"M02",51739.5166666667
"IA",2022,"M03",52059.525
"IA",2022,"M04",52379.5333333333
"IA",2022,"M05",52699.5416666667
"IA",2022,"M06",53019.55
"IA",2022,"M07",53339.5583333333
"IA",2022,"M08",53659.5666666667
"IA",2022,"M09",53979.575
"IA",2022,"M10",54299.5833333333
"IA",2022,"M11",54619.5916666667
"IA",2022,"M12",54939.6
"KS",2012,"M01",31235.875
"KS",2012,"M02",31313.35
"KS",2012,"M03",31390.825
"KS",2012,"M04",31468.3
"KS",2012,"M05",31545.775
"KS",2012,"M06",31623.25
"KS",2012,"M07",31700.725
"KS",2012,"M08",31778.2
"KS",2012,"M09",31855.675
"KS",2012,"M10",31933.15
"KS",2012,"M11",32010.625
"KS",2012,"M12",32088.1
"KS",2013,"M01",32125.0583333333
"KS",2013,"M02",32162.0166666667
"KS",2013,"M03",32198.975
"KS",2013,"M04",32235.9333333333
"KS",2013,"M05",32272.8916666667
"KS",2013,"M06",32309.85
"KS",2013,"M07",32346.8083333333
"KS",2013,"M08",32383.7666666667
"KS",2013,"M09",32420.725
"KS",2013,"M10",32457.6833333333
"KS",2013,"M11",32494.6416666667
"KS",2013,"M12",32531.6
"KS",2014,"M01",32613.9916666667
"KS",2014,"M02",32696.3833333333
"KS",2014,"M03",32778.775
"KS",2014,"M04",32861.1666666667
"KS",2014,"M05",32943.5583333333
"KS",2014,"M06",33025.95
"KS",2014,"M07",33108.3416666667
"KS",2014,"M08",33190.7333333333
"KS",2014,"M09",33273.125
"KS",2014,"M10",33355.5166666667
"KS",2014,"M11",33437.9083333333
"KS",2014,"M12",33520.3
"KS",2015,"M01",33556.9583333333
"KS",2015,"M02",33593.6166666667
"KS",2015,"M03",33630.275
"KS",2015,"M04",33666.9333333333
"KS",2015,"M05",33703.5916666667
"KS",2015,"M06",33740.25
"KS",2015,"M07",33776.9083333333
"KS",2015,"M08",33813.5666666667
"KS",2015,"M09",33850.225
"KS",2015,"M10",33886.8833333333
"KS",2015,"M11",33923.5416666667
"KS",2015,"M12",33960.2
"KS",2016,"M01",33993.7166666667
"KS",2016,"M02",34027.2333333333
"KS",2016,"M03",34060.75
"KS",2016,"M04",34094.2666666667
"KS",2016,"M05",34127.7833333333
"KS",2016,"M06",34161.3
"KS",2016,"M07",34194.8166666667
"KS",2016,"M08",34228.3333333333
"KS",2016,"M09",34261.85
"KS",2016,"M10",34295.3666666667
"KS",2016,"M11",34328.8833333333
"KS",2016,"M12",34362.4
"KS",2017,"M01",34425.8166666667
"KS",2017,"M02",34489.2333333333
"KS",2017,"M03",34552.65
"KS",2017,"M04",34616.0666666667
"KS",2017,"M05",34679.4833333333
"KS",2017,"M06",34742.9
"KS",2017,"M07",34806.3166666667
"KS",2017,"M08",34869.7333333333
"KS",2017,"M09",34933.15
"KS",2017,"M10",34996.5666666667
"KS",2017,"M11",35059.9833333333
"KS",2017,"M12",35123.4
"KS",2018,"M01",35219.1416666667
"KS",2018,"M02",35314.8833333333
"KS",2018,"M03",35410.625
"KS",2018,"M04",35506.3666666667
"KS",2018,"M05",35602.1083333333
"KS",2018,"M06",35697.85
"KS",2018,"M07",35793.5916666667
"KS",2018,"M08",35889.3333333333
"KS",2018,"M09",35985.075
"KS",2018,"M10",36080.8166666667
"KS",2018,"M11",36176.5583333333
"KS",2018,"M12",36272.3
"KS",2019,"M01",36315.55
"KS",2019,"M02",36358.8
"KS",2019,"M03",36402.05
"KS",2019,"M04",36445.3
"KS",2019,"M05",36488.55
"KS",2019,"M06",36531.8
"KS",2019,"M07",36575.05
"KS",2019,"M08",36618.3
"KS",2019,"M09",36661.55
"KS",2019,"M10",36704.8
"KS",2019,"M11",36748.05
"KS",2019,"M12",36791.3
"KS",2020,"M01",36896.6833333333
"KS",2020,"M02",37002.0666666667
"KS",2020,"M03",37107.45
"KS",2020,"M04",37212.8333333333
"KS",2020,"M05",37318.2166666667
"KS",2020,"M06",37423.6
"KS",2020,"M07",37528.9833333333
"KS",2020,"M08",37634.3666666667
"KS",2020,"M09",37739.75
"KS",2020,"M10",37845.1333333333
"KS",2020,"M11",37950.5166666667
"KS",2020,"M12",38055.9
"KS",2021,"M01",38522.6166666667
"KS",2021,"M02",38989.3333333333
"KS",2021,"M03",39456.05
"KS",2021,"M04",39922.7666666667
"KS",2021,"M05",40389.4833333333
"KS",2021,"M06",40856.2
"KS",2021,"M07",41322.9166666667
"KS",2021,"M08",41789.6333333333
"KS",2021,"M09",42256.35
"KS",2021,"M10",42723.0666666667
"KS",2021,"M11",43189.7833333333
"KS",2021,"M12",43656.5
"KS",2022,"M01",43976.9833333333
"KS",2022,"M02",44297.4666666667
"KS",2022,"M03",44617.95
"KS",2022,"M04",44938.4333333333
"KS",2022,"M05",45258.9166666667
"KS",2022,"M06",45579.4
"KS",2022,"M07",45899.8833333333
"KS",2022,"M08",46220.3666666667
"KS",2022,"M09",46540.85
"KS",2022,"M10",46861.3333333333
"KS",2022,"M11",47181.8166666667
"KS",2022,"M12",47502.3
"KY",2012,"M01",48310.0416666667
"KY",2012,"M02",48412.9833333333
"KY",2012,"M03",48515.925
"KY",2012,"M04",48618.8666666667
"KY",2012,"M05",48721.8083333333
"KY",2012,"M06",48824.75
"KY",2012,"M07",48927.6916666667
"KY",2012,"M08",49030.6333333333
"KY",2012,"M09",49133.575
"KY",2012,"M10",49236.5166666667
"KY",2012,"M11",49339.4583333333
"KY",2012,"M12",49442.4
"KY",2013,"M01",49484.1833333333
"KY",2013,"M02",49525.9666666667
"KY",2013,"M03",49567.75
"KY",2013,"M04",49609.5333333333
"KY",2013,"M05",49651.3166666667
"KY",2013,"M06",49693.1
"KY",2013,"M07",49734.8833333333
"KY",2013,"M08",49776.6666666667
"KY",2013,"M09",49818.45
"KY",2013,"M10",49860.2333333333
"KY",2013,"M11",49902.0166666667
"KY",2013,"M12",49943.8
"KY",2014,"M01",50049.9083333333
"KY",2014,"M02",50156.0166666667
"KY",2014,"M03",50262.125
"KY",2014,"M04",50368.2333333333
"KY",2014,"M05",50474.3416666667
"KY",2014,"M06",50580.45
"KY",2014,"M07",50686.5583333333
"KY",2014,"M08",50792.6666666667
"KY",2014,"M09",50898.775
"KY",2014,"M10",51004.8833333333
"KY",2014,"M11",51110.9916666667
"KY",2014,"M12",51217.1
"KY",2015,"M01",51290.8916666667
"KY",2015,"M02",51364.6833333333
"KY",2015,"M03",51438.475
"KY",2015,"M04",51512.2666666667
"KY",2015,"M05",51586.0583333333
"KY",2015,"M06",51659.85
"KY",2015,"M07",51733.6416666667
"KY",2015,"M08",51807.4333333333
"KY",2015,"M09",51881.225
"KY",2015,"M10",51955.0166666667
"KY",2015,"M11",52028.8083333333
"KY",2015,"M12",52102.6
"KY",2016,"M01",52213.8416666667
"KY",2016,"M02",52325.0833333333
"KY",2016,"M03",52436.325
"KY",2016,"M04",52547.5666666667
"KY",2016,"M05",52658.8083333333
"KY",2016,"M06",52770.05
"KY",2016,"M07",52881.2916666667
"KY",2016,"M08",52992.5333333333
"KY",2016,"M09",53103.775
"KY",2016,"M10",53215.0166666667
"KY",2016,"M11",53326.2583333333
"KY",2016,"M12",53437.5
"KY",2017,"M01",53624.275
"KY",2017,"M02",53811.05
"KY",2017,"M03",53997.825
"KY",2017,"M04",54184.6
"KY",2017,"M05",54371.375
"KY",2017,"M06",54558.15
"KY",2017,"M07",54744.925
"KY",2017,"M08",54931.7
"KY",2017,"M09",55118.475
"KY",2017,"M10",55305.25
"KY",2017,"M11",55492.025
"KY",2017,"M12",55678.8
"KY",2018,"M01",55849.5333333333
"KY",2018,"M02",56020.2666666667
"KY",2018,"M03",56191
"KY",2018,"M04",56361.7333333333
"KY",2018,"M05",56532.4666666667
"KY",2018,"M06",56703.2
"KY",2018,"M07",56873.9333333333
"KY",2018,"M08",57044.6666666667
"KY",2018,"M09",57215.4
"KY",2018,"M10",57386.1333333333
"KY",2018,"M11",57556.8666666667
"KY",2018,"M12",57727.6
"KY",2019,"M01",57781.7416666667
"KY",2019,"M02",57835.8833333333
"KY",2019,"M03",57890.025
"KY",2019,"M04",57944.1666666667
"KY",2019,"M05",57998.3083333333
"KY",2019,"M06",58052.45
"KY",2019,"M07",58106.5916666667
"KY",2019,"M08",58160.7333333333
"KY",2019,"M09",58214.875
"KY",2019,"M10",58269.0166666667
"KY",2019,"M11",58323.1583333333
"KY",2019,"M12",58377.3
"KY",2020,"M01",58567.625
"KY",2020,"M02",58757.95
"KY",2020,"M03",58948.275
"KY",2020,"M04",59138.6
"KY",2020,"M05",59328.925
"KY",2020,"M06",59519.25
"KY",2020,"M07",59709.575
"KY",2020,"M08",59899.9
"KY",2020,"M09",60090.225
"KY",2020,"M10",60280.55
"KY",2020,"M11",60470.875
"KY",2020,"M12",60661.2
"KY",2021,"M01",61372.15
"KY",2021,"M02",62083.1
"KY",2021,"M03",62794.05
"KY",2021,"M04",63505
"KY",2021,"M05",64215.95
"KY",2021,"M06",64926.9
"KY",2021,"M07",65637.85
"KY",2021,"M08",66348.8
"KY",2021,"M09",67059.75
"KY",2021,"M10",67770.7
"KY",2021,"M11",68481.65
"KY",2021,"M12",69192.6
"KY",2022,"M01",69583.425
"KY",2022,"M02",69974.25
"KY",2022,"M03",70365.075
"KY",2022,"M04",70755.9
"KY",2022,"M05",71146.725
"KY",2022,"M06",71537.55
"KY",2022,"M07",71928.375
"KY",2022,"M08",72319.2
"KY",2022,"M09",72710.025
"KY",2022,"M10",73100.85
"KY",2022,"M11",73491.675
"KY",2022,"M12",73882.5
"LA",2012,"M01",52238.275
"LA",2012,"M02",52397.15
"LA",2012,"M03",52556.025
"LA",2012,"M04",52714.9
"LA",2012,"M05",52873.775
"LA",2012,"M06",53032.65
"LA",2012,"M07",53191.525
"LA",2012,"M08",53350.4
"LA",2012,"M09",53509.275
"LA",2012,"M10",53668.15
"LA",2012,"M11",53827.025
"LA",2012,"M12",53985.9
"LA",2013,"M01",54084.6083333333
"LA",2013,"M02",54183.3166666667
"LA",2013,"M03",54282.025
"LA",2013,"M04",54380.7333333333
"LA",2013,"M05",54479.4416666667
"LA",2013,"M06",54578.15
"LA",2013,"M07",54676.8583333333
"LA",2013,"M08",54775.5666666667
"LA",2013,"M09",54874.275
"LA",2013,"M10",54972.9833333333
"LA",2013,"M11",55071.6916666667
"LA",2013,"M12",55170.4
"LA",2014,"M01",55272.8916666667
"LA",2014,"M02",55375.3833333333
"LA",2014,"M03",55477.875
"LA",2014,"M04",55580.3666666667
"LA",2014,"M05",55682.8583333333
"LA",2014,"M06",55785.35
"LA",2014,"M07",55887.8416666667
"LA",2014,"M08",55990.3333333333
"LA",2014,"M09",56092.825
"LA",2014,"M10",56195.3166666667
"LA",2014,"M11",56297.8083333333
"LA",2014,"M12",56400.3
"LA",2015,"M01",56454.7916666667
"LA",2015,"M02",56509.2833333333
"LA",2015,"M03",56563.775
"LA",2015,"M04",56618.2666666667
"LA",2015,"M05",56672.7583333333
"LA",2015,"M06",56727.25
"LA",2015,"M07",56781.7416666667
"LA",2015,"M08",56836.2333333333
"LA",2015,"M09",56890.725
"LA",2015,"M10",56945.2166666667
"LA",2015,"M11",56999.7083333333
"LA",2015,"M12",57054.2
"LA",2016,"M01",57071.425
"LA",2016,"M02",57088.65
"LA",2016,"M03",57105.875
"LA",2016,"M04",57123.1
"LA",2016,"M05",57140.325
"LA",2016,"M06",57157.55
"LA",2016,"M07",57174.775
"LA",2016,"M08",57192
"LA",2016,"M09",57209.225
"LA",2016,"M10",57226.45
"LA",2016,"M11",57243.675
"LA",2016,"M12",57260.9
"LA",2017,"M01",57366.6416666667
"LA",2017,"M02",57472.3833333333
"LA",2017,"M03",57578.125
"LA",2017,"M04",57683.8666666667
"LA",2017,"M05",57789.6083333333
"LA",2017,"M06",57895.35
"LA",2017,"M07",58001.0916666667
"LA",2017,"M08",58106.8333333333
"LA",2017,"M09",58212.575
"LA",2017,"M10",58318.3166666667
"LA",2017,"M11",58424.0583333333
"LA",2017,"M12",58529.8
"LA",2018,"M01",58672.4333333333
"LA",2018,"M02",58815.0666666667
"LA",2018,"M03",58957.7
"LA",2018,"M04",59100.3333333333
"LA",2018,"M05",59242.9666666667
"LA",2018,"M06",59385.6
"LA",2018,"M07",59528.2333333333
"LA",2018,"M08",59670.8666666667
"LA",2018,"M09",59813.5
"LA",2018,"M10",59956.1333333333
"LA",2018,"M11",60098.7666666667
"LA",2018,"M12",60241.4
"LA",2019,"M01",60290.2333333333
"LA",2019,"M02",60339.0666666667
"LA",2019,"M03",60387.9
"LA",2019,"M04",60436.7333333333
"LA",2019,"M05",60485.5666666667
"LA",2019,"M06",60534.4
"LA",2019,"M07",60583.2333333333
"LA",2019,"M08",60632.0666666667
"LA",2019,"M09",60680.9
"LA",2019,"M10",60729.7333333333
"LA",2019,"M11",60778.5666666667
"LA",2019,"M12",60827.4
"LA",2020,"M01",60924.5666666667
"LA",2020,"M02",61021.7333333333
"LA",2020,"M03",61118.9
"LA",2020,"M04",61216.0666666667
"LA",2020,"M05",61313.2333333333
"LA",2020,"M06",61410.4
"LA",2020,"M07",61507.5666666667
"LA",2020,"M08",61604.7333333333
"LA",2020,"M09",61701.9
"LA",2020,"M10",61799.0666666667
"LA",2020,"M11",61896.2333333333
"LA",2020,"M12",61993.4
"LA",2021,"M01",62773.0916666667
"LA",2021,"M02",63552.7833333333
"LA",2021,"M03",64332.475
"LA",2021,"M04",65112.1666666667
"LA",2021,"M05",65891.8583333333
"LA",2021,"M06",66671.55
"LA",2021,"M07",67451.2416666667
"LA",2021,"M08",68230.9333333333
"LA",2021,"M09",69010.625
"LA",2021,"M10",69790.3166666667
"LA",2021,"M11",70570.0083333333
"LA",2021,"M12",71349.7
"LA",2022,"M01",71713.025
"LA",2022,"M02",72076.35
"LA",2022,"M03",72439.675
"LA",2022,"M04",72803
"LA",2022,"M05",73166.325
"LA",2022,"M06",73529.65
"LA",2022,"M07",73892.975
"LA",2022,"M08",74256.3
"LA",2022,"M09",74619.625
"LA",2022,"M10",74982.95
"LA",2022,"M11",75346.275
"LA",2022,"M12",75709.6
"ME",2012,"M01",16423.7333333333
"ME",2012,"M02",16429.9666666667
"ME",2012,"M03",16436.2
"ME",2012,"M04",16442.4333333333
"ME",2012,"M05",16448.6666666667
"ME",2012,"M06",16454.9
"ME",2012,"M07",16461.1333333333
"ME",2012,"M08",16467.3666666667
"ME",2012,"M09",16473.6
"ME",2012,"M10",16479.8333333333
"ME",2012,"M11",16486.0666666667
"ME",2012,"M12",16492.3
"ME",2013,"M01",16531.5583333333
"ME",2013,"M02",16570.8166666667
"ME",2013,"M03",16610.075
"ME",2013,"M04",16649.3333333333
"ME",2013,"M05",16688.5916666667
"ME",2013,"M06",16727.85
"ME",2013,"M07",16767.1083333333
"ME",2013,"M08",16806.3666666667
"ME",2013,"M09",16845.625
"ME",2013,"M10",16884.8833333333
"ME",2013,"M11",16924.1416666667
"ME",2013,"M12",16963.4
"ME",2014,"M01",17020.6333333333
"ME",2014,"M02",17077.8666666667
"ME",2014,"M03",17135.1
"ME",2014,"M04",17192.3333333333
"ME",2014,"M05",17249.5666666667
"ME",2014,"M06",17306.8
"ME",2014,"M07",17364.0333333333
"ME",2014,"M08",17421.2666666667
"ME",2014,"M09",17478.5
"ME",2014,"M10",17535.7333333333
"ME",2014,"M11",17592.9666666667
"ME",2014,"M12",17650.2
"ME",2015,"M01",17649.575
"ME",2015,"M02",17648.95
"ME",2015,"M03",17648.325
"ME",2015,"M04",17647.7
"ME",2015,"M05",17647.075
"ME",2015,"M06",17646.45
"ME",2015,"M07",17645.825
"ME",2015,"M08",17645.2
"ME",2015,"M09",17644.575
"ME",2015,"M10",17643.95
"ME",2015,"M11",17643.325
"ME",2015,"M12",17642.7
"ME",2016,"M01",17681.5666666667
"ME",2016,"M02",17720.4333333333
"ME",2016,"M03",17759.3
"ME",2016,"M04",17798.1666666667
"ME",2016,"M05",17837.0333333333
"ME",2016,"M06",17875.9
"ME",2016,"M07",17914.7666666667
"ME",2016,"M08",17953.6333333333
"ME",2016,"M09",17992.5
"ME",2016,"M10",18031.3666666667
"ME",2016,"M11",18070.2333333333
"ME",2016,"M12",18109.1
"ME",2017,"M01",18184.75
"ME",2017,"M02",18260.4
"ME",2017,"M03",18336.05
