"State","Year","Period","TG_Consumption"
"ME",2017,"M04",18411.7
"ME",2017,"M05",18487.35
"ME",2017,"M06",18563
"ME",2017,"M07",18638.65
"ME",2017,"M08",18714.3
"ME",2017,"M09",18789.95
"ME",2017,"M10",18865.6
"ME",2017,"M11",18941.25
"ME",2017,"M12",19016.9
"ME",2018,"M01",19090.2416666667
"ME",2018,"M02",19163.5833333333
"ME",2018,"M03",19236.925
"ME",2018,"M04",19310.2666666667
"ME",2018,"M05",19383.6083333333
"ME",2018,"M06",19456.95
"ME",2018,"M07",19530.2916666667
"ME",2018,"M08",19603.6333333333
"ME",2018,"M09",19676.975
"ME",2018,"M10",19750.3166666667
"ME",2018,"M11",19823.6583333333
"ME",2018,"M12",19897
"ME",2019,"M01",19950.175
"ME",2019,"M02",20003.35
"ME",2019,"M03",20056.525
"ME",2019,"M04",20109.7
"ME",2019,"M05",20162.875
"ME",2019,"M06",20216.05
"ME",2019,"M07",20269.225
"ME",2019,"M08",20322.4
"ME",2019,"M09",20375.575
"ME",2019,"M10",20428.75
"ME",2019,"M11",20481.925
"ME",2019,"M12",20535.1
"ME",2020,"M01",20614.8083333333
"ME",2020,"M02",20694.5166666667
"ME",2020,"M03",20774.225
"ME",2020,"M04",20853.9333333333
"ME",2020,"M05",20933.6416666667
"ME",2020,"M06",21013.35
"ME",2020,"M07",21093.0583333333
"ME",2020,"M08",21172.7666666667
"ME",2020,"M09",21252.475
"ME",2020,"M10",21332.1833333333
"ME",2020,"M11",21411.8916666667
"ME",2020,"M12",21491.6
"ME",2021,"M01",21777.2916666667
"ME",2021,"M02",22062.9833333333
"ME",2021,"M03",22348.675
"ME",2021,"M04",22634.3666666667
"ME",2021,"M05",22920.0583333333
"ME",2021,"M06",23205.75
"ME",2021,"M07",23491.4416666667
"ME",2021,"M08",23777.1333333333
"ME",2021,"M09",24062.825
"ME",2021,"M10",24348.5166666667
"ME",2021,"M11",24634.2083333333
"ME",2021,"M12",24919.9
"ME",2022,"M01",25091.3416666667
"ME",2022,"M02",25262.7833333333
"ME",2022,"M03",25434.225
"ME",2022,"M04",25605.6666666667
"ME",2022,"M05",25777.1083333333
"ME",2022,"M06",25948.55
"ME",2022,"M07",26119.9916666667
"ME",2022,"M08",26291.4333333333
"ME",2022,"M09",26462.875
"ME",2022,"M10",26634.3166666667
"ME",2022,"M11",26805.7583333333
"ME",2022,"M12",26977.2
"MD",2012,"M01",70688.4
"MD",2012,"M02",70905.3
"MD",2012,"M03",71122.2
"MD",2012,"M04",71339.1
"MD",2012,"M05",71556
"MD",2012,"M06",71772.9
"MD",2012,"M07",71989.8
"MD",2012,"M08",72206.7
"MD",2012,"M09",72423.6
"MD",2012,"M10",72640.5
"MD",2012,"M11",72857.4
"MD",2012,"M12",73074.3
"MD",2013,"M01",73117.0916666667
"MD",2013,"M02",73159.8833333333
"MD",2013,"M03",73202.675
"MD",2013,"M04",73245.4666666667
"MD",2013,"M05",73288.2583333333
"MD",2013,"M06",73331.05
"MD",2013,"M07",73373.8416666667
"MD",2013,"M08",73416.6333333333
"MD",2013,"M09",73459.425
"MD",2013,"M10",73502.2166666667
"MD",2013,"M11",73545.0083333333
"MD",2013,"M12",73587.8
"MD",2014,"M01",73714.275
"MD",2014,"M02",73840.75
"MD",2014,"M03",73967.225
"MD",2014,"M04",74093.7
"MD",2014,"M05",74220.175
"MD",2014,"M06",74346.65
"MD",2014,"M07",74473.125
"MD",2014,"M08",74599.6
"MD",2014,"M09",74726.075
"MD",2014,"M10",74852.55
"MD",2014,"M11",74979.025
"MD",2014,"M12",75105.5
"MD",2015,"M01",75165.4416666667
"MD",2015,"M02",75225.3833333333
"MD",2015,"M03",75285.325
"MD",2015,"M04",75345.2666666667
"MD",2015,"M05",75405.2083333333
"MD",2015,"M06",75465.15
"MD",2015,"M07",75525.0916666667
"MD",2015,"M08",75585.0333333333
"MD",2015,"M09",75644.975
"MD",2015,"M10",75704.9166666667
"MD",2015,"M11",75764.8583333333
"MD",2015,"M12",75824.8
"MD",2016,"M01",75869.275
"MD",2016,"M02",75913.75
"MD",2016,"M03",75958.225
"MD",2016,"M04",76002.7
"MD",2016,"M05",76047.175
"MD",2016,"M06",76091.65
"MD",2016,"M07",76136.125
"MD",2016,"M08",76180.6
"MD",2016,"M09",76225.075
"MD",2016,"M10",76269.55
"MD",2016,"M11",76314.025
"MD",2016,"M12",76358.5
"MD",2017,"M01",76537.1083333333
"MD",2017,"M02",76715.7166666667
"MD",2017,"M03",76894.325
"MD",2017,"M04",77072.9333333333
"MD",2017,"M05",77251.5416666667
"MD",2017,"M06",77430.15
"MD",2017,"M07",77608.7583333333
"MD",2017,"M08",77787.3666666667
"MD",2017,"M09",77965.975
"MD",2017,"M10",78144.5833333333
"MD",2017,"M11",78323.1916666667
"MD",2017,"M12",78501.8
"MD",2018,"M01",78701.1083333333
"MD",2018,"M02",78900.4166666667
"MD",2018,"M03",79099.725
"MD",2018,"M04",79299.0333333333
"MD",2018,"M05",79498.3416666667
"MD",2018,"M06",79697.65
"MD",2018,"M07",79896.9583333333
"MD",2018,"M08",80096.2666666667
"MD",2018,"M09",80295.575
"MD",2018,"M10",80494.8833333333
"MD",2018,"M11",80694.1916666667
"MD",2018,"M12",80893.5
"MD",2019,"M01",81007.2666666667
"MD",2019,"M02",81121.0333333333
"MD",2019,"M03",81234.8
"MD",2019,"M04",81348.5666666667
"MD",2019,"M05",81462.3333333333
"MD",2019,"M06",81576.1
"MD",2019,"M07",81689.8666666667
"MD",2019,"M08",81803.6333333333
"MD",2019,"M09",81917.4
"MD",2019,"M10",82031.1666666667
"MD",2019,"M11",82144.9333333333
"MD",2019,"M12",82258.7
"MD",2020,"M01",82429.1416666667
"MD",2020,"M02",82599.5833333333
"MD",2020,"M03",82770.025
"MD",2020,"M04",82940.4666666667
"MD",2020,"M05",83110.9083333333
"MD",2020,"M06",83281.35
"MD",2020,"M07",83451.7916666667
"MD",2020,"M08",83622.2333333333
"MD",2020,"M09",83792.675
"MD",2020,"M10",83963.1166666667
"MD",2020,"M11",84133.5583333333
"MD",2020,"M12",84304
"MD",2021,"M01",85416.3
"MD",2021,"M02",86528.6
"MD",2021,"M03",87640.9
"MD",2021,"M04",88753.2
"MD",2021,"M05",89865.5
"MD",2021,"M06",90977.8
"MD",2021,"M07",92090.1
"MD",2021,"M08",93202.4
"MD",2021,"M09",94314.7
"MD",2021,"M10",95427
"MD",2021,"M11",96539.3
"MD",2021,"M12",97651.6
"MD",2022,"M01",98329.6166666667
"MD",2022,"M02",99007.6333333333
"MD",2022,"M03",99685.65
"MD",2022,"M04",100363.666666667
"MD",2022,"M05",101041.683333333
"MD",2022,"M06",101719.7
"MD",2022,"M07",102397.716666667
"MD",2022,"M08",103075.733333333
"MD",2022,"M09",103753.75
"MD",2022,"M10",104431.766666667
"MD",2022,"M11",105109.783333333
"MD",2022,"M12",105787.8
"MA",2012,"M01",85541.7583333333
"MA",2012,"M02",85705.1166666667
"MA",2012,"M03",85868.475
"MA",2012,"M04",86031.8333333333
"MA",2012,"M05",86195.1916666667
"MA",2012,"M06",86358.55
"MA",2012,"M07",86521.9083333333
"MA",2012,"M08",86685.2666666667
"MA",2012,"M09",86848.625
"MA",2012,"M10",87011.9833333333
"MA",2012,"M11",87175.3416666667
"MA",2012,"M12",87338.7
"MA",2013,"M01",87505.5166666667
"MA",2013,"M02",87672.3333333333
"MA",2013,"M03",87839.15
"MA",2013,"M04",88005.9666666667
"MA",2013,"M05",88172.7833333333
"MA",2013,"M06",88339.6
"MA",2013,"M07",88506.4166666667
"MA",2013,"M08",88673.2333333333
"MA",2013,"M09",88840.05
"MA",2013,"M10",89006.8666666667
"MA",2013,"M11",89173.6833333333
"MA",2013,"M12",89340.5
"MA",2014,"M01",89582.6583333333
"MA",2014,"M02",89824.8166666667
"MA",2014,"M03",90066.975
"MA",2014,"M04",90309.1333333333
"MA",2014,"M05",90551.2916666667
"MA",2014,"M06",90793.45
"MA",2014,"M07",91035.6083333333
"MA",2014,"M08",91277.7666666667
"MA",2014,"M09",91519.925
"MA",2014,"M10",91762.0833333333
"MA",2014,"M11",92004.2416666667
"MA",2014,"M12",92246.4
"MA",2015,"M01",92371.6666666667
"MA",2015,"M02",92496.9333333333
"MA",2015,"M03",92622.2
"MA",2015,"M04",92747.4666666667
"MA",2015,"M05",92872.7333333333
"MA",2015,"M06",92998
"MA",2015,"M07",93123.2666666667
"MA",2015,"M08",93248.5333333333
"MA",2015,"M09",93373.8
"MA",2015,"M10",93499.0666666667
"MA",2015,"M11",93624.3333333333
"MA",2015,"M12",93749.6
"MA",2016,"M01",93932.9583333333
"MA",2016,"M02",94116.3166666667
"MA",2016,"M03",94299.675
"MA",2016,"M04",94483.0333333333
"MA",2016,"M05",94666.3916666667
"MA",2016,"M06",94849.75
"MA",2016,"M07",95033.1083333333
"MA",2016,"M08",95216.4666666667
"MA",2016,"M09",95399.825
"MA",2016,"M10",95583.1833333333
"MA",2016,"M11",95766.5416666667
"MA",2016,"M12",95949.9
"MA",2017,"M01",96320.7833333333
"MA",2017,"M02",96691.6666666667
"MA",2017,"M03",97062.55
"MA",2017,"M04",97433.4333333333
"MA",2017,"M05",97804.3166666667
"MA",2017,"M06",98175.2
"MA",2017,"M07",98546.0833333333
"MA",2017,"M08",98916.9666666667
"MA",2017,"M09",99287.85
"MA",2017,"M10",99658.7333333333
"MA",2017,"M11",100029.616666667
"MA",2017,"M12",100400.5
"MA",2018,"M01",100666.933333333
"MA",2018,"M02",100933.366666667
"MA",2018,"M03",101199.8
"MA",2018,"M04",101466.233333333
"MA",2018,"M05",101732.666666667
"MA",2018,"M06",101999.1
"MA",2018,"M07",102265.533333333
"MA",2018,"M08",102531.966666667
"MA",2018,"M09",102798.4
"MA",2018,"M10",103064.833333333
"MA",2018,"M11",103331.266666667
"MA",2018,"M12",103597.7
"MA",2019,"M01",103841.458333333
"MA",2019,"M02",104085.216666667
"MA",2019,"M03",104328.975
"MA",2019,"M04",104572.733333333
"MA",2019,"M05",104816.491666667
"MA",2019,"M06",105060.25
"MA",2019,"M07",105304.008333333
"MA",2019,"M08",105547.766666667
"MA",2019,"M09",105791.525
"MA",2019,"M10",106035.283333333
"MA",2019,"M11",106279.041666667
"MA",2019,"M12",106522.8
"MA",2020,"M01",106687.825
"MA",2020,"M02",106852.85
"MA",2020,"M03",107017.875
"MA",2020,"M04",107182.9
"MA",2020,"M05",107347.925
"MA",2020,"M06",107512.95
"MA",2020,"M07",107677.975
"MA",2020,"M08",107843
"MA",2020,"M09",108008.025
"MA",2020,"M10",108173.05
"MA",2020,"M11",108338.075
"MA",2020,"M12",108503.1
"MA",2021,"M01",109875.375
"MA",2021,"M02",111247.65
"MA",2021,"M03",112619.925
"MA",2021,"M04",113992.2
"MA",2021,"M05",115364.475
"MA",2021,"M06",116736.75
"MA",2021,"M07",118109.025
"MA",2021,"M08",119481.3
"MA",2021,"M09",120853.575
"MA",2021,"M10",122225.85
"MA",2021,"M11",123598.125
"MA",2021,"M12",124970.4
"MA",2022,"M01",125721.541666667
"MA",2022,"M02",126472.683333333
"MA",2022,"M03",127223.825
"MA",2022,"M04",127974.966666667
"MA",2022,"M05",128726.108333333
"MA",2022,"M06",129477.25
"MA",2022,"M07",130228.391666667
"MA",2022,"M08",130979.533333333
"MA",2022,"M09",131730.675
"MA",2022,"M10",132481.816666667
"MA",2022,"M11",133232.958333333
"MA",2022,"M12",133984.1
"MI",2012,"M01",103413.141666667
"MI",2012,"M02",103620.183333333
"MI",2012,"M03",103827.225
"MI",2012,"M04",104034.266666667
"MI",2012,"M05",104241.308333333
"MI",2012,"M06",104448.35
"MI",2012,"M07",104655.391666667
"MI",2012,"M08",104862.433333333
"MI",2012,"M09",105069.475
"MI",2012,"M10",105276.516666667
"MI",2012,"M11",105483.558333333
"MI",2012,"M12",105690.6
"MI",2013,"M01",105925.3
"MI",2013,"M02",106160
"MI",2013,"M03",106394.7
"MI",2013,"M04",106629.4
"MI",2013,"M05",106864.1
"MI",2013,"M06",107098.8
"MI",2013,"M07",107333.5
"MI",2013,"M08",107568.2
"MI",2013,"M09",107802.9
"MI",2013,"M10",108037.6
"MI",2013,"M11",108272.3
"MI",2013,"M12",108507
"MI",2014,"M01",108882.808333333
"MI",2014,"M02",109258.616666667
"MI",2014,"M03",109634.425
"MI",2014,"M04",110010.233333333
"MI",2014,"M05",110386.041666667
"MI",2014,"M06",110761.85
"MI",2014,"M07",111137.658333333
"MI",2014,"M08",111513.466666667
"MI",2014,"M09",111889.275
"MI",2014,"M10",112265.083333333
"MI",2014,"M11",112640.891666667
"MI",2014,"M12",113016.7
"MI",2015,"M01",113173.25
"MI",2015,"M02",113329.8
"MI",2015,"M03",113486.35
"MI",2015,"M04",113642.9
"MI",2015,"M05",113799.45
"MI",2015,"M06",113956
"MI",2015,"M07",114112.55
"MI",2015,"M08",114269.1
"MI",2015,"M09",114425.65
"MI",2015,"M10",114582.2
"MI",2015,"M11",114738.75
"MI",2015,"M12",114895.3
"MI",2016,"M01",115187.383333333
"MI",2016,"M02",115479.466666667
"MI",2016,"M03",115771.55
"MI",2016,"M04",116063.633333333
"MI",2016,"M05",116355.716666667
"MI",2016,"M06",116647.8
"MI",2016,"M07",116939.883333333
"MI",2016,"M08",117231.966666667
"MI",2016,"M09",117524.05
"MI",2016,"M10",117816.133333333
"MI",2016,"M11",118108.216666667
"MI",2016,"M12",118400.3
"MI",2017,"M01",118900.908333333
"MI",2017,"M02",119401.516666667
"MI",2017,"M03",119902.125
"MI",2017,"M04",120402.733333333
"MI",2017,"M05",120903.341666667
"MI",2017,"M06",121403.95
"MI",2017,"M07",121904.558333333
"MI",2017,"M08",122405.166666667
"MI",2017,"M09",122905.775
"MI",2017,"M10",123406.383333333
"MI",2017,"M11",123906.991666667
"MI",2017,"M12",124407.6
"MI",2018,"M01",124862.825
"MI",2018,"M02",125318.05
"MI",2018,"M03",125773.275
"MI",2018,"M04",126228.5
"MI",2018,"M05",126683.725
"MI",2018,"M06",127138.95
"MI",2018,"M07",127594.175
"MI",2018,"M08",128049.4
"MI",2018,"M09",128504.625
"MI",2018,"M10",128959.85
"MI",2018,"M11",129415.075
"MI",2018,"M12",129870.3
"MI",2019,"M01",130074.691666667
"MI",2019,"M02",130279.083333333
"MI",2019,"M03",130483.475
"MI",2019,"M04",130687.866666667
"MI",2019,"M05",130892.258333333
"MI",2019,"M06",131096.65
"MI",2019,"M07",131301.041666667
"MI",2019,"M08",131505.433333333
"MI",2019,"M09",131709.825
"MI",2019,"M10",131914.216666667
"MI",2019,"M11",132118.608333333
"MI",2019,"M12",132323
"MI",2020,"M01",132560.566666667
"MI",2020,"M02",132798.133333333
"MI",2020,"M03",133035.7
"MI",2020,"M04",133273.266666667
"MI",2020,"M05",133510.833333333
"MI",2020,"M06",133748.4
"MI",2020,"M07",133985.966666667
"MI",2020,"M08",134223.533333333
"MI",2020,"M09",134461.1
"MI",2020,"M10",134698.666666667
"MI",2020,"M11",134936.233333333
"MI",2020,"M12",135173.8
"MI",2021,"M01",137038.375
"MI",2021,"M02",138902.95
"MI",2021,"M03",140767.525
"MI",2021,"M04",142632.1
"MI",2021,"M05",144496.675
"MI",2021,"M06",146361.25
"MI",2021,"M07",148225.825
"MI",2021,"M08",150090.4
"MI",2021,"M09",151954.975
"MI",2021,"M10",153819.55
"MI",2021,"M11",155684.125
"MI",2021,"M12",157548.7
"MI",2022,"M01",158504.666666667
"MI",2022,"M02",159460.633333333
"MI",2022,"M03",160416.6
"MI",2022,"M04",161372.566666667
"MI",2022,"M05",162328.533333333
"MI",2022,"M06",163284.5
"MI",2022,"M07",164240.466666667
"MI",2022,"M08",165196.433333333
"MI",2022,"M09",166152.4
"MI",2022,"M10",167108.366666667
"MI",2022,"M11",168064.333333333
"MI",2022,"M12",169020.3
"MN",2012,"M01",65380.675
"MN",2012,"M02",65510.75
"MN",2012,"M03",65640.825
"MN",2012,"M04",65770.9
"MN",2012,"M05",65900.975
"MN",2012,"M06",66031.05
"MN",2012,"M07",66161.125
"MN",2012,"M08",66291.2
"MN",2012,"M09",66421.275
"MN",2012,"M10",66551.35
"MN",2012,"M11",66681.425
"MN",2012,"M12",66811.5
"MN",2013,"M01",66906.225
"MN",2013,"M02",67000.95
"MN",2013,"M03",67095.675
"MN",2013,"M04",67190.4
"MN",2013,"M05",67285.125
"MN",2013,"M06",67379.85
"MN",2013,"M07",67474.575
"MN",2013,"M08",67569.3
"MN",2013,"M09",67664.025
"MN",2013,"M10",67758.75
"MN",2013,"M11",67853.475
"MN",2013,"M12",67948.2
"MN",2014,"M01",68052.7333333333
"MN",2014,"M02",68157.2666666667
"MN",2014,"M03",68261.8
"MN",2014,"M04",68366.3333333333
"MN",2014,"M05",68470.8666666667
"MN",2014,"M06",68575.4
"MN",2014,"M07",68679.9333333333
"MN",2014,"M08",68784.4666666667
"MN",2014,"M09",68889
"MN",2014,"M10",68993.5333333333
"MN",2014,"M11",69098.0666666667
"MN",2014,"M12",69202.6
"MN",2015,"M01",69234.775
"MN",2015,"M02",69266.95
"MN",2015,"M03",69299.125
"MN",2015,"M04",69331.3
"MN",2015,"M05",69363.475
"MN",2015,"M06",69395.65
"MN",2015,"M07",69427.825
"MN",2015,"M08",69460
"MN",2015,"M09",69492.175
"MN",2015,"M10",69524.35
"MN",2015,"M11",69556.525
"MN",2015,"M12",69588.7
"MN",2016,"M01",69708.0583333333
"MN",2016,"M02",69827.4166666667
"MN",2016,"M03",69946.775
"MN",2016,"M04",70066.1333333333
"MN",2016,"M05",70185.4916666667
"MN",2016,"M06",70304.85
"MN",2016,"M07",70424.2083333333
"MN",2016,"M08",70543.5666666667
"MN",2016,"M09",70662.925
"MN",2016,"M10",70782.2833333333
"MN",2016,"M11",70901.6416666667
"MN",2016,"M12",71021
"MN",2017,"M01",71300.5166666667
"MN",2017,"M02",71580.0333333333
"MN",2017,"M03",71859.55
"MN",2017,"M04",72139.0666666667
"MN",2017,"M05",72418.5833333333
"MN",2017,"M06",72698.1
"MN",2017,"M07",72977.6166666667
"MN",2017,"M08",73257.1333333333
"MN",2017,"M09",73536.65
"MN",2017,"M10",73816.1666666667
"MN",2017,"M11",74095.6833333333
"MN",2017,"M12",74375.2
"MN",2018,"M01",74675.5083333333
"MN",2018,"M02",74975.8166666667
"MN",2018,"M03",75276.125
"MN",2018,"M04",75576.4333333333
"MN",2018,"M05",75876.7416666667
"MN",2018,"M06",76177.05
"MN",2018,"M07",76477.3583333333
"MN",2018,"M08",76777.6666666667
"MN",2018,"M09",77077.975
"MN",2018,"M10",77378.2833333333
"MN",2018,"M11",77678.5916666667
"MN",2018,"M12",77978.9
"MN",2019,"M01",78085.6
"MN",2019,"M02",78192.3
"MN",2019,"M03",78299
"MN",2019,"M04",78405.7
"MN",2019,"M05",78512.4
"MN",2019,"M06",78619.1
"MN",2019,"M07",78725.8
"MN",2019,"M08",78832.5
"MN",2019,"M09",78939.2
"MN",2019,"M10",79045.9
"MN",2019,"M11",79152.6
"MN",2019,"M12",79259.3
"MN",2020,"M01",79418.85
"MN",2020,"M02",79578.4
"MN",2020,"M03",79737.95
"MN",2020,"M04",79897.5
"MN",2020,"M05",80057.05
"MN",2020,"M06",80216.6
"MN",2020,"M07",80376.15
"MN",2020,"M08",80535.7
"MN",2020,"M09",80695.25
"MN",2020,"M10",80854.8
"MN",2020,"M11",81014.35
"MN",2020,"M12",81173.9
"MN",2021,"M01",82132.825
"MN",2021,"M02",83091.75
"MN",2021,"M03",84050.675
"MN",2021,"M04",85009.6
"MN",2021,"M05",85968.525
"MN",2021,"M06",86927.45
"MN",2021,"M07",87886.375
"MN",2021,"M08",88845.3
"MN",2021,"M09",89804.225
"MN",2021,"M10",90763.15
"MN",2021,"M11",91722.075
"MN",2021,"M12",92681
"MN",2022,"M01",93352.8666666667
"MN",2022,"M02",94024.7333333333
"MN",2022,"M03",94696.6
"MN",2022,"M04",95368.4666666667
"MN",2022,"M05",96040.3333333333
"MN",2022,"M06",96712.2
"MN",2022,"M07",97384.0666666667
"MN",2022,"M08",98055.9333333333
"MN",2022,"M09",98727.8
"MN",2022,"M10",99399.6666666667
"MN",2022,"M11",100071.533333333
"MN",2022,"M12",100743.4
"MS",2012,"M01",29854.1583333333
"MS",2012,"M02",29916.7166666667
"MS",2012,"M03",29979.275
"MS",2012,"M04",30041.8333333333
"MS",2012,"M05",30104.3916666667
"MS",2012,"M06",30166.95
"MS",2012,"M07",30229.5083333333
"MS",2012,"M08",30292.0666666667
"MS",2012,"M09",30354.625
"MS",2012,"M10",30417.1833333333
"MS",2012,"M11",30479.7416666667
"MS",2012,"M12",30542.3
"MS",2013,"M01",30604.975
"MS",2013,"M02",30667.65
"MS",2013,"M03",30730.325
"MS",2013,"M04",30793
"MS",2013,"M05",30855.675
"MS",2013,"M06",30918.35
"MS",2013,"M07",30981.025
"MS",2013,"M08",31043.7
"MS",2013,"M09",31106.375
"MS",2013,"M10",31169.05
"MS",2013,"M11",31231.725
"MS",2013,"M12",31294.4
"MS",2014,"M01",31368.075
"MS",2014,"M02",31441.75
"MS",2014,"M03",31515.425
"MS",2014,"M04",31589.1
"MS",2014,"M05",31662.775
"MS",2014,"M06",31736.45
"MS",2014,"M07",31810.125
"MS",2014,"M08",31883.8
"MS",2014,"M09",31957.475
"MS",2014,"M10",32031.15
"MS",2014,"M11",32104.825
"MS",2014,"M12",32178.5
"MS",2015,"M01",32181.7666666667
"MS",2015,"M02",32185.0333333333
"MS",2015,"M03",32188.3
"MS",2015,"M04",32191.5666666667
"MS",2015,"M05",32194.8333333333
"MS",2015,"M06",32198.1
"MS",2015,"M07",32201.3666666667
"MS",2015,"M08",32204.6333333333
"MS",2015,"M09",32207.9
"MS",2015,"M10",32211.1666666667
"MS",2015,"M11",32214.4333333333
"MS",2015,"M12",32217.7
"MS",2016,"M01",32252.1666666667
"MS",2016,"M02",32286.6333333333
"MS",2016,"M03",32321.1
"MS",2016,"M04",32355.5666666667
"MS",2016,"M05",32390.0333333333
"MS",2016,"M06",32424.5
"MS",2016,"M07",32458.9666666667
"MS",2016,"M08",32493.4333333333
"MS",2016,"M09",32527.9
"MS",2016,"M10",32562.3666666667
"MS",2016,"M11",32596.8333333333
"MS",2016,"M12",32631.3
"MS",2017,"M01",32708.4416666667
"MS",2017,"M02",32785.5833333333
"MS",2017,"M03",32862.725
"MS",2017,"M04",32939.8666666667
"MS",2017,"M05",33017.0083333333
"MS",2017,"M06",33094.15
"MS",2017,"M07",33171.2916666667
"MS",2017,"M08",33248.4333333333
"MS",2017,"M09",33325.575
"MS",2017,"M10",33402.7166666667
"MS",2017,"M11",33479.8583333333
"MS",2017,"M12",33557
"MS",2018,"M01",33642.7416666667
"MS",2018,"M02",33728.4833333333
"MS",2018,"M03",33814.225
"MS",2018,"M04",33899.9666666667
"MS",2018,"M05",33985.7083333333
"MS",2018,"M06",34071.45
"MS",2018,"M07",34157.1916666667
"MS",2018,"M08",34242.9333333333
"MS",2018,"M09",34328.675
"MS",2018,"M10",34414.4166666667
"MS",2018,"M11",34500.1583333333
"MS",2018,"M12",34585.9
"MS",2019,"M01",34614.2583333333
"MS",2019,"M02",34642.6166666667
"MS",2019,"M03",34670.975
"MS",2019,"M04",34699.3333333333
"MS",2019,"M05",34727.6916666667
"MS",2019,"M06",34756.05
"MS",2019,"M07",34784.4083333333
"MS",2019,"M08",34812.7666666667
"MS",2019,"M09",34841.125
"MS",2019,"M10",34869.4833333333
"MS",2019,"M11",34897.8416666667
"MS",2019,"M12",34926.2
"MS",2020,"M01",35079.4166666667
"MS",2020,"M02",35232.6333333333
"MS",2020,"M03",35385.85
"MS",2020,"M04",35539.0666666667
"MS",2020,"M05",35692.2833333333
"MS",2020,"M06",35845.5
"MS",2020,"M07",35998.7166666667
"MS",2020,"M08",36151.9333333333
"MS",2020,"M09",36305.15
"MS",2020,"M10",36458.3666666667
"MS",2020,"M11",36611.5833333333
"MS",2020,"M12",36764.8
"MS",2021,"M01",37220.3416666667
"MS",2021,"M02",37675.8833333333
"MS",2021,"M03",38131.425
"MS",2021,"M04",38586.9666666667
"MS",2021,"M05",39042.5083333333
"MS",2021,"M06",39498.05
"MS",2021,"M07",39953.5916666667
"MS",2021,"M08",40409.1333333333
"MS",2021,"M09",40864.675
"MS",2021,"M10",41320.2166666667
"MS",2021,"M11",41775.7583333333
"MS",2021,"M12",42231.3
"MS",2022,"M01",42496.5083333333
"MS",2022,"M02",42761.7166666667
"MS",2022,"M03",43026.925
"MS",2022,"M04",43292.1333333333
"MS",2022,"M05",43557.3416666667
"MS",2022,"M06",43822.55
"MS",2022,"M07",44087.7583333333
"MS",2022,"M08",44352.9666666667
"MS",2022,"M09",44618.175
"MS",2022,"M10",44883.3833333333
"MS",2022,"M11",45148.5916666667
"MS",2022,"M12",45413.8
"MO",2012,"M01",69481.65
"MO",2012,"M02",69639.9
"MO",2012,"M03",69798.15
"MO",2012,"M04",69956.4
"MO",2012,"M05",70114.65
"MO",2012,"M06",70272.9
"MO",2012,"M07",70431.15
"MO",2012,"M08",70589.4
"MO",2012,"M09",70747.65
"MO",2012,"M10",70905.9
"MO",2012,"M11",71064.15
"MO",2012,"M12",71222.4
"MO",2013,"M01",71253.3916666667
"MO",2013,"M02",71284.3833333333
"MO",2013,"M03",71315.375
"MO",2013,"M04",71346.3666666667
"MO",2013,"M05",71377.3583333333
"MO",2013,"M06",71408.35
"MO",2013,"M07",71439.3416666667
"MO",2013,"M08",71470.3333333333
"MO",2013,"M09",71501.325
"MO",2013,"M10",71532.3166666667
"MO",2013,"M11",71563.3083333333
"MO",2013,"M12",71594.3
"MO",2014,"M01",71715.425
"MO",2014,"M02",71836.55
"MO",2014,"M03",71957.675
"MO",2014,"M04",72078.8
"MO",2014,"M05",72199.925
"MO",2014,"M06",72321.05
"MO",2014,"M07",72442.175
"MO",2014,"M08",72563.3
"MO",2014,"M09",72684.425
"MO",2014,"M10",72805.55
