"State","Year","Period","S_Consumption"
"MO",2017,"M12",158336.9
"MO",2018,"M01",158902.775
"MO",2018,"M02",159468.65
"MO",2018,"M03",160034.525
"MO",2018,"M04",160600.4
"MO",2018,"M05",161166.275
"MO",2018,"M06",161732.15
"MO",2018,"M07",162298.025
"MO",2018,"M08",162863.9
"MO",2018,"M09",163429.775
"MO",2018,"M10",163995.65
"MO",2018,"M11",164561.525
"MO",2018,"M12",165127.4
"MO",2019,"M01",165491.158333333
"MO",2019,"M02",165854.916666667
"MO",2019,"M03",166218.675
"MO",2019,"M04",166582.433333333
"MO",2019,"M05",166946.191666667
"MO",2019,"M06",167309.95
"MO",2019,"M07",167673.708333333
"MO",2019,"M08",168037.466666667
"MO",2019,"M09",168401.225
"MO",2019,"M10",168764.983333333
"MO",2019,"M11",169128.741666667
"MO",2019,"M12",169492.5
"MO",2020,"M01",169027.416666667
"MO",2020,"M02",168562.333333333
"MO",2020,"M03",168097.25
"MO",2020,"M04",167632.166666667
"MO",2020,"M05",167167.083333333
"MO",2020,"M06",166702
"MO",2020,"M07",166236.916666667
"MO",2020,"M08",165771.833333333
"MO",2020,"M09",165306.75
"MO",2020,"M10",164841.666666667
"MO",2020,"M11",164376.583333333
"MO",2020,"M12",163911.5
"MO",2021,"M01",165128.075
"MO",2021,"M02",166344.65
"MO",2021,"M03",167561.225
"MO",2021,"M04",168777.8
"MO",2021,"M05",169994.375
"MO",2021,"M06",171210.95
"MO",2021,"M07",172427.525
"MO",2021,"M08",173644.1
"MO",2021,"M09",174860.675
"MO",2021,"M10",176077.25
"MO",2021,"M11",177293.825
"MO",2021,"M12",178510.4
"MO",2022,"M01",179724.766666667
"MO",2022,"M02",180939.133333333
"MO",2022,"M03",182153.5
"MO",2022,"M04",183367.866666667
"MO",2022,"M05",184582.233333333
"MO",2022,"M06",185796.6
"MO",2022,"M07",187010.966666667
"MO",2022,"M08",188225.333333333
"MO",2022,"M09",189439.7
"MO",2022,"M10",190654.066666667
"MO",2022,"M11",191868.433333333
"MO",2022,"M12",193082.8
"MT",2012,"M01",21954.625
"MT",2012,"M02",22006.25
"MT",2012,"M03",22057.875
"MT",2012,"M04",22109.5
"MT",2012,"M05",22161.125
"MT",2012,"M06",22212.75
"MT",2012,"M07",22264.375
"MT",2012,"M08",22316
"MT",2012,"M09",22367.625
"MT",2012,"M10",22419.25
"MT",2012,"M11",22470.875
"MT",2012,"M12",22522.5
"MT",2013,"M01",22600.9333333333
"MT",2013,"M02",22679.3666666667
"MT",2013,"M03",22757.8
"MT",2013,"M04",22836.2333333333
"MT",2013,"M05",22914.6666666667
"MT",2013,"M06",22993.1
"MT",2013,"M07",23071.5333333333
"MT",2013,"M08",23149.9666666667
"MT",2013,"M09",23228.4
"MT",2013,"M10",23306.8333333333
"MT",2013,"M11",23385.2666666667
"MT",2013,"M12",23463.7
"MT",2014,"M01",23573.6583333333
"MT",2014,"M02",23683.6166666667
"MT",2014,"M03",23793.575
"MT",2014,"M04",23903.5333333333
"MT",2014,"M05",24013.4916666667
"MT",2014,"M06",24123.45
"MT",2014,"M07",24233.4083333333
"MT",2014,"M08",24343.3666666667
"MT",2014,"M09",24453.325
"MT",2014,"M10",24563.2833333333
"MT",2014,"M11",24673.2416666667
"MT",2014,"M12",24783.2
"MT",2015,"M01",24850.6833333333
"MT",2015,"M02",24918.1666666667
"MT",2015,"M03",24985.65
"MT",2015,"M04",25053.1333333333
"MT",2015,"M05",25120.6166666667
"MT",2015,"M06",25188.1
"MT",2015,"M07",25255.5833333333
"MT",2015,"M08",25323.0666666667
"MT",2015,"M09",25390.55
"MT",2015,"M10",25458.0333333333
"MT",2015,"M11",25525.5166666667
"MT",2015,"M12",25593
"MT",2016,"M01",25657.3666666667
"MT",2016,"M02",25721.7333333333
"MT",2016,"M03",25786.1
"MT",2016,"M04",25850.4666666667
"MT",2016,"M05",25914.8333333333
"MT",2016,"M06",25979.2
"MT",2016,"M07",26043.5666666667
"MT",2016,"M08",26107.9333333333
"MT",2016,"M09",26172.3
"MT",2016,"M10",26236.6666666667
"MT",2016,"M11",26301.0333333333
"MT",2016,"M12",26365.4
"MT",2017,"M01",26486.95
"MT",2017,"M02",26608.5
"MT",2017,"M03",26730.05
"MT",2017,"M04",26851.6
"MT",2017,"M05",26973.15
"MT",2017,"M06",27094.7
"MT",2017,"M07",27216.25
"MT",2017,"M08",27337.8
"MT",2017,"M09",27459.35
"MT",2017,"M10",27580.9
"MT",2017,"M11",27702.45
"MT",2017,"M12",27824
"MT",2018,"M01",27964.6916666667
"MT",2018,"M02",28105.3833333333
"MT",2018,"M03",28246.075
"MT",2018,"M04",28386.7666666667
"MT",2018,"M05",28527.4583333333
"MT",2018,"M06",28668.15
"MT",2018,"M07",28808.8416666667
"MT",2018,"M08",28949.5333333333
"MT",2018,"M09",29090.225
"MT",2018,"M10",29230.9166666667
"MT",2018,"M11",29371.6083333333
"MT",2018,"M12",29512.3
"MT",2019,"M01",29612.0333333333
"MT",2019,"M02",29711.7666666667
"MT",2019,"M03",29811.5
"MT",2019,"M04",29911.2333333333
"MT",2019,"M05",30010.9666666667
"MT",2019,"M06",30110.7
"MT",2019,"M07",30210.4333333333
"MT",2019,"M08",30310.1666666667
"MT",2019,"M09",30409.9
"MT",2019,"M10",30509.6333333333
"MT",2019,"M11",30609.3666666667
"MT",2019,"M12",30709.1
"MT",2020,"M01",30625.325
"MT",2020,"M02",30541.55
"MT",2020,"M03",30457.775
"MT",2020,"M04",30374
"MT",2020,"M05",30290.225
"MT",2020,"M06",30206.45
"MT",2020,"M07",30122.675
"MT",2020,"M08",30038.9
"MT",2020,"M09",29955.125
"MT",2020,"M10",29871.35
"MT",2020,"M11",29787.575
"MT",2020,"M12",29703.8
"MT",2021,"M01",30056.8833333333
"MT",2021,"M02",30409.9666666667
"MT",2021,"M03",30763.05
"MT",2021,"M04",31116.1333333333
"MT",2021,"M05",31469.2166666667
"MT",2021,"M06",31822.3
"MT",2021,"M07",32175.3833333333
"MT",2021,"M08",32528.4666666667
"MT",2021,"M09",32881.55
"MT",2021,"M10",33234.6333333333
"MT",2021,"M11",33587.7166666667
"MT",2021,"M12",33940.8
"MT",2022,"M01",34210.025
"MT",2022,"M02",34479.25
"MT",2022,"M03",34748.475
"MT",2022,"M04",35017.7
"MT",2022,"M05",35286.925
"MT",2022,"M06",35556.15
"MT",2022,"M07",35825.375
"MT",2022,"M08",36094.6
"MT",2022,"M09",36363.825
"MT",2022,"M10",36633.05
"MT",2022,"M11",36902.275
"MT",2022,"M12",37171.5
"NE",2012,"M01",39897.9416666667
"NE",2012,"M02",40013.1833333333
"NE",2012,"M03",40128.425
"NE",2012,"M04",40243.6666666667
"NE",2012,"M05",40358.9083333333
"NE",2012,"M06",40474.15
"NE",2012,"M07",40589.3916666667
"NE",2012,"M08",40704.6333333333
"NE",2012,"M09",40819.875
"NE",2012,"M10",40935.1166666667
"NE",2012,"M11",41050.3583333333
"NE",2012,"M12",41165.6
"NE",2013,"M01",41249.8583333333
"NE",2013,"M02",41334.1166666667
"NE",2013,"M03",41418.375
"NE",2013,"M04",41502.6333333333
"NE",2013,"M05",41586.8916666667
"NE",2013,"M06",41671.15
"NE",2013,"M07",41755.4083333333
"NE",2013,"M08",41839.6666666667
"NE",2013,"M09",41923.925
"NE",2013,"M10",42008.1833333333
"NE",2013,"M11",42092.4416666667
"NE",2013,"M12",42176.7
"NE",2014,"M01",42346.0916666667
"NE",2014,"M02",42515.4833333333
"NE",2014,"M03",42684.875
"NE",2014,"M04",42854.2666666667
"NE",2014,"M05",43023.6583333333
"NE",2014,"M06",43193.05
"NE",2014,"M07",43362.4416666667
"NE",2014,"M08",43531.8333333333
"NE",2014,"M09",43701.225
"NE",2014,"M10",43870.6166666667
"NE",2014,"M11",44040.0083333333
"NE",2014,"M12",44209.4
"NE",2015,"M01",44372.875
"NE",2015,"M02",44536.35
"NE",2015,"M03",44699.825
"NE",2015,"M04",44863.3
"NE",2015,"M05",45026.775
"NE",2015,"M06",45190.25
"NE",2015,"M07",45353.725
"NE",2015,"M08",45517.2
"NE",2015,"M09",45680.675
"NE",2015,"M10",45844.15
"NE",2015,"M11",46007.625
"NE",2015,"M12",46171.1
"NE",2016,"M01",46333.8666666667
"NE",2016,"M02",46496.6333333333
"NE",2016,"M03",46659.4
"NE",2016,"M04",46822.1666666667
"NE",2016,"M05",46984.9333333333
"NE",2016,"M06",47147.7
"NE",2016,"M07",47310.4666666667
"NE",2016,"M08",47473.2333333333
"NE",2016,"M09",47636
"NE",2016,"M10",47798.7666666667
"NE",2016,"M11",47961.5333333333
"NE",2016,"M12",48124.3
"NE",2017,"M01",48271.3
"NE",2017,"M02",48418.3
"NE",2017,"M03",48565.3
"NE",2017,"M04",48712.3
"NE",2017,"M05",48859.3
"NE",2017,"M06",49006.3
"NE",2017,"M07",49153.3
"NE",2017,"M08",49300.3
"NE",2017,"M09",49447.3
"NE",2017,"M10",49594.3
"NE",2017,"M11",49741.3
"NE",2017,"M12",49888.3
"NE",2018,"M01",50040.325
"NE",2018,"M02",50192.35
"NE",2018,"M03",50344.375
"NE",2018,"M04",50496.4
"NE",2018,"M05",50648.425
"NE",2018,"M06",50800.45
"NE",2018,"M07",50952.475
"NE",2018,"M08",51104.5
"NE",2018,"M09",51256.525
"NE",2018,"M10",51408.55
"NE",2018,"M11",51560.575
"NE",2018,"M12",51712.6
"NE",2019,"M01",51861.1583333333
"NE",2019,"M02",52009.7166666667
"NE",2019,"M03",52158.275
"NE",2019,"M04",52306.8333333333
"NE",2019,"M05",52455.3916666667
"NE",2019,"M06",52603.95
"NE",2019,"M07",52752.5083333333
"NE",2019,"M08",52901.0666666667
"NE",2019,"M09",53049.625
"NE",2019,"M10",53198.1833333333
"NE",2019,"M11",53346.7416666667
"NE",2019,"M12",53495.3
"NE",2020,"M01",53351.85
"NE",2020,"M02",53208.4
"NE",2020,"M03",53064.95
"NE",2020,"M04",52921.5
"NE",2020,"M05",52778.05
"NE",2020,"M06",52634.6
"NE",2020,"M07",52491.15
"NE",2020,"M08",52347.7
"NE",2020,"M09",52204.25
"NE",2020,"M10",52060.8
"NE",2020,"M11",51917.35
"NE",2020,"M12",51773.9
"NE",2021,"M01",52227.2833333333
"NE",2021,"M02",52680.6666666667
"NE",2021,"M03",53134.05
"NE",2021,"M04",53587.4333333333
"NE",2021,"M05",54040.8166666667
"NE",2021,"M06",54494.2
"NE",2021,"M07",54947.5833333333
"NE",2021,"M08",55400.9666666667
"NE",2021,"M09",55854.35
"NE",2021,"M10",56307.7333333333
"NE",2021,"M11",56761.1166666667
"NE",2021,"M12",57214.5
"NE",2022,"M01",57661.3666666667
"NE",2022,"M02",58108.2333333333
"NE",2022,"M03",58555.1
"NE",2022,"M04",59001.9666666667
"NE",2022,"M05",59448.8333333333
"NE",2022,"M06",59895.7
"NE",2022,"M07",60342.5666666667
"NE",2022,"M08",60789.4333333333
"NE",2022,"M09",61236.3
"NE",2022,"M10",61683.1666666667
"NE",2022,"M11",62130.0333333333
"NE",2022,"M12",62576.9
"NV",2012,"M01",59538.8416666667
"NV",2012,"M02",59658.3833333333
"NV",2012,"M03",59777.925
"NV",2012,"M04",59897.4666666667
"NV",2012,"M05",60017.0083333333
"NV",2012,"M06",60136.55
"NV",2012,"M07",60256.0916666667
"NV",2012,"M08",60375.6333333333
"NV",2012,"M09",60495.175
"NV",2012,"M10",60614.7166666667
"NV",2012,"M11",60734.2583333333
"NV",2012,"M12",60853.8
"NV",2013,"M01",61001.9166666667
"NV",2013,"M02",61150.0333333333
"NV",2013,"M03",61298.15
"NV",2013,"M04",61446.2666666667
"NV",2013,"M05",61594.3833333333
"NV",2013,"M06",61742.5
"NV",2013,"M07",61890.6166666667
"NV",2013,"M08",62038.7333333333
"NV",2013,"M09",62186.85
"NV",2013,"M10",62334.9666666667
"NV",2013,"M11",62483.0833333333
"NV",2013,"M12",62631.2
"NV",2014,"M01",62838.8916666667
"NV",2014,"M02",63046.5833333333
"NV",2014,"M03",63254.275
"NV",2014,"M04",63461.9666666667
"NV",2014,"M05",63669.6583333333
"NV",2014,"M06",63877.35
"NV",2014,"M07",64085.0416666667
"NV",2014,"M08",64292.7333333333
"NV",2014,"M09",64500.425
"NV",2014,"M10",64708.1166666667
"NV",2014,"M11",64915.8083333333
"NV",2014,"M12",65123.5
"NV",2015,"M01",65390.9416666667
"NV",2015,"M02",65658.3833333333
"NV",2015,"M03",65925.825
"NV",2015,"M04",66193.2666666667
"NV",2015,"M05",66460.7083333333
"NV",2015,"M06",66728.15
"NV",2015,"M07",66995.5916666667
"NV",2015,"M08",67263.0333333333
"NV",2015,"M09",67530.475
"NV",2015,"M10",67797.9166666667
"NV",2015,"M11",68065.3583333333
"NV",2015,"M12",68332.8
"NV",2016,"M01",68649.7083333333
"NV",2016,"M02",68966.6166666667
"NV",2016,"M03",69283.525
"NV",2016,"M04",69600.4333333333
"NV",2016,"M05",69917.3416666667
"NV",2016,"M06",70234.25
"NV",2016,"M07",70551.1583333333
"NV",2016,"M08",70868.0666666667
"NV",2016,"M09",71184.975
"NV",2016,"M10",71501.8833333333
"NV",2016,"M11",71818.7916666667
"NV",2016,"M12",72135.7
"NV",2017,"M01",72518.7166666667
"NV",2017,"M02",72901.7333333333
"NV",2017,"M03",73284.75
"NV",2017,"M04",73667.7666666667
"NV",2017,"M05",74050.7833333333
"NV",2017,"M06",74433.8
"NV",2017,"M07",74816.8166666667
"NV",2017,"M08",75199.8333333333
"NV",2017,"M09",75582.85
"NV",2017,"M10",75965.8666666667
"NV",2017,"M11",76348.8833333333
"NV",2017,"M12",76731.9
"NV",2018,"M01",77127.05
"NV",2018,"M02",77522.2
"NV",2018,"M03",77917.35
"NV",2018,"M04",78312.5
"NV",2018,"M05",78707.65
"NV",2018,"M06",79102.8
"NV",2018,"M07",79497.95
"NV",2018,"M08",79893.1
"NV",2018,"M09",80288.25
"NV",2018,"M10",80683.4
"NV",2018,"M11",81078.55
"NV",2018,"M12",81473.7
"NV",2019,"M01",81837.4583333333
"NV",2019,"M02",82201.2166666667
"NV",2019,"M03",82564.975
"NV",2019,"M04",82928.7333333333
"NV",2019,"M05",83292.4916666667
"NV",2019,"M06",83656.25
"NV",2019,"M07",84020.0083333333
"NV",2019,"M08",84383.7666666667
"NV",2019,"M09",84747.525
"NV",2019,"M10",85111.2833333333
"NV",2019,"M11",85475.0416666667
"NV",2019,"M12",85838.8
"NV",2020,"M01",85567.9583333333
"NV",2020,"M02",85297.1166666667
"NV",2020,"M03",85026.275
"NV",2020,"M04",84755.4333333333
"NV",2020,"M05",84484.5916666667
"NV",2020,"M06",84213.75
"NV",2020,"M07",83942.9083333333
"NV",2020,"M08",83672.0666666667
"NV",2020,"M09",83401.225
"NV",2020,"M10",83130.3833333333
"NV",2020,"M11",82859.5416666667
"NV",2020,"M12",82588.7
"NV",2021,"M01",83444.2416666667
"NV",2021,"M02",84299.7833333333
"NV",2021,"M03",85155.325
"NV",2021,"M04",86010.8666666667
"NV",2021,"M05",86866.4083333333
"NV",2021,"M06",87721.95
"NV",2021,"M07",88577.4916666667
"NV",2021,"M08",89433.0333333333
"NV",2021,"M09",90288.575
"NV",2021,"M10",91144.1166666667
"NV",2021,"M11",91999.6583333333
"NV",2021,"M12",92855.2
"NV",2022,"M01",93745.175
"NV",2022,"M02",94635.15
"NV",2022,"M03",95525.125
"NV",2022,"M04",96415.1
"NV",2022,"M05",97305.075
"NV",2022,"M06",98195.05
"NV",2022,"M07",99085.025
"NV",2022,"M08",99975
"NV",2022,"M09",100864.975
"NV",2022,"M10",101754.95
"NV",2022,"M11",102644.925
"NV",2022,"M12",103534.9
"NH",2012,"M01",37769.9166666667
"NH",2012,"M02",37859.7333333333
"NH",2012,"M03",37949.55
"NH",2012,"M04",38039.3666666667
"NH",2012,"M05",38129.1833333333
"NH",2012,"M06",38219
"NH",2012,"M07",38308.8166666667
"NH",2012,"M08",38398.6333333333
"NH",2012,"M09",38488.45
"NH",2012,"M10",38578.2666666667
"NH",2012,"M11",38668.0833333333
"NH",2012,"M12",38757.9
"NH",2013,"M01",38829.4916666667
"NH",2013,"M02",38901.0833333333
"NH",2013,"M03",38972.675
"NH",2013,"M04",39044.2666666667
"NH",2013,"M05",39115.8583333333
"NH",2013,"M06",39187.45
"NH",2013,"M07",39259.0416666667
"NH",2013,"M08",39330.6333333333
"NH",2013,"M09",39402.225
"NH",2013,"M10",39473.8166666667
"NH",2013,"M11",39545.4083333333
"NH",2013,"M12",39617
"NH",2014,"M01",39664.7916666667
"NH",2014,"M02",39712.5833333333
"NH",2014,"M03",39760.375
"NH",2014,"M04",39808.1666666667
"NH",2014,"M05",39855.9583333333
"NH",2014,"M06",39903.75
"NH",2014,"M07",39951.5416666667
"NH",2014,"M08",39999.3333333333
"NH",2014,"M09",40047.125
"NH",2014,"M10",40094.9166666667
"NH",2014,"M11",40142.7083333333
"NH",2014,"M12",40190.5
"NH",2015,"M01",40375.5583333333
"NH",2015,"M02",40560.6166666667
"NH",2015,"M03",40745.675
"NH",2015,"M04",40930.7333333333
"NH",2015,"M05",41115.7916666667
"NH",2015,"M06",41300.85
"NH",2015,"M07",41485.9083333333
"NH",2015,"M08",41670.9666666667
"NH",2015,"M09",41856.025
"NH",2015,"M10",42041.0833333333
"NH",2015,"M11",42226.1416666667
"NH",2015,"M12",42411.2
"NH",2016,"M01",42516.9416666667
"NH",2016,"M02",42622.6833333333
"NH",2016,"M03",42728.425
"NH",2016,"M04",42834.1666666667
"NH",2016,"M05",42939.9083333333
"NH",2016,"M06",43045.65
"NH",2016,"M07",43151.3916666667
"NH",2016,"M08",43257.1333333333
"NH",2016,"M09",43362.875
"NH",2016,"M10",43468.6166666667
"NH",2016,"M11",43574.3583333333
"NH",2016,"M12",43680.1
"NH",2017,"M01",43896.1666666667
"NH",2017,"M02",44112.2333333333
"NH",2017,"M03",44328.3
"NH",2017,"M04",44544.3666666667
"NH",2017,"M05",44760.4333333333
"NH",2017,"M06",44976.5
"NH",2017,"M07",45192.5666666667
"NH",2017,"M08",45408.6333333333
"NH",2017,"M09",45624.7
"NH",2017,"M10",45840.7666666667
"NH",2017,"M11",46056.8333333333
"NH",2017,"M12",46272.9
"NH",2018,"M01",46403.45
"NH",2018,"M02",46534
"NH",2018,"M03",46664.55
"NH",2018,"M04",46795.1
"NH",2018,"M05",46925.65
"NH",2018,"M06",47056.2
"NH",2018,"M07",47186.75
"NH",2018,"M08",47317.3
"NH",2018,"M09",47447.85
"NH",2018,"M10",47578.4
"NH",2018,"M11",47708.95
"NH",2018,"M12",47839.5
"NH",2019,"M01",47969.6583333333
"NH",2019,"M02",48099.8166666667
"NH",2019,"M03",48229.975
"NH",2019,"M04",48360.1333333333
"NH",2019,"M05",48490.2916666667
"NH",2019,"M06",48620.45
"NH",2019,"M07",48750.6083333333
"NH",2019,"M08",48880.7666666667
"NH",2019,"M09",49010.925
"NH",2019,"M10",49141.0833333333
"NH",2019,"M11",49271.2416666667
"NH",2019,"M12",49401.4
"NH",2020,"M01",49299.2916666667
"NH",2020,"M02",49197.1833333333
"NH",2020,"M03",49095.075
"NH",2020,"M04",48992.9666666667
"NH",2020,"M05",48890.8583333333
"NH",2020,"M06",48788.75
"NH",2020,"M07",48686.6416666667
"NH",2020,"M08",48584.5333333333
"NH",2020,"M09",48482.425
"NH",2020,"M10",48380.3166666667
"NH",2020,"M11",48278.2083333333
"NH",2020,"M12",48176.1
"NH",2021,"M01",48524.1833333333
"NH",2021,"M02",48872.2666666667
"NH",2021,"M03",49220.35
"NH",2021,"M04",49568.4333333333
"NH",2021,"M05",49916.5166666667
"NH",2021,"M06",50264.6
"NH",2021,"M07",50612.6833333333
"NH",2021,"M08",50960.7666666667
"NH",2021,"M09",51308.85
"NH",2021,"M10",51656.9333333333
"NH",2021,"M11",52005.0166666667
"NH",2021,"M12",52353.1
"NH",2022,"M01",52665.8
"NH",2022,"M02",52978.5
"NH",2022,"M03",53291.2
"NH",2022,"M04",53603.9
"NH",2022,"M05",53916.6
"NH",2022,"M06",54229.3
"NH",2022,"M07",54542
"NH",2022,"M08",54854.7
"NH",2022,"M09",55167.4
"NH",2022,"M10",55480.1
"NH",2022,"M11",55792.8
"NH",2022,"M12",56105.5
"NJ",2012,"M01",245818.466666667
"NJ",2012,"M02",246517.833333333
"NJ",2012,"M03",247217.2
"NJ",2012,"M04",247916.566666667
"NJ",2012,"M05",248615.933333333
"NJ",2012,"M06",249315.3
"NJ",2012,"M07",250014.666666667
"NJ",2012,"M08",250714.033333333
"NJ",2012,"M09",251413.4
"NJ",2012,"M10",252112.766666667
"NJ",2012,"M11",252812.133333333
"NJ",2012,"M12",253511.5
"NJ",2013,"M01",254013.491666667
"NJ",2013,"M02",254515.483333333
"NJ",2013,"M03",255017.475
"NJ",2013,"M04",255519.466666667
"NJ",2013,"M05",256021.458333333
"NJ",2013,"M06",256523.45
"NJ",2013,"M07",257025.441666667
"NJ",2013,"M08",257527.433333333
"NJ",2013,"M09",258029.425
"NJ",2013,"M10",258531.416666667
"NJ",2013,"M11",259033.408333333
"NJ",2013,"M12",259535.4
"NJ",2014,"M01",260338.216666667
"NJ",2014,"M02",261141.033333333
"NJ",2014,"M03",261943.85
"NJ",2014,"M04",262746.666666667
"NJ",2014,"M05",263549.483333333
"NJ",2014,"M06",264352.3
"NJ",2014,"M07",265155.116666667
"NJ",2014,"M08",265957.933333333
"NJ",2014,"M09",266760.75
"NJ",2014,"M10",267563.566666667
"NJ",2014,"M11",268366.383333333
"NJ",2014,"M12",269169.2
"NJ",2015,"M01",269843.766666667
"NJ",2015,"M02",270518.333333333
"NJ",2015,"M03",271192.9
"NJ",2015,"M04",271867.466666667
"NJ",2015,"M05",272542.033333333
"NJ",2015,"M06",273216.6
"NJ",2015,"M07",273891.166666667
"NJ",2015,"M08",274565.733333333
"NJ",2015,"M09",275240.3
"NJ",2015,"M10",275914.866666667
"NJ",2015,"M11",276589.433333333
"NJ",2015,"M12",277264
"NJ",2016,"M01",278215.408333333
"NJ",2016,"M02",279166.816666667
"NJ",2016,"M03",280118.225
"NJ",2016,"M04",281069.633333333
"NJ",2016,"M05",282021.041666667
"NJ",2016,"M06",282972.45
"NJ",2016,"M07",283923.858333333
"NJ",2016,"M08",284875.266666667
"NJ",2016,"M09",285826.675
"NJ",2016,"M10",286778.083333333
"NJ",2016,"M11",287729.491666667
"NJ",2016,"M12",288680.9
"NJ",2017,"M01",289497.75
"NJ",2017,"M02",290314.6
"NJ",2017,"M03",291131.45
"NJ",2017,"M04",291948.3
"NJ",2017,"M05",292765.15
"NJ",2017,"M06",293582
"NJ",2017,"M07",294398.85
"NJ",2017,"M08",295215.7
"NJ",2017,"M09",296032.55
"NJ",2017,"M10",296849.4
"NJ",2017,"M11",297666.25
"NJ",2017,"M12",298483.1
"NJ",2018,"M01",299537
"NJ",2018,"M02",300590.9
"NJ",2018,"M03",301644.8
"NJ",2018,"M04",302698.7
"NJ",2018,"M05",303752.6
"NJ",2018,"M06",304806.5
"NJ",2018,"M07",305860.4
"NJ",2018,"M08",306914.3
"NJ",2018,"M09",307968.2
"NJ",2018,"M10",309022.1
"NJ",2018,"M11",310076
"NJ",2018,"M12",311129.9
"NJ",2019,"M01",312105.1
"NJ",2019,"M02",313080.3
"NJ",2019,"M03",314055.5
"NJ",2019,"M04",315030.7
"NJ",2019,"M05",316005.9
"NJ",2019,"M06",316981.1
"NJ",2019,"M07",317956.3
"NJ",2019,"M08",318931.5
"NJ",2019,"M09",319906.7
"NJ",2019,"M10",320881.9
"NJ",2019,"M11",321857.1
"NJ",2019,"M12",322832.3
"NJ",2020,"M01",321823.95
"NJ",2020,"M02",320815.6
"NJ",2020,"M03",319807.25
"NJ",2020,"M04",318798.9
"NJ",2020,"M05",317790.55
"NJ",2020,"M06",316782.2
"NJ",2020,"M07",315773.85
"NJ",2020,"M08",314765.5
"NJ",2020,"M09",313757.15
"NJ",2020,"M10",312748.8
"NJ",2020,"M11",311740.45
"NJ",2020,"M12",310732.1
"NJ",2021,"M01",313615.9
"NJ",2021,"M02",316499.7
"NJ",2021,"M03",319383.5
"NJ",2021,"M04",322267.3
"NJ",2021,"M05",325151.1
"NJ",2021,"M06",328034.9
"NJ",2021,"M07",330918.7
"NJ",2021,"M08",333802.5
"NJ",2021,"M09",336686.3
"NJ",2021,"M10",339570.1
"NJ",2021,"M11",342453.9
"NJ",2021,"M12",345337.7
"NJ",2022,"M01",347983.533333333
"NJ",2022,"M02",350629.366666667
"NJ",2022,"M03",353275.2
"NJ",2022,"M04",355921.033333333
"NJ",2022,"M05",358566.866666667
"NJ",2022,"M06",361212.7
"NJ",2022,"M07",363858.533333333
"NJ",2022,"M08",366504.366666667
"NJ",2022,"M09",369150.2
"NJ",2022,"M10",371796.033333333
"NJ",2022,"M11",374441.866666667
"NJ",2022,"M12",377087.7
"NM",2012,"M01",40218.875
"NM",2012,"M02",40269.05
"NM",2012,"M03",40319.225
"NM",2012,"M04",40369.4
"NM",2012,"M05",40419.575
"NM",2012,"M06",40469.75
"NM",2012,"M07",40519.925
"NM",2012,"M08",40570.1
"NM",2012,"M09",40620.275
"NM",2012,"M10",40670.45
"NM",2012,"M11",40720.625
"NM",2012,"M12",40770.8
"NM",2013,"M01",40827.9583333333
"NM",2013,"M02",40885.1166666667
"NM",2013,"M03",40942.275
"NM",2013,"M04",40999.4333333333
"NM",2013,"M05",41056.5916666667
"NM",2013,"M06",41113.75
"NM",2013,"M07",41170.9083333333
"NM",2013,"M08",41228.0666666667
"NM",2013,"M09",41285.225
"NM",2013,"M10",41342.3833333333
"NM",2013,"M11",41399.5416666667
"NM",2013,"M12",41456.7
"NM",2014,"M01",41591.6583333333
"NM",2014,"M02",41726.6166666667
"NM",2014,"M03",41861.575
"NM",2014,"M04",41996.5333333333
"NM",2014,"M05",42131.4916666667
"NM",2014,"M06",42266.45
"NM",2014,"M07",42401.4083333333
"NM",2014,"M08",42536.3666666667
"NM",2014,"M09",42671.325
"NM",2014,"M10",42806.2833333333
"NM",2014,"M11",42941.2416666667
"NM",2014,"M12",43076.2
"NM",2015,"M01",43176.4916666667
"NM",2015,"M02",43276.7833333333
"NM",2015,"M03",43377.075
"NM",2015,"M04",43477.3666666667
"NM",2015,"M05",43577.6583333333
"NM",2015,"M06",43677.95
"NM",2015,"M07",43778.2416666667
"NM",2015,"M08",43878.5333333333
"NM",2015,"M09",43978.825
"NM",2015,"M10",44079.1166666667
"NM",2015,"M11",44179.4083333333
"NM",2015,"M12",44279.7
"NM",2016,"M01",44386.775
"NM",2016,"M02",44493.85
"NM",2016,"M03",44600.925
"NM",2016,"M04",44708
"NM",2016,"M05",44815.075
"NM",2016,"M06",44922.15
"NM",2016,"M07",45029.225
"NM",2016,"M08",45136.3
"NM",2016,"M09",45243.375
"NM",2016,"M10",45350.45
"NM",2016,"M11",45457.525
"NM",2016,"M12",45564.6
"NM",2017,"M01",45681.5166666667
"NM",2017,"M02",45798.4333333333
"NM",2017,"M03",45915.35
"NM",2017,"M04",46032.2666666667
"NM",2017,"M05",46149.1833333333
"NM",2017,"M06",46266.1
"NM",2017,"M07",46383.0166666667
"NM",2017,"M08",46499.9333333333
"NM",2017,"M09",46616.85
"NM",2017,"M10",46733.7666666667
"NM",2017,"M11",46850.6833333333
"NM",2017,"M12",46967.6
"NM",2018,"M01",47126.85
"NM",2018,"M02",47286.1
"NM",2018,"M03",47445.35
"NM",2018,"M04",47604.6
"NM",2018,"M05",47763.85
"NM",2018,"M06",47923.1
"NM",2018,"M07",48082.35
"NM",2018,"M08",48241.6
"NM",2018,"M09",48400.85
"NM",2018,"M10",48560.1
"NM",2018,"M11",48719.35
