State,Year,Period,Supply_3,Supply_4
AK,2012,M01,68.6,7.5
AK,2012,M02,68.4,7.4
AK,2012,M03,68.3,7.4
AK,2012,M04,68.2,7.3
AK,2012,M05,68.1,7.3
AK,2012,M06,68,7.3
AK,2012,M07,67.9,7.2
AK,2012,M08,67.9,7.2
AK,2012,M09,67.9,7.1
AK,2012,M10,67.9,7.1
AK,2012,M11,67.9,7.1
AK,2012,M12,67.8,7.1
AK,2013,M01,67.7,7.1
AK,2013,M02,67.7,7
AK,2013,M03,67.6,7
AK,2013,M04,67.6,7
AK,2013,M05,67.5,7
AK,2013,M06,67.6,7
AK,2013,M07,67.5,7
AK,2013,M08,67.5,7
AK,2013,M09,67.5,7
AK,2013,M10,67.4,7
AK,2013,M11,67.4,6.9
AK,2013,M12,67.4,6.9
AK,2014,M01,67.4,6.9
AK,2014,M02,67.5,6.9
AK,2014,M03,67.6,6.9
AK,2014,M04,67.6,6.9
AK,2014,M05,67.6,6.9
AK,2014,M06,67.6,6.9
AK,2014,M07,67.5,6.8
AK,2014,M08,67.4,6.8
AK,2014,M09,67.3,6.7
AK,2014,M10,67.2,6.5
AK,2014,M11,67.2,6.4
AK,2014,M12,67.1,6.3
AK,2015,M01,67.1,6.2
AK,2015,M02,67,6.3
AK,2015,M03,67,6.3
AK,2015,M04,67,6.3
AK,2015,M05,66.9,6.3
AK,2015,M06,66.8,6.3
AK,2015,M07,66.8,6.2
AK,2015,M08,66.6,6.2
AK,2015,M09,66.6,6.2
AK,2015,M10,66.5,6.3
AK,2015,M11,66.4,6.3
AK,2015,M12,66.4,6.4
AK,2016,M01,66.4,6.4
AK,2016,M02,66.4,6.5
AK,2016,M03,66.4,6.5
AK,2016,M04,66.3,6.5
AK,2016,M05,66.3,6.6
AK,2016,M06,66.2,6.6
AK,2016,M07,66.2,6.6
AK,2016,M08,66.1,6.7
AK,2016,M09,66.1,6.7
AK,2016,M10,66.2,6.7
AK,2016,M11,66.2,6.7
AK,2016,M12,66.2,6.7
AK,2017,M01,66.2,6.6
AK,2017,M02,66.2,6.6
AK,2017,M03,66.2,6.5
AK,2017,M04,66.2,6.5
AK,2017,M05,66.2,6.5
AK,2017,M06,66.1,6.5
AK,2017,M07,66.1,6.5
AK,2017,M08,66,6.5
AK,2017,M09,65.8,6.5
AK,2017,M10,65.7,6.5
AK,2017,M11,65.6,6.5
AK,2017,M12,65.5,6.4
AK,2018,M01,65.4,6.3
AK,2018,M02,65.3,6.2
AK,2018,M03,65.3,6.1
AK,2018,M04,65.3,6
AK,2018,M05,65.3,5.9
AK,2018,M06,65.2,5.9
AK,2018,M07,65.2,5.9
AK,2018,M08,65.1,5.8
AK,2018,M09,65,5.8
AK,2018,M10,64.9,5.9
AK,2018,M11,64.8,5.9
AK,2018,M12,64.7,5.9
AK,2019,M01,64.7,5.8
AK,2019,M02,64.7,5.7
AK,2019,M03,64.7,5.6
AK,2019,M04,64.7,5.5
AK,2019,M05,64.8,5.5
AK,2019,M06,64.8,5.5
AK,2019,M07,64.9,5.5
AK,2019,M08,64.9,5.5
AK,2019,M09,64.8,5.4
AK,2019,M10,64.8,5.3
AK,2019,M11,64.7,5.2
AK,2019,M12,64.7,5.2
AK,2020,M01,64.7,5.2
AK,2020,M02,64.6,5.2
AK,2020,M03,64.5,5.2
AK,2020,M04,62,11.9
AK,2020,M05,63.5,11.9
AK,2020,M06,63.7,11.3
AK,2020,M07,64.4,11.2
AK,2020,M08,62.7,7.8
AK,2020,M09,63.2,7.7
AK,2020,M10,63.4,7.3
AK,2020,M11,63.7,7.2
AK,2020,M12,64,7.3
AK,2021,M01,64.1,7.1
AK,2021,M02,64.3,7
AK,2021,M03,64.5,7
AK,2021,M04,64.7,7
AK,2021,M05,64.8,6.8
AK,2021,M06,65,6.8
AK,2021,M07,65,6.5
AK,2021,M08,65.2,6.3
AK,2021,M09,65.3,5.9
AK,2021,M10,65.6,5.7
AK,2021,M11,65.6,5.5
AK,2021,M12,65.6,5.5
AK,2022,M01,66,5.6
AK,2022,M02,66.1,5.3
AK,2022,M03,66,4.9
AK,2022,M04,66.1,4.8
AK,2022,M05,66.2,4.6
AK,2022,M06,66.1,4.6
AK,2022,M07,66,4.5
AK,2022,M08,65.9,4.6
AK,2022,M09,65.7,4.4
AK,2022,M10,NA,NA
AK,2022,M11,NA,NA
AK,2022,M12,NA,NA
AL,2012,M01,58.3,8.5
AL,2012,M02,58.2,8.4
AL,2012,M03,58.1,8.4
AL,2012,M04,58.1,8.4
AL,2012,M05,58.1,8.4
AL,2012,M06,58.1,8.3
AL,2012,M07,58.2,8.2
AL,2012,M08,58.2,8.1
AL,2012,M09,58.2,7.9
AL,2012,M10,58.2,7.8
AL,2012,M11,58.2,7.8
AL,2012,M12,58.1,7.7
AL,2013,M01,58.1,7.6
AL,2013,M02,58,7.6
AL,2013,M03,57.9,7.5
AL,2013,M04,57.8,7.4
AL,2013,M05,57.8,7.3
AL,2013,M06,57.8,7.3
AL,2013,M07,57.7,7.2
AL,2013,M08,57.7,7.2
AL,2013,M09,57.6,7.2
AL,2013,M10,57.5,7.2
AL,2013,M11,57.4,7.2
AL,2013,M12,57.4,7.2
AL,2014,M01,57.4,7.2
AL,2014,M02,57.4,7.1
AL,2014,M03,57.4,7.1
AL,2014,M04,57.3,7
AL,2014,M05,57.3,6.9
AL,2014,M06,57.2,6.8
AL,2014,M07,57.2,6.7
AL,2014,M08,57.1,6.6
AL,2014,M09,57.1,6.5
AL,2014,M10,57.1,6.4
AL,2014,M11,57.1,6.3
AL,2014,M12,57.1,6.2
AL,2015,M01,57.1,6.1
AL,2015,M02,57.2,6.1
AL,2015,M03,57.3,6.1
AL,2015,M04,57.2,6.1
AL,2015,M05,57,6.1
AL,2015,M06,56.8,6.2
AL,2015,M07,56.6,6.2
AL,2015,M08,56.4,6.2
AL,2015,M09,56.2,6.1
AL,2015,M10,56.1,6.1
AL,2015,M11,55.9,6.1
AL,2015,M12,56,6.1
AL,2016,M01,56.2,6.1
AL,2016,M02,56.3,6
AL,2016,M03,56.3,6
AL,2016,M04,56.4,5.9
AL,2016,M05,56.4,5.9
AL,2016,M06,56.5,5.9
AL,2016,M07,56.5,5.9
AL,2016,M08,56.6,5.9
AL,2016,M09,56.6,5.9
AL,2016,M10,56.7,5.9
AL,2016,M11,56.7,5.8
AL,2016,M12,56.7,5.7
AL,2017,M01,56.7,5.5
AL,2017,M02,56.7,5.2
AL,2017,M03,56.7,5
AL,2017,M04,56.7,4.8
AL,2017,M05,56.7,4.6
AL,2017,M06,56.7,4.4
AL,2017,M07,56.6,4.3
AL,2017,M08,56.6,4.2
AL,2017,M09,56.6,4.1
AL,2017,M10,56.6,4
AL,2017,M11,56.6,4
AL,2017,M12,56.7,4
AL,2018,M01,56.8,4
AL,2018,M02,56.9,4
AL,2018,M03,57.1,4
AL,2018,M04,57.2,4
AL,2018,M05,57.3,3.9
AL,2018,M06,57.3,3.9
AL,2018,M07,57.3,3.9
AL,2018,M08,57.3,3.9
AL,2018,M09,57.4,3.9
AL,2018,M10,57.4,3.9
AL,2018,M11,57.5,3.8
AL,2018,M12,57.6,3.8
AL,2019,M01,57.7,3.7
AL,2019,M02,57.8,3.6
AL,2019,M03,57.8,3.4
AL,2019,M04,57.8,3.2
AL,2019,M05,57.7,3.1
AL,2019,M06,57.7,2.9
AL,2019,M07,57.7,2.9
AL,2019,M08,57.7,2.9
AL,2019,M09,57.7,2.9
AL,2019,M10,57.7,3
AL,2019,M11,57.7,3.1
AL,2019,M12,57.6,3.2
AL,2020,M01,57.5,3.3
AL,2020,M02,57.4,3.4
AL,2020,M03,57.2,3.6
AL,2020,M04,55.4,13.7
AL,2020,M05,57.4,10.4
AL,2020,M06,57.5,8.7
AL,2020,M07,57.8,7.7
AL,2020,M08,57.7,6.6
AL,2020,M09,57.8,6.1
AL,2020,M10,57.5,5.3
AL,2020,M11,57.3,4.8
AL,2020,M12,57.1,4.4
AL,2021,M01,56.9,4
AL,2021,M02,56.8,3.8
AL,2021,M03,56.7,3.7
AL,2021,M04,56.7,3.6
AL,2021,M05,56.7,3.6
AL,2021,M06,56.6,3.5
AL,2021,M07,56.5,3.4
AL,2021,M08,56.3,3.3
AL,2021,M09,56.3,3.2
AL,2021,M10,56.3,3.1
AL,2021,M11,56.2,3.1
AL,2021,M12,56.2,3.1
AL,2022,M01,56.4,3.1
AL,2022,M02,56.6,3
AL,2022,M03,56.8,2.9
AL,2022,M04,57,2.8
AL,2022,M05,57.1,2.7
AL,2022,M06,57.2,2.6
AL,2022,M07,57.2,2.6
AL,2022,M08,57.2,2.6
AL,2022,M09,57.2,2.6
AL,2022,M10,NA,NA
AL,2022,M11,NA,NA
AL,2022,M12,NA,NA
AR,2012,M01,60.2,7.4
AR,2012,M02,60.1,7.3
AR,2012,M03,60,7.3
AR,2012,M04,59.9,7.3
AR,2012,M05,59.8,7.3
AR,2012,M06,59.6,7.3
AR,2012,M07,59.5,7.3
AR,2012,M08,59.3,7.2
AR,2012,M09,59.2,7.2
AR,2012,M10,59.1,7.2
AR,2012,M11,59,7.2
AR,2012,M12,58.9,7.2
AR,2013,M01,58.9,7.2
AR,2013,M02,58.8,7.2
AR,2013,M03,58.7,7.2
AR,2013,M04,58.7,7.2
AR,2013,M05,58.6,7.2
AR,2013,M06,58.6,7.1
AR,2013,M07,58.5,7.1
AR,2013,M08,58.4,7.1
AR,2013,M09,58.3,7
AR,2013,M10,58.2,6.9
AR,2013,M11,58.1,6.7
AR,2013,M12,58.1,6.6
AR,2014,M01,58,6.5
AR,2014,M02,58,6.3
AR,2014,M03,58,6.2
AR,2014,M04,58,6
AR,2014,M05,58,6
AR,2014,M06,58,5.9
AR,2014,M07,58,5.8
AR,2014,M08,58,5.7
AR,2014,M09,58.1,5.7
AR,2014,M10,58.2,5.6
AR,2014,M11,58.2,5.6
AR,2014,M12,58.2,5.5
AR,2015,M01,58.2,5.5
AR,2015,M02,58.3,5.4
AR,2015,M03,58.3,5.4
AR,2015,M04,58.3,5.3
AR,2015,M05,58.3,5.2
AR,2015,M06,58.3,5.1
AR,2015,M07,58.3,4.9
AR,2015,M08,58.2,4.8
AR,2015,M09,58.2,4.6
AR,2015,M10,58.2,4.5
AR,2015,M11,58.2,4.4
AR,2015,M12,58.3,4.3
AR,2016,M01,58.3,4.2
AR,2016,M02,58.3,4.1
AR,2016,M03,58.3,4
AR,2016,M04,58.2,4
AR,2016,M05,58.2,4
AR,2016,M06,58.2,4
AR,2016,M07,58.1,4
AR,2016,M08,58.1,4
AR,2016,M09,58,3.9
AR,2016,M10,58,3.9
AR,2016,M11,57.9,3.9
AR,2016,M12,57.9,3.8
AR,2017,M01,58.1,3.8
AR,2017,M02,58.2,3.7
AR,2017,M03,58.2,3.7
AR,2017,M04,58.3,3.7
AR,2017,M05,58.4,3.7
AR,2017,M06,58.4,3.7
AR,2017,M07,58.5,3.7
AR,2017,M08,58.4,3.7
AR,2017,M09,58.4,3.8
AR,2017,M10,58.3,3.8
AR,2017,M11,58.2,3.8
AR,2017,M12,58.1,3.8
AR,2018,M01,58.1,3.8
AR,2018,M02,58.1,3.7
AR,2018,M03,58.2,3.7
AR,2018,M04,58.2,3.6
AR,2018,M05,58.2,3.6
AR,2018,M06,58.2,3.6
AR,2018,M07,58.2,3.5
AR,2018,M08,58.2,3.5
AR,2018,M09,58.2,3.6
AR,2018,M10,58.3,3.6
AR,2018,M11,58.4,3.7
AR,2018,M12,58.5,3.7
AR,2019,M01,58.6,3.6
AR,2019,M02,58.6,3.5
AR,2019,M03,58.6,3.4
AR,2019,M04,58.6,3.4
AR,2019,M05,58.6,3.4
AR,2019,M06,58.5,3.4
AR,2019,M07,58.5,3.4
AR,2019,M08,58.5,3.5
AR,2019,M09,58.6,3.5
AR,2019,M10,58.6,3.5
AR,2019,M11,58.6,3.5
AR,2019,M12,58.6,3.5
AR,2020,M01,58.6,3.5
AR,2020,M02,58.5,3.6
AR,2020,M03,59.3,4.9
AR,2020,M04,59,10
AR,2020,M05,58.3,8.7
AR,2020,M06,57.8,7.6
AR,2020,M07,57.8,7.1
AR,2020,M08,57.4,6.2
AR,2020,M09,57.4,5.8
AR,2020,M10,57.1,5.4
AR,2020,M11,56.9,5.2
AR,2020,M12,56.8,5
AR,2021,M01,56.7,4.9
AR,2021,M02,56.7,4.8
AR,2021,M03,56.7,4.6
AR,2021,M04,56.7,4.5
AR,2021,M05,56.6,4.4
AR,2021,M06,56.6,4.2
AR,2021,M07,56.5,4
AR,2021,M08,56.4,3.8
AR,2021,M09,56.3,3.5
AR,2021,M10,56.3,3.4
AR,2021,M11,56.3,3.3
AR,2021,M12,56.2,3.3
AR,2022,M01,56.3,3.2
AR,2022,M02,56.5,3.1
AR,2022,M03,56.6,3.1
AR,2022,M04,56.8,3.2
AR,2022,M05,56.9,3.2
AR,2022,M06,57,3.2
AR,2022,M07,57,3.3
AR,2022,M08,56.8,3.4
AR,2022,M09,56.8,3.5
AR,2022,M10,NA,NA
AR,2022,M11,NA,NA
AR,2022,M12,NA,NA
AZ,2012,M01,61.3,8.7
AZ,2012,M02,61.3,8.6
AZ,2012,M03,61.2,8.6
AZ,2012,M04,61.2,8.5
AZ,2012,M05,61.1,8.5
AZ,2012,M06,61,8.4
AZ,2012,M07,61,8.3
AZ,2012,M08,60.9,8.2
AZ,2012,M09,60.9,8.1
AZ,2012,M10,60.8,8.1
AZ,2012,M11,60.8,8.1
AZ,2012,M12,60.7,8.1
AZ,2013,M01,60.6,8.1
AZ,2013,M02,60.5,8.1
AZ,2013,M03,60.4,8
AZ,2013,M04,60.3,8
AZ,2013,M05,60.3,7.9
AZ,2013,M06,60.3,7.9
AZ,2013,M07,60.3,7.8
AZ,2013,M08,60.2,7.8
AZ,2013,M09,60.2,7.7
AZ,2013,M10,60.1,7.6
AZ,2013,M11,60,7.5
AZ,2013,M12,60,7.4
AZ,2014,M01,60,7.2
AZ,2014,M02,60,7.1
AZ,2014,M03,60.1,7
AZ,2014,M04,60.1,6.9
AZ,2014,M05,60.1,6.9
AZ,2014,M06,60.1,6.8
AZ,2014,M07,60.2,6.7
AZ,2014,M08,60.3,6.7
AZ,2014,M09,60.4,6.7
AZ,2014,M10,60.4,6.6
AZ,2014,M11,60.5,6.5
AZ,2014,M12,60.5,6.4
AZ,2015,M01,60.4,6.4
AZ,2015,M02,60.4,6.3
AZ,2015,M03,60.4,6.2
AZ,2015,M04,60.4,6.2
AZ,2015,M05,60.4,6.1
AZ,2015,M06,60.4,6.1
AZ,2015,M07,60.4,6.1
AZ,2015,M08,60.3,6
AZ,2015,M09,60.3,6
AZ,2015,M10,60.3,5.9
AZ,2015,M11,60.3,5.8
AZ,2015,M12,60.3,5.8
AZ,2016,M01,60.4,5.7
AZ,2016,M02,60.4,5.6
AZ,2016,M03,60.4,5.6
AZ,2016,M04,60.4,5.6
AZ,2016,M05,60.4,5.5
AZ,2016,M06,60.4,5.5
AZ,2016,M07,60.4,5.5
AZ,2016,M08,60.4,5.4
AZ,2016,M09,60.4,5.4
AZ,2016,M10,60.4,5.4
AZ,2016,M11,60.4,5.3
AZ,2016,M12,60.5,5.3
AZ,2017,M01,60.5,5.2
AZ,2017,M02,60.5,5.2
AZ,2017,M03,60.6,5.1
AZ,2017,M04,60.7,5
AZ,2017,M05,60.7,5
AZ,2017,M06,60.7,4.9
AZ,2017,M07,60.7,4.9
AZ,2017,M08,60.7,4.8
AZ,2017,M09,60.7,4.9
AZ,2017,M10,60.6,4.9
AZ,2017,M11,60.6,4.9
AZ,2017,M12,60.7,4.9
AZ,2018,M01,60.7,4.8
AZ,2018,M02,60.8,4.8
AZ,2018,M03,60.9,4.7
AZ,2018,M04,61.1,4.7
AZ,2018,M05,61.2,4.7
AZ,2018,M06,61.2,4.7
AZ,2018,M07,61.3,4.7
AZ,2018,M08,61.4,4.8
AZ,2018,M09,61.4,4.9
AZ,2018,M10,61.5,4.9
AZ,2018,M11,61.6,5
AZ,2018,M12,61.7,5
AZ,2019,M01,61.7,5
AZ,2019,M02,61.8,4.9
AZ,2019,M03,61.8,4.9
AZ,2019,M04,61.9,4.8
AZ,2019,M05,61.9,4.8
AZ,2019,M06,62,4.8
AZ,2019,M07,62.1,4.8
AZ,2019,M08,62.1,4.9
AZ,2019,M09,62.1,4.8
AZ,2019,M10,62.1,4.8
AZ,2019,M11,62.2,4.9
AZ,2019,M12,62.2,4.9
AZ,2020,M01,62.2,5
AZ,2020,M02,62,5
AZ,2020,M03,61.8,5.1
AZ,2020,M04,60.3,13.9
AZ,2020,M05,60.9,11
AZ,2020,M06,60.7,9.5
AZ,2020,M07,60.9,8.6
AZ,2020,M08,60.8,7.6
AZ,2020,M09,61.1,7.2
AZ,2020,M10,61,6.7
AZ,2020,M11,61,6.5
AZ,2020,M12,61.1,6.3
AZ,2021,M01,61.1,6.1
AZ,2021,M02,61.1,6
AZ,2021,M03,61.2,5.8
AZ,2021,M04,61.3,5.6
AZ,2021,M05,61.3,5.4
AZ,2021,M06,61.3,5.2
AZ,2021,M07,61.2,4.9
AZ,2021,M08,61.1,4.5
AZ,2021,M09,61,4.2
AZ,2021,M10,60.9,3.9
AZ,2021,M11,60.8,3.9
AZ,2021,M12,60.7,3.9
AZ,2022,M01,60.7,3.7
AZ,2022,M02,60.8,3.6
AZ,2022,M03,60.7,3.3
AZ,2022,M04,60.8,3.2
AZ,2022,M05,60.9,3.2
AZ,2022,M06,60.9,3.3
AZ,2022,M07,60.9,3.3
AZ,2022,M08,61,3.5
AZ,2022,M09,61.1,3.7
AZ,2022,M10,NA,NA
AZ,2022,M11,NA,NA
AZ,2022,M12,NA,NA
CA,2012,M01,63.3,11.2
CA,2012,M02,63.2,11
CA,2012,M03,63.2,11
CA,2012,M04,63.1,10.9
CA,2012,M05,63.1,10.8
CA,2012,M06,63.1,10.7
CA,2012,M07,63.1,10.5
CA,2012,M08,63,10.3
CA,2012,M09,63,10.2
CA,2012,M10,63.1,10
CA,2012,M11,63,9.9
CA,2012,M12,63,9.8
CA,2013,M01,63,9.7
CA,2013,M02,62.9,9.5
CA,2013,M03,62.9,9.4
CA,2013,M04,62.8,9.3
CA,2013,M05,62.8,9.2
CA,2013,M06,62.8,9.1
CA,2013,M07,62.7,9
CA,2013,M08,62.7,8.9
CA,2013,M09,62.5,8.8
CA,2013,M10,62.4,8.6
CA,2013,M11,62.3,8.5
CA,2013,M12,62.3,8.4
CA,2014,M01,62.3,8.2
CA,2014,M02,62.3,8.1
CA,2014,M03,62.3,8
CA,2014,M04,62.3,7.8
CA,2014,M05,62.3,7.7
CA,2014,M06,62.3,7.6
CA,2014,M07,62.3,7.5
CA,2014,M08,62.3,7.4
CA,2014,M09,62.4,7.3
CA,2014,M10,62.4,7.2
CA,2014,M11,62.4,7.1
CA,2014,M12,62.4,6.9
CA,2015,M01,62.3,6.8
CA,2015,M02,62.3,6.7
CA,2015,M03,62.3,6.6
CA,2015,M04,62.3,6.5
CA,2015,M05,62.3,6.4
CA,2015,M06,62.2,6.3
CA,2015,M07,62.1,6.2
CA,2015,M08,62,6
CA,2015,M09,62,5.9
CA,2015,M10,62,5.8
CA,2015,M11,62,5.8
CA,2015,M12,62.1,5.7
CA,2016,M01,62.1,5.7
CA,2016,M02,62.2,5.6
CA,2016,M03,62.2,5.6
CA,2016,M04,62.2,5.5
CA,2016,M05,62.2,5.5
CA,2016,M06,62.2,5.5
CA,2016,M07,62.2,5.5
CA,2016,M08,62.2,5.5
CA,2016,M09,62.2,5.5
CA,2016,M10,62.2,5.5
CA,2016,M11,62.2,5.4
CA,2016,M12,62.2,5.4
CA,2017,M01,62.2,5.2
CA,2017,M02,62.2,5.1
CA,2017,M03,62.3,5
CA,2017,M04,62.3,5
CA,2017,M05,62.4,4.9
CA,2017,M06,62.4,4.9
CA,2017,M07,62.4,4.8
CA,2017,M08,62.3,4.8
CA,2017,M09,62.3,4.7
CA,2017,M10,62.2,4.6
CA,2017,M11,62.2,4.5
CA,2017,M12,62.1,4.5
CA,2018,M01,62.1,4.4
CA,2018,M02,62.2,4.3
CA,2018,M03,62.3,4.3
CA,2018,M04,62.4,4.2
CA,2018,M05,62.4,4.2
CA,2018,M06,62.4,4.2
CA,2018,M07,62.3,4.2
CA,2018,M08,62.3,4.2
CA,2018,M09,62.3,4.2
CA,2018,M10,62.3,4.3
CA,2018,M11,62.3,4.3
CA,2018,M12,62.3,4.3
CA,2019,M01,62.4,4.3
CA,2019,M02,62.4,4.2
CA,2019,M03,62.4,4.2
CA,2019,M04,62.4,4.1
CA,2019,M05,62.4,4.1
CA,2019,M06,62.4,4
CA,2019,M07,62.5,4
CA,2019,M08,62.5,4.1
CA,2019,M09,62.6,4.1
CA,2019,M10,62.6,4.1
CA,2019,M11,62.7,4.1
CA,2019,M12,62.8,4.1
CA,2020,M01,62.8,4.1
CA,2020,M02,62.8,4.1
CA,2020,M03,61.9,5.5
CA,2020,M04,60,15.9
CA,2020,M05,59.8,16.1
CA,2020,M06,61.2,14.1
CA,2020,M07,61.3,13.4
CA,2020,M08,60.7,11.9
CA,2020,M09,60,10.3
CA,2020,M10,59.8,9.5
CA,2020,M11,59.8,9.2
CA,2020,M12,60.1,9.2
CA,2021,M01,60.1,8.8
CA,2021,M02,60.3,8.6
CA,2021,M03,60.5,8.4
CA,2021,M04,60.9,8.3
CA,2021,M05,61,7.9
CA,2021,M06,61.3,7.9
CA,2021,M07,61.3,7.4
CA,2021,M08,61.4,7
CA,2021,M09,61.3,6.4
CA,2021,M10,61.4,6.1
CA,2021,M11,61.2,5.8
CA,2021,M12,61.1,5.8
CA,2022,M01,61.5,5.7
CA,2022,M02,61.5,5.3
CA,2022,M03,61.7,4.8
CA,2022,M04,62.1,4.6
CA,2022,M05,62.3,4.3
CA,2022,M06,62.5,4.2
CA,2022,M07,62.4,3.9
CA,2022,M08,62.5,4.1
CA,2022,M09,62.3,3.9
CA,2022,M10,NA,NA
CA,2022,M11,NA,NA
CA,2022,M12,NA,NA
CO,2012,M01,69.3,8.4
CO,2012,M02,69.2,8.3
CO,2012,M03,69.1,8.3
CO,2012,M04,69,8.3
CO,2012,M05,68.9,8.2
CO,2012,M06,68.8,8.2
CO,2012,M07,68.8,8.1
CO,2012,M08,68.7,7.9
CO,2012,M09,68.7,7.8
CO,2012,M10,68.7,7.6
CO,2012,M11,68.7,7.5
CO,2012,M12,68.6,7.4
CO,2013,M01,68.5,7.3
CO,2013,M02,68.4,7.2
CO,2013,M03,68.3,7.1
CO,2013,M04,68.3,7
CO,2013,M05,68.2,6.9
CO,2013,M06,68.2,6.8
CO,2013,M07,68.1,6.8
CO,2013,M08,68,6.7
CO,2013,M09,67.8,6.5
CO,2013,M10,67.7,6.4
CO,2013,M11,67.6,6.2
CO,2013,M12,67.6,6.1
CO,2014,M01,67.7,6
CO,2014,M02,67.8,5.8
CO,2014,M03,67.8,5.6
CO,2014,M04,67.8,5.4
CO,2014,M05,67.8,5.2
CO,2014,M06,67.7,5
CO,2014,M07,67.6,4.8
CO,2014,M08,67.6,4.6
CO,2014,M09,67.5,4.5
CO,2014,M10,67.4,4.4
CO,2014,M11,67.3,4.3
CO,2014,M12,67.2,4.2
CO,2015,M01,67.1,4.1
CO,2015,M02,67,4.1
CO,2015,M03,66.9,4.1
CO,2015,M04,66.9,4
CO,2015,M05,66.8,3.9
CO,2015,M06,66.7,3.8
CO,2015,M07,66.6,3.7
CO,2015,M08,66.5,3.6
CO,2015,M09,66.5,3.5
CO,2015,M10,66.5,3.4
CO,2015,M11,66.6,3.4
CO,2015,M12,66.7,3.3
CO,2016,M01,66.8,3.3
CO,2016,M02,66.9,3.3
CO,2016,M03,66.9,3.3
CO,2016,M04,66.9,3.3
CO,2016,M05,66.9,3.3
CO,2016,M06,66.9,3.2
CO,2016,M07,66.9,3.2
CO,2016,M08,67,3.1
CO,2016,M09,67,3
CO,2016,M10,67,3
CO,2016,M11,67,2.9
CO,2016,M12,67,2.7
CO,2017,M01,67,2.6
CO,2017,M02,67.1,2.5
CO,2017,M03,67.3,2.4
CO,2017,M04,67.4,2.4
CO,2017,M05,67.6,2.4
CO,2017,M06,67.8,2.5
CO,2017,M07,67.9,2.6
CO,2017,M08,68,2.7
CO,2017,M09,68,2.8
CO,2017,M10,68,2.8
CO,2017,M11,68.1,2.8
CO,2017,M12,68.1,2.8
CO,2018,M01,68.2,2.8
CO,2018,M02,68.3,2.9
CO,2018,M03,68.5,2.9
CO,2018,M04,68.6,2.9
CO,2018,M05,68.7,3
CO,2018,M06,68.7,3.1
CO,2018,M07,68.6,3.1
CO,2018,M08,68.6,3.1
CO,2018,M09,68.5,3.1
CO,2018,M10,68.5,3.1
CO,2018,M11,68.5,3.1
CO,2018,M12,68.5,3
CO,2019,M01,68.6,2.9
CO,2019,M02,68.6,2.8
CO,2019,M03,68.6,2.7
CO,2019,M04,68.6,2.6
CO,2019,M05,68.6,2.5
CO,2019,M06,68.6,2.5
CO,2019,M07,68.6,2.5
CO,2019,M08,68.6,2.5
CO,2019,M09,68.6,2.5
CO,2019,M10,68.6,2.5
CO,2019,M11,68.6,2.6
CO,2019,M12,68.6,2.6
CO,2020,M01,68.6,2.7
CO,2020,M02,68.4,2.8
CO,2020,M03,69.6,4.8
CO,2020,M04,66.1,11.6
CO,2020,M05,67.9,11.8
CO,2020,M06,68,11
CO,2020,M07,65.6,6.6
CO,2020,M08,66,6.2
CO,2020,M09,66.7,6.4
CO,2020,M10,67,6.1
CO,2020,M11,67.3,6.2
CO,2020,M12,67.6,6.4
CO,2021,M01,67.7,6.2
CO,2021,M02,67.9,6.2
CO,2021,M03,68,6.1
CO,2021,M04,68.3,6.1
CO,2021,M05,68.3,5.8
CO,2021,M06,68.5,5.9
CO,2021,M07,68.5,5.6
CO,2021,M08,68.5,5.3
CO,2021,M09,68.3,4.7
CO,2021,M10,68.3,4.5
CO,2021,M11,68.3,4.3
CO,2021,M12,68.2,4.2
CO,2022,M01,68.5,4.2
CO,2022,M02,68.7,4
CO,2022,M03,68.9,3.7
CO,2022,M04,69.1,3.6
CO,2022,M05,69.4,3.5
CO,2022,M06,69.5,3.4
CO,2022,M07,69.5,3.3
CO,2022,M08,69.6,3.4
CO,2022,M09,69.4,3.4
CO,2022,M10,NA,NA
CO,2022,M11,NA,NA
CO,2022,M12,NA,NA
CT,2012,M01,67.4,8.4
CT,2012,M02,67.2,8.3
CT,2012,M03,67,8.3
CT,2012,M04,66.8,8.4
CT,2012,M05,66.6,8.4
CT,2012,M06,66.4,8.4
CT,2012,M07,66.1,8.4
CT,2012,M08,66,8.4
CT,2012,M09,65.8,8.4
CT,2012,M10,65.7,8.3
CT,2012,M11,65.6,8.3
CT,2012,M12,65.6,8.3
CT,2013,M01,65.4,8.3
CT,2013,M02,65.3,8.3
CT,2013,M03,65.3,8.2
CT,2013,M04,65.3,8.2
CT,2013,M05,65.4,8.1
CT,2013,M06,65.4,8.1
CT,2013,M07,65.5,8
CT,2013,M08,65.5,7.9
CT,2013,M09,65.4,7.8
CT,2013,M10,65.4,7.6
CT,2013,M11,65.4,7.5
CT,2013,M12,65.4,7.4
CT,2014,M01,65.4,7.2
CT,2014,M02,65.5,7.1
CT,2014,M03,65.6,6.9
CT,2014,M04,65.7,6.8
CT,2014,M05,65.8,6.7
CT,2014,M06,65.8,6.6
CT,2014,M07,65.9,6.6
CT,2014,M08,66,6.5
CT,2014,M09,66.1,6.4
CT,2014,M10,66.2,6.3
CT,2014,M11,66.2,6.2
CT,2014,M12,66.2,6.1
CT,2015,M01,66.2,6
CT,2015,M02,66.2,5.9
CT,2015,M03,66.2,5.8
CT,2015,M04,66.1,5.8
CT,2015,M05,66,5.7
CT,2015,M06,65.9,5.6
